viewpoint,time_index,reference_Ev_lx,reference_DGP,EIGCM_Ev_lx,EIGCM_DGP,Jones_dcglare_Ev_lx,Jones_dcglare_DGP,Raytraverse_Balanced_Ev_lx,Raytraverse_Balanced_DGP
Viewpoint 2,1044,47241.900347,1.0,65028.828,1.0,43091.52,1.0,57341.26975697551,1.0
Viewpoint 2,1045,45902.65947,1.0,64480.016,1.0,27390.416,1.0,7880.099314568476,0.6727879371992269
Viewpoint 2,1046,6870.679798,0.588801,7552.2666,0.6233039,10452.07,0.8022823,5320.565043139453,0.509143270895639
Viewpoint 2,1047,13895.112616,1.0,13999.734,1.0,12169.737,0.9165749,4328.607952826947,0.4435679229190983
Viewpoint 2,1048,3653.361881,0.414531,3535.6768,0.3865398,7918.0913,0.6705905,2757.077022499713,0.3428152434815877
Viewpoint 2,1049,160.075935,0.168396,163.85326,0.1686182,165.20355,0.1696966254200954,160.71694585168,0.1694340847214936
Viewpoint 2,1063,1608.326713,0.299627,1727.4546,0.2859669,1760.2855,0.283805,1559.8137381039303,0.2895535197357651
Viewpoint 2,1064,4686.381422,0.479158,4956.6855,0.4854693,5023.855,0.4815089,4454.658121112623,0.4632621171109475
Viewpoint 2,1065,3852.345512,0.428172,3988.5054,0.4250118,4018.7209,0.4235075,3900.054083195221,0.4260867467629662
Viewpoint 2,1066,5534.925629,0.527916,5707.7568,0.5274034,5748.6519,0.5263816,5572.633318554227,0.5254097426415298
Viewpoint 2,1067,45712.556422,1.0,44929.27,1.0,42162.031,1.0,43967.73825103452,1.0
Viewpoint 2,1068,7317.621444,0.631606,7527.6997,0.6345012,7579.3115,0.6346515,7404.250913920361,0.6329124751955861
Viewpoint 2,1069,6745.2878,0.597908,6955.3911,0.6003376,7005.355,0.6001204,6784.57460889829,0.5963549774110325
Viewpoint 2,1070,5428.624712,0.519723,5619.1821,0.520629,5663.5444,0.5198988,5471.322751358017,0.5181283911958934
Viewpoint 2,1071,16536.692749,1.0,18799.555,1.0,16257.53,1.0,8938.10197700226,0.7178251290258595
Viewpoint 2,1072,1999.859885,0.313655,2078.989,0.3054947,2098.5564,0.3022716,2007.166897275671,0.3107071342746333
Viewpoint 2,1073,659.923664,0.197738,753.11029,0.2048273,767.02985,0.206176313923287,710.4842055015534,0.2083353318735187
Viewpoint 2,1087,1217.552135,0.265817,1299.6417,0.246471,1322.0983,0.2487535,1177.5805154461575,0.254974919307545
Viewpoint 2,1088,1754.242998,0.299676,1816.2828,0.2907518,1830.4922,0.287996,1782.6316837711277,0.2983971598395253
Viewpoint 2,1089,3091.135399,0.381926,3195.5989,0.3761245,3219.9929,0.374653,3134.766306217636,0.379913104683596
Viewpoint 2,1090,10860.758984,0.842962,11503.058,0.9791709,16012.026,1.0,10234.206499745029,0.806223902432475
Viewpoint 2,1091,28597.142083,1.0,20866.006,1.0,26752.119,1.0,27504.95517138927,1.0
Viewpoint 2,1092,5588.577511,0.529511,5756.0986,0.5293061,5797.2974,0.528533,5685.805930563842,0.530724280784364
Viewpoint 2,1093,27368.636789,1.0,24155.555,1.0,20505.34,1.0,12583.770415279498,0.9419746395385218
Viewpoint 2,1094,9804.545635,0.773941,10393.626,0.8006096,11632.925,0.8686119,9206.95478110068,0.740853334285475
Viewpoint 2,1095,2946.754715,0.371552,3051.1824,0.3665712,3076.5603,0.3638645,2979.4206391319253,0.3693813470242246
Viewpoint 2,1096,1600.542919,0.283173,1661.1992,0.2667957,1675.7395,0.2770666,1613.545897354275,0.27655326557527
Viewpoint 2,1097,480.975633,0.187233,534.20905,0.1903581,540.76392,0.1917427781630122,503.7208227784844,0.189568412297097
Viewpoint 2,1111,1789.109588,0.307775,1930.7615,0.2966385,1969.2264,0.295688,1711.563541629214,0.2967359960801671
Viewpoint 2,1112,2889.909274,0.371444,3000.7869,0.3654186,3024.5403,0.3634386,2922.028331861301,0.3682650072163671
Viewpoint 2,1113,5229.206215,0.51085,5416.1445,0.5109681,5456.5059,0.5095332,5266.181768016979,0.5081112910081171
Viewpoint 2,1114,14113.344844,1.0,15551.983,1.0,29112.078,1.0,12639.422294080568,0.9445924679025278
Viewpoint 2,1115,9843.685065,0.78205,10137.583,0.7895644,10207.639,0.7909716,9814.381049417952,0.7766183228328348
Viewpoint 2,1116,10588.295225,0.824815,10910.274,0.8347521,10978.356,0.8362731,10658.619181375429,0.8257541731154286
Viewpoint 2,1117,9668.056032,0.7709,10000.246,0.780781,10067.715,0.7815738,9681.652115392835,0.7682331051641612
Viewpoint 2,1118,12311.445967,0.91077,13286.682,0.9669074,15928.393,1.0,11113.605367459646,0.8510410563851729
Viewpoint 2,1119,5175.391255,0.503149,5381.9502,0.504783,5433.0073,0.5043749,5184.47731156811,0.5002540320176626
Viewpoint 2,1120,2767.273657,0.359399,2890.2996,0.3538008,2921.6077,0.3518439,2763.0232045022044,0.3554996775618406
Viewpoint 2,1121,676.463878,0.198709,769.23395,0.2056566,782.27539,0.2070527793504841,719.3774204232957,0.2076929436409819
Viewpoint 2,1135,1137.269972,0.250502,1245.5873,0.2432175,1273.7024,0.2347662,1063.287386417548,0.2416803601269659
Viewpoint 2,1136,2803.884472,0.382509,3060.1177,0.39579,2976.2571,0.3497827,2368.708392358533,0.3356276665042816
Viewpoint 2,1137,5841.893981,0.544734,6026.3237,0.547202,6158.2427,0.5477129,5327.445133355288,0.5164851551999475
Viewpoint 2,1138,7779.123479,0.661353,8027.4194,0.6653194,8081.3198,0.6651065,7791.198122754733,0.6575857565060527
Viewpoint 2,1139,46190.432542,1.0,51237.75,1.0,40730.445,1.0,45553.58686370037,1.0
Viewpoint 2,1140,44690.00716,1.0,54463.824,1.0,41574.73,1.0,58151.935989570506,1.0
Viewpoint 2,1141,45064.416102,1.0,39258.75,1.0,27977.562,1.0,8802.14040120497,0.7250323835336403
Viewpoint 2,1142,7200.54039,0.61324,8299.3672,0.6687912,11087.558,0.8374864,6090.975145078098,0.5548232993924342
Viewpoint 2,1143,13249.600854,1.0,11366.98,1.0,13172.015,0.9730699,4937.205230614058,0.4800944372606343
Viewpoint 2,1144,5291.049119,0.551353,4594.4253,0.4484413,9313.4453,0.7498699,3612.173911737648,0.401407135821481
Viewpoint 2,1145,674.863547,0.198614,760.13336,0.2042971,771.92157,0.2063648013964286,711.8261599419362,0.2064975805023223
Viewpoint 2,1159,1148.570534,0.248622,1242.7245,0.2426705,1268.9514,0.2344873,1103.7808301215296,0.2421127487066371
Viewpoint 2,1160,4329.070147,0.466326,4702.1465,0.4856277,4572.1748,0.4488383,3758.2983443189246,0.4206780854195817
Viewpoint 2,1161,6295.584239,0.572327,6412.9854,0.5710865,6535.7583,0.5714437,5760.8004694451365,0.5420416771170422
Viewpoint 2,1162,7332.6071,0.634741,7569.6431,0.6380545,7621.1113,0.6376765,7358.806588226266,0.6317470022270539
Viewpoint 2,1163,9264.593245,0.747656,9534.4053,0.7537534,9600.5264,0.754788,9256.58035862361,0.7433736180744815
Viewpoint 2,1164,9926.822993,0.78582,10224.055,0.7940686,10289.038,0.7952317,10018.108772130012,0.7876582947490169
Viewpoint 2,1165,38659.147102,1.0,45667.074,1.0,26822.357,1.0,11647.861531105396,0.8875405656481463
Viewpoint 2,1166,9803.307542,0.762627,10316.173,0.7911419,12708.74,0.9307396,8371.069857237228,0.6896365632686018
Viewpoint 2,1167,14130.653049,1.0,19875.521,1.0,14782.665,1.0,6862.6295345082735,0.594807307222249
Viewpoint 2,1168,5869.674512,0.604192,6485.626,0.6691224,9444.3945,0.7557526,3979.699399766781,0.4236291097864174
Viewpoint 2,1169,396.186865,0.182256,425.13452,0.1839554,429.25577,0.1851972314012194,407.3441120143429,0.1839110993752419
Viewpoint 2,1183,1173.121808,0.251107,1273.4795,0.2444395,1298.1156,0.2361992,1130.286493335229,0.2440526701834985
Viewpoint 2,1184,2796.866284,0.365421,2898.9341,0.3591162,2921.7659,0.3570286,2827.4983605802804,0.3623410652589023
Viewpoint 2,1185,6093.911334,0.562109,6417.2549,0.5713379,6536.3809,0.571535,5771.861630195653,0.5426335849446249
Viewpoint 2,1186,11510.971282,0.885166,13043.963,1.0,26696.854,1.0,10110.443222097923,0.7948120395557364
Viewpoint 2,1187,39066.968179,1.0,39210.945,1.0,34901.039,1.0,39649.04434400504,1.0
Viewpoint 2,1188,38160.446984,1.0,56064.945,1.0,35035.879,1.0,47775.308924991,1.0
Viewpoint 2,1189,8894.179287,0.724661,9184.9941,0.7323338,9247.791,0.7327553,8924.642417914562,0.7230425226470814
Viewpoint 2,1190,7064.481141,0.616372,7335.3579,0.6222405,7393.1958,0.6219372,7115.682948468007,0.6154225711002625
Viewpoint 2,1191,12385.011253,1.0,13728.859,1.0,14738.647,1.0,6726.749300437008,0.5866903509159188
Viewpoint 2,1192,2658.095179,0.353023,2774.0737,0.3470787,2802.6245,0.3439594,2659.0677038250587,0.3492990100198498
Viewpoint 2,1193,693.450959,0.199706,770.31122,0.2048536,781.01471,0.206784281681967,724.0797816344607,0.2058586906041779
Viewpoint 2,1207,1151.485459,0.247909,1257.0847,0.2431449,1283.222,0.235325,1261.334188560415,0.2617162696618548
Viewpoint 2,1208,3349.459294,0.403469,3593.282,0.4117955,3620.7854,0.3954669,3101.209922668248,0.3826969796721831
Viewpoint 2,1209,5131.305468,0.504625,5315.2451,0.5047106,5354.749,0.5032281,5176.717668989766,0.5024777996712086
Viewpoint 2,1210,7469.131191,0.642858,7720.8008,0.6469215,7772.9946,0.6465644,7506.71528924948,0.640402693962413
Viewpoint 2,1211,40771.899047,1.0,32159.518,1.0,35689.051,1.0,41756.2876425557,1.0
Viewpoint 2,1212,45003.045829,1.0,54563.375,1.0,40518.641,1.0,58810.46590487782,1.0
Viewpoint 2,1213,43192.248339,1.0,36128.227,1.0,28048.65,1.0,10781.580391792182,0.8379823765279609
Viewpoint 2,1214,9411.118168,0.741358,10169.711,0.7819093,12614.654,0.9249742,8241.62570511901,0.6817456153541037
Viewpoint 2,1215,5087.766126,0.49779,5288.1045,0.4991068,5336.9185,0.4985855,5103.578357467331,0.4952536460417081
Viewpoint 2,1216,2799.590761,0.361194,2918.8806,0.3559125,2949.4822,0.3534908,2793.616352939692,0.3571977759977661
Viewpoint 2,1217,415.246234,0.183375,443.05618,0.1850074,447.24323,0.1862530698535733,425.9009193995789,0.1850003839687553
Viewpoint 2,1231,672.699857,0.21136,760.22357,0.2036251,788.01617,0.2062564688715057,653.9504544139675,0.1983868916740999
Viewpoint 2,1232,2716.993683,0.384621,2976.582,0.3998582,2904.6467,0.3395255,2254.061291142795,0.3229220667164137
Viewpoint 2,1233,4540.028123,0.472165,4571.4692,0.4515865,4721.8203,0.4523442,3825.843733824892,0.4208408745310191
Viewpoint 2,1234,6610.658257,0.593738,7849.5088,0.8383927,15719.563,1.0,4982.836119303683,0.4955734914300798
Viewpoint 2,1235,49029.811621,1.0,54543.352,1.0,39889.961,1.0,49745.718971049326,1.0
Viewpoint 2,1236,42344.420112,1.0,80150.523,1.0,37173.555,1.0,57285.15825335126,1.0
Viewpoint 2,1237,41162.942184,1.0,42720.324,1.0,25448.73,1.0,7733.112317563334,0.6636535031908057
Viewpoint 2,1238,5445.075371,0.508954,6192.2583,0.5435651,8324.7285,0.6740023,4588.238528344082,0.4652679844787886
Viewpoint 2,1239,9137.422722,0.863046,10555.768,0.9830823,12993.46,0.9628568,4461.883170601895,0.4507762525160271
Viewpoint 2,1240,5032.484354,0.590724,3714.5239,0.5049043,9650.0732,0.7794224,2590.8166820577417,0.3355862552072878
Viewpoint 2,1241,218.814237,0.171844,224.30617,0.1721668,226.1248,0.1732729833119971,220.69022534725096,0.1729545162278836
Viewpoint 2,1255,1258.282919,0.266687,1388.3506,0.2506159,1423.2789,0.2479822,1225.481681537476,0.2550922538761753
Viewpoint 2,1256,4779.098713,0.492169,5237.7188,0.5171167,5101.4175,0.4786028,4173.517972802119,0.4437146181804589
Viewpoint 2,1257,6328.204238,0.573689,6560.5605,0.5786303,6681.2539,0.5789167,5859.86740589163,0.5469495064452423
Viewpoint 2,1258,8033.300963,0.676038,8297.8516,0.6810728,8352.918,0.6808653,8026.23660500378,0.6712183820422799
Viewpoint 2,1259,10128.079007,0.798198,10421.422,0.8060429,10492.579,0.8073568,10131.247294469236,0.7948625872721364
Viewpoint 2,1260,10876.175558,0.840925,11209.278,0.8521001,11278.218,0.853483,10995.447423811973,0.8451629050847241
Viewpoint 2,1261,40502.177966,1.0,43102.137,1.0,26927.82,1.0,11506.624647010438,0.8789304441122735
Viewpoint 2,1262,7860.109266,0.663069,8172.3975,0.6715392,8236.4775,0.6714675,7909.586048486022,0.6623551796390029
Viewpoint 2,1263,5463.290341,0.519867,5701.0913,0.5232779,5754.4639,0.5228838,5492.339116563016,0.5180997674898973
Viewpoint 2,1264,6315.669574,0.639987,5267.5786,0.5659784,10924.306,0.8478042,4222.722078888884,0.4375634580056872
Viewpoint 2,1265,664.439261,0.198003,723.64746,0.2014781,731.99213,0.2036118608416962,686.2641413348167,0.2016275695625138
Viewpoint 2,1279,2806.804389,0.367008,3011.7134,0.3655143,3065.0139,0.3633067,2737.697371832054,0.3592907434966903
Viewpoint 2,1280,2344.150951,0.337559,2431.8521,0.3306702,2450.8496,0.3262382,2381.7352896675875,0.3349852882266972
Viewpoint 2,1281,10979.183219,0.844523,11265.253,0.8557934,11411.731,0.8584533,10524.965909144645,0.8201049111468403
Viewpoint 2,1282,5656.273053,0.534507,5838.7798,0.5348288,5880.3765,0.5337621,5690.68156353312,0.5320319174921548
Viewpoint 2,1283,6912.709132,0.608107,7108.7319,0.6096885,7159.4839,0.6094587,6952.540151240475,0.6062423504081043
Viewpoint 2,1284,7343.997388,0.632887,7558.4307,0.6359517,7610.1084,0.6359096,7465.292198504341,0.6360033601082282
Viewpoint 2,1285,6803.147037,0.600852,7022.8345,0.6039464,7072.8159,0.6035919,6869.861996791576,0.6008991831491417
Viewpoint 2,1286,5561.752422,0.527087,5750.7129,0.5280861,5795.4287,0.5272937,5605.273929818678,0.5257554721901165
Viewpoint 2,1287,3918.176657,0.428899,4059.491,0.4266837,4094.1558,0.4255407,3949.5309219306414,0.4267881709693389
Viewpoint 2,1288,2195.772245,0.325759,2284.6655,0.3175363,2305.7346,0.3144333,2207.6248013378267,0.3224561665512605
Viewpoint 2,1289,1832.653331,0.294041,1935.9761,0.2839929,1967.6986,0.2833032,1923.816792013554,0.2988657249957973
Viewpoint 2,1303,1755.893838,0.309874,1893.3297,0.2974126,1927.6313,0.2934735,1706.566510264262,0.2980145463767008
Viewpoint 2,1304,2229.004499,0.330399,2308.7488,0.3221679,2326.7585,0.3187137,2263.310028637688,0.3277264350410338
Viewpoint 2,1305,3780.003004,0.423195,3907.1753,0.4197554,3936.6541,0.4181667,3830.040310684041,0.421423942466559
Viewpoint 2,1306,5276.551715,0.512065,5453.2856,0.5118231,5492.5166,0.5106,5321.741749405547,0.5099738421681145
Viewpoint 2,1307,26138.641565,1.0,26707.463,1.0,29150.689,1.0,35322.67651916368,1.0
Viewpoint 2,1308,27128.962278,1.0,36217.344,1.0,29722.115,1.0,41625.38100161993,1.0
Viewpoint 2,1309,6322.199512,0.572376,6527.1406,0.5745417,6573.9956,0.5739554,6393.47067422382,0.5725878065930239
Viewpoint 2,1310,5165.118141,0.503637,5344.3926,0.5039871,5385.8364,0.5030128,5216.4077373838645,0.5026479731415967
Viewpoint 2,1311,20457.891796,1.0,21601.029,1.0,14138.584,1.0,8063.282970362969,0.6665133875179244
Viewpoint 2,1312,2052.699571,0.317131,2134.7488,0.3087972,2153.9221,0.3055905,2067.4928310269715,0.3141304184896537
Viewpoint 2,1313,837.258163,0.209744,915.74762,0.2134096,927.40363,0.2154738025361895,864.258668416983,0.2150715675211442
Viewpoint 2,1327,2046.073705,0.326797,2201.7786,0.3167391,2243.4397,0.3154896,2001.3348298502124,0.3164522296032729
Viewpoint 2,1328,2286.182261,0.333815,2366.8857,0.3266658,2385.3416,0.3222236,2320.0531707244104,0.3311538472382563
Viewpoint 2,1329,3853.294952,0.427612,3986.519,0.4244742,4016.552,0.4229383,3907.6967448308046,0.4260484178151106
Viewpoint 2,1330,13749.077807,1.0,14914.826,1.0,20611.914,1.0,13297.882825277084,0.98321498482536
Viewpoint 2,1331,6485.964344,0.582801,6673.1133,0.5837619,6721.0376,0.5832725,6536.117406222468,0.5814140538464312
Viewpoint 2,1332,6894.352549,0.606282,7097.7896,0.608582,7146.8926,0.6082847,7021.51150091789,0.6095964340858899
Viewpoint 2,1333,35866.222074,1.0,35464.48,1.0,27723.988,1.0,16160.36020790966,1.0
Viewpoint 2,1334,5258.663248,0.509055,5428.186,0.5089332,5470.2319,0.5079672,5298.544268117263,0.5074773152157481
Viewpoint 2,1335,3728.511653,0.417679,3863.2454,0.4150793,3895.7537,0.4136915,3764.747220979744,0.4157622303087673
Viewpoint 2,1336,2118.388336,0.321169,2199.5867,0.3125854,2219.4216,0.3094189,2129.303507644236,0.3177901139294343
Viewpoint 2,1337,639.348426,0.19653,684.27802,0.1991671,691.28015,0.2005780826533327,654.165349994085,0.1983995060446527
Viewpoint 2,1351,536.095954,0.190469,555.54962,0.1916108,559.88446,0.1928651703432007,547.818691801555,0.1921569572087512
Viewpoint 2,1352,1384.429534,0.257924,1434.7062,0.2432173,1445.8579,0.2635694,1413.1271190489742,0.252351596177807
Viewpoint 2,1353,2296.867593,0.33341,2374.2498,0.3255221,2392.4563,0.3220509,2338.296792046516,0.3314746565302469
Viewpoint 2,1354,3092.217843,0.38084,3194.2351,0.3752409,3218.3035,0.3737339,3132.1626172219326,0.3790103371529136
Viewpoint 2,1355,3658.749968,0.414497,3774.2341,0.4109164,3802.5505,0.4091974,3709.0855203581104,0.4130702349209761
Viewpoint 2,1356,3833.018526,0.424659,3962.4983,0.4220555,3991.8835,0.4203675,3935.171139951943,0.4261659200200413
Viewpoint 2,1357,3609.539422,0.411145,3725.4231,0.4078127,3753.3369,0.4060795,3666.8121331766993,0.4104510649632213
Viewpoint 2,1358,2992.79221,0.374305,3092.0,0.368614,3115.7703,0.3663423,3035.520805116176,0.3728769016320713
Viewpoint 2,1359,2154.599792,0.324107,2233.2681,0.3164321,2250.9272,0.3123139,2194.4257038979263,0.3222485872785866
Viewpoint 2,1360,1237.892591,0.236423,1280.7047,0.2341774,1291.0837,0.2357864,1253.6855764863767,0.2336669339150007
Viewpoint 2,1361,392.934531,0.182065,410.27985,0.1830834,413.78928,0.1842893717534476,399.7291821167888,0.1834641029902555
Viewpoint 2,1374,0.0,0.159,0.0,0.159,0.0,0.0,2.323374533035237e-05,0.1600000013638208
Viewpoint 2,1375,1636.841196,0.300991,1771.8297,0.2877149,1806.8116,0.2856904,1588.7284016954266,0.2897341117726976
Viewpoint 2,1376,2359.166854,0.338219,2442.5491,0.3311829,2461.5725,0.3267668,2394.296806926933,0.3355912938678582
Viewpoint 2,1377,6854.152457,0.608593,7179.4131,0.6159275,7269.127,0.6153734,6598.633832718678,0.5900170109220652
Viewpoint 2,1378,5494.494749,0.524655,5667.9932,0.5245024,5708.5771,0.523336,5534.40706313339,0.5225101253023742
Viewpoint 2,1379,23534.752726,1.0,26519.566,1.0,25446.445,1.0,33298.90892417011,1.0
Viewpoint 2,1380,21869.796105,1.0,32527.188,1.0,26243.783,1.0,39379.84638824177,1.0
Viewpoint 2,1381,24622.970379,1.0,24452.262,1.0,22035.338,1.0,12667.902291060278,0.9446530214815932
Viewpoint 2,1382,5376.148189,0.515869,5568.2363,0.5171487,5611.2642,0.5162281,5436.499883012791,0.5155705169419884
Viewpoint 2,1383,3845.489031,0.424592,3986.6907,0.4223019,4020.2402,0.4209633,3884.618394360708,0.42281625012785
Viewpoint 2,1384,2193.45402,0.325536,2281.3567,0.317358,2301.9556,0.3142413,2207.748178989307,0.3224084100943317
Viewpoint 2,1385,784.830252,0.205826,843.5791,0.2090063,852.7464,0.2106814148788984,802.9478748376225,0.208675175686641
Viewpoint 2,1398,0.0,0.159,0.0,0.159,0.0,0.0,2.3240460158780693e-05,0.160000001364215
Viewpoint 2,1399,481.26479,0.18725,498.41208,0.1882568,502.29208,0.1894844435876888,491.84908359948525,0.1888715412072898
Viewpoint 2,1400,1238.752674,0.236452,1278.3705,0.2340403,1288.299,0.235623,1260.2010791724283,0.2339738033474215
Viewpoint 2,1401,2004.123235,0.31547,2071.2339,0.3072504,2087.1531,0.3028876,2041.640449351758,0.3134522162183883
Viewpoint 2,1402,2681.803107,0.356269,2774.6724,0.3500736,2795.7092,0.3459167,2723.033499525729,0.3544072890986391
Viewpoint 2,1403,3172.502868,0.385225,3275.1577,0.3798068,3299.8728,0.3782914,3220.8435201223347,0.3838635375233246
Viewpoint 2,1404,3301.998115,0.392859,3411.1199,0.3883443,3436.6375,0.387129,3390.2982296304203,0.3936339299283415
Viewpoint 2,1405,3110.822246,0.38149,3218.0703,0.3767913,3242.3069,0.3747197,3170.2052011441715,0.3807975181464935
Viewpoint 2,1406,2592.704527,0.350328,2679.0481,0.3432409,2699.6001,0.3399007,2632.917067785628,0.3487853470786528
Viewpoint 2,1407,1869.338175,0.305879,1933.7732,0.297846,1948.91,0.2942986,1903.0517100958548,0.3047002722026822
Viewpoint 2,1408,1073.720692,0.222028,1112.5414,0.2243062,1121.4041,0.2258263,1091.3797870073065,0.2240639934973289
Viewpoint 2,1409,353.9713,0.179778,366.582,0.1805184,369.61575,0.1816963376210568,357.66628579217,0.1809950109760003
Viewpoint 2,1422,0.0,0.159,0.0,0.159,0.0,0.0,2.3254224527985584e-05,0.160000001365023
Viewpoint 2,1423,348.862655,0.179478,361.08914,0.1801959,363.89197,0.18136041661763,357.30428984540964,0.1809737618139255
Viewpoint 2,1424,893.257011,0.211434,923.88965,0.2132323,931.06488,0.214653402314001,912.8377462112942,0.2135835757026029
Viewpoint 2,1425,1442.331567,0.263189,1490.8876,0.2527261,1502.3997,0.2666266,1472.209290831791,0.2617275290812193
Viewpoint 2,1426,1931.119556,0.310657,1998.9124,0.3018537,2014.2133,0.2982786,1967.3227062008384,0.3086219042992467
Viewpoint 2,1427,2239.547255,0.329372,2319.6082,0.3218057,2337.2859,0.3175703,2283.3383928682165,0.3275855290557463
Viewpoint 2,1428,2343.485996,0.335559,2425.6428,0.3281202,2444.0225,0.3246398,2413.192502267226,0.3351361926364
Viewpoint 2,1429,2195.987874,0.326647,2273.801,0.3190397,2291.0723,0.314788,2248.372035129724,0.3254505897072163
Viewpoint 2,1430,1844.146706,0.304125,1908.2644,0.2963851,1922.8749,0.2927768,1878.4338321638115,0.3033836943723897
Viewpoint 2,1431,1330.419276,0.248717,1377.0466,0.2398326,1387.682,0.2414568,1362.4721174333222,0.2434416679799111
Viewpoint 2,1432,780.305999,0.204804,807.40588,0.2063947,813.69775,0.2077639374559994,794.7521895403684,0.2066519535260196
Viewpoint 2,1433,257.639199,0.174123,264.68484,0.174537,266.79208,0.1756603802154656,260.3628892339283,0.1752833015980316
Viewpoint 2,1446,0.0,0.159,0.0,0.159,0.0,0.0,2.3261267305374995e-05,0.1600000013654364
Viewpoint 2,1447,2835.638965,0.366292,3014.4619,0.3632383,3105.0474,0.3632098,2684.883107247663,0.355638722093722
Viewpoint 2,1448,3222.699869,0.390706,3343.9883,0.3854772,3370.1194,0.3839434,3259.1664433835854,0.3878745689501983
Viewpoint 2,1449,5425.101788,0.5215,5610.8677,0.5218357,5652.0571,0.5204001,5461.932166526689,0.5188525071062894
Viewpoint 2,1450,7697.682577,0.655385,7941.6704,0.6594861,7995.0698,0.6590924,7709.492549463822,0.6515426223636384
Viewpoint 2,1451,9517.755199,0.761267,9777.5957,0.7675259,9844.21,0.7682959,9517.071520526735,0.757791885095766
Viewpoint 2,1452,10153.904094,0.797474,10442.997,0.8064036,10508.124,0.8071947,10256.326838910296,0.800753784672345
Viewpoint 2,1453,9384.850795,0.75272,9677.6836,0.7608396,9741.4551,0.7611095,9420.015247122472,0.7513748322586312
Viewpoint 2,1454,7534.925861,0.643289,7826.0298,0.6505733,7886.2451,0.6502776,7571.216077788671,0.6416652854874513
Viewpoint 2,1455,5394.745107,0.515367,5608.7139,0.5175188,5659.0835,0.5169583,5406.642757781891,0.5125306964404696
Viewpoint 2,1456,18871.762935,1.0,15132.214,1.0,14906.339,1.0,6588.07089699718,0.5768300801002685
Viewpoint 2,1457,1018.149877,0.223044,1100.4774,0.2247264,1113.2841,0.2264049,1030.8317606211765,0.2258438331335908
Viewpoint 2,1470,0.0,0.159,0.0,0.159,0.0,0.0,2.326841179562801e-05,0.1600000013658557
Viewpoint 2,1471,446.154487,0.185189,461.12967,0.1860683,464.71234,0.1872785192238787,455.9127563533832,0.1867620787979436
Viewpoint 2,1472,1084.559075,0.222664,1123.0581,0.2249235,1131.7731,0.2264349,1108.7995226296014,0.2250865319783576
Viewpoint 2,1473,1752.077393,0.297243,1812.1079,0.2872197,1826.0574,0.287101,1788.1810533448147,0.2979219792779652
Viewpoint 2,1474,2325.423333,0.334666,2405.3428,0.327055,2423.6631,0.3235653,2366.030795770883,0.3327096969605162
Viewpoint 2,1475,2718.057382,0.358065,2812.4722,0.3521172,2833.793,0.3480024,2767.1789833049315,0.3566583634373976
Viewpoint 2,1476,2826.77934,0.364453,2921.4678,0.3585553,2943.4651,0.3549673,2904.976335614577,0.3645997446848313
Viewpoint 2,1477,2657.755806,0.35443,2749.3474,0.3482527,2770.1355,0.3441204,2716.8639466146287,0.3535664984524599
Viewpoint 2,1478,2219.710838,0.328185,2299.353,0.3205582,2316.96,0.3163489,2261.5729805421624,0.3264753687458623
Viewpoint 2,1479,1626.227579,0.285689,1683.5923,0.2729323,1696.6652,0.2791611,1663.5799536104828,0.2820612083565784
Viewpoint 2,1480,953.500091,0.21497,989.35846,0.2170753,997.14307,0.2185322004823961,972.1892819431436,0.2170675108500625
Viewpoint 2,1481,315.816691,0.177538,324.94925,0.1780745,327.56418,0.1792278877281577,318.748506896125,0.1787105373548025
Viewpoint 2,1494,0.0,0.159,0.0,0.159,0.0,0.0,2.3275653564919225e-05,0.1600000013662808
Viewpoint 2,1495,522.242431,0.189656,540.10229,0.190704,544.30225,0.1919504339994202,533.636057054377,0.1913244365490919
Viewpoint 2,1496,1237.420949,0.236396,1281.0297,0.2341964,1290.9656,0.2357795,1263.9939770141152,0.2341964464507285
Viewpoint 2,1497,1999.744419,0.315299,2072.0671,0.3072572,2087.979,0.3028944,2043.5271427666007,0.3134974145704641
Viewpoint 2,1498,2661.541574,0.35495,2751.3691,0.3486249,2772.2292,0.3444528,2724.562757563692,0.3542055510351846
Viewpoint 2,1499,3124.894476,0.382287,3226.0747,0.3768226,3250.4141,0.3752664,3172.8486840327123,0.380919127904694
Viewpoint 2,1500,3247.155469,0.389607,3359.5667,0.3852215,3384.7039,0.3839096,3339.048648061304,0.3905045650026433
Viewpoint 2,1501,3059.337676,0.378426,3167.1221,0.3731562,3190.9612,0.3707954,3127.882522433997,0.3781234543720765
Viewpoint 2,1502,2560.025163,0.348469,2652.3186,0.3416163,2672.6292,0.3382572,2606.7358340298742,0.3471702990166235
Viewpoint 2,1503,1865.91635,0.305662,1930.635,0.29764,1945.7004,0.2940876,1905.568826180639,0.3047897695929761
Viewpoint 2,1504,1090.386949,0.223007,1131.6742,0.2254293,1140.6536,0.2269562,1110.4790926820224,0.2251851227404347
Viewpoint 2,1505,373.368283,0.180917,385.5889,0.1816341,388.73465,0.1828186403022857,377.0624605928492,0.1821335664368002
Viewpoint 2,1518,0.0,0.159,0.0,0.159,0.0,0.0,2.3282987965232456e-05,0.1600000013667114
Viewpoint 2,1519,90.853333,0.164333,93.770355,0.1645043,94.495064,0.1655460938977733,92.9671265493282,0.1654571703284455
