viewpoint,time_index,reference_Ev_lx,reference_DGP,EIGCM_Ev_lx,EIGCM_DGP,Jones_dcglare_Ev_lx,Jones_dcglare_DGP,Raytraverse_Balanced_Ev_lx,Raytraverse_Balanced_DGP
Viewpoint 1,5285,0.0,0.159,0.0,0.159,0.0,0.0,1.603952308976035e-05,0.16000000094152
Viewpoint 1,5286,254.135206,0.173918,255.9604,0.1740249,258.987,0.1752024524492714,255.1469865135146,0.1749771281083433
Viewpoint 1,5287,653.242075,0.197345,658.26428,0.1976401,665.94666,0.1990910445716546,650.9379059198056,0.1982100550774926
Viewpoint 1,5288,1111.32739,0.236578,1119.8304,0.2255605,1132.8143,0.2279293,1106.6235335505887,0.2381220288999311
Viewpoint 1,5289,1557.136533,0.274797,1566.0387,0.2591995,1584.1155,0.257138,1548.3221807302784,0.2747721770611577
Viewpoint 1,5290,1909.833628,0.296383,1923.1559,0.2835305,1945.2405,0.2786026,1925.761344668012,0.298054290667564
Viewpoint 1,5291,2160.884977,0.311481,2173.1321,0.2983579,2197.9326,0.2958081,2159.379927961372,0.3121247902539477
Viewpoint 1,5292,2225.771377,0.312265,2236.3232,0.3021254,2261.7422,0.299601,2222.2837982967435,0.3159606275653506
Viewpoint 1,5293,2126.209576,0.309659,2139.1743,0.2964185,2163.4888,0.2938582,2109.371024303749,0.3095939280153444
Viewpoint 1,5294,1858.53451,0.293903,1874.8895,0.2806184,1896.225,0.2757698,1846.039516297417,0.2939487944128879
Viewpoint 1,5295,1471.67082,0.27034,1484.8436,0.2544234,1501.7576,0.2523431,1468.7415840683625,0.2699594803316285
Viewpoint 1,5296,1020.911443,0.230525,1031.4523,0.219938,1043.212,0.2212365,1009.4461580874143,0.2294067135027823
Viewpoint 1,5297,574.383181,0.192716,578.50098,0.192958,585.1142,0.1943461537645107,567.8217448758487,0.1933311364242123
Viewpoint 1,5298,174.900845,0.169267,178.67754,0.1694884,180.71651,0.1706077704753469,174.01029938092827,0.1702144045736605
Viewpoint 1,5309,0.0,0.159,0.0,0.159,0.0,0.0,1.603646658854999e-05,0.1600000009413406
Viewpoint 1,5310,81.32721,0.163774,81.80574,0.163802,82.776062,0.1648588325527786,81.68136288162259,0.1647946960011512
Viewpoint 1,5311,227.102394,0.172331,228.72987,0.1724264,231.39493,0.1735828716152451,226.49943805160964,0.1732955170136295
Viewpoint 1,5312,390.720819,0.181935,393.29495,0.1820864,397.84018,0.1833532171300093,388.9417024186734,0.1828308779319761
Viewpoint 1,5313,551.408717,0.191368,555.93018,0.1916331,562.34515,0.1930095998235293,549.6779417834742,0.1922660951826899
Viewpoint 1,5314,678.899314,0.198851,683.21979,0.199105,691.11328,0.2005682853592717,684.1050638536543,0.2001569672482095
Viewpoint 1,5315,772.248689,0.204331,775.55792,0.2045252,784.52155,0.2060513748224912,770.3537037556574,0.205219762410457
Viewpoint 1,5316,787.284623,0.205214,790.32434,0.205392,799.46387,0.2069285524967362,785.0158264281632,0.2060804290113332
Viewpoint 1,5317,752.287178,0.203159,755.75092,0.2033626,764.52881,0.2048778202090528,745.0201643699595,0.2037326836485166
Viewpoint 1,5318,650.441329,0.197181,654.6983,0.1974308,662.35944,0.1988804550330177,644.7580010972451,0.1978472946644082
Viewpoint 1,5319,502.587585,0.188502,505.74692,0.1886873,511.70782,0.1900372217520796,500.5348736416181,0.1893813970827629
Viewpoint 1,5320,356.317892,0.179916,358.21973,0.1800275,362.45047,0.1812758189539621,351.3021173643046,0.1806214342892846
Viewpoint 1,5321,198.669298,0.170662,199.62343,0.1707179,201.96902,0.1718554191650784,196.6388549135741,0.1715427007834268
Viewpoint 1,5322,60.642985,0.16256,59.438118,0.162489,60.126312,0.1635293860449018,58.668883611829536,0.1634438634680144
Viewpoint 1,5333,0.0,0.159,0.0,0.159,0.0,0.0,1.603348255655698e-05,0.1600000009411654
Viewpoint 1,5334,111.332751,0.165535,111.98501,0.1655735,113.31207,0.1666513320197317,111.79141080377592,0.1665621558141816
Viewpoint 1,5335,316.065909,0.177553,318.60413,0.1777021,322.31577,0.1789199359477793,315.42284864011583,0.1785153212151748
Viewpoint 1,5336,539.601391,0.190675,543.21393,0.1908867,549.49207,0.1922551615859807,537.132014756297,0.1915296492661946
Viewpoint 1,5337,760.226474,0.203625,765.54474,0.2039375,774.37476,0.2054557951778033,756.8924747492961,0.2044295882677836
Viewpoint 1,5338,931.704734,0.217418,937.2937,0.2140191,948.10602,0.2156538015444076,938.4118287984124,0.2150847743504668
Viewpoint 1,5339,1035.979048,0.229594,1043.6687,0.220666,1055.7046,0.2223681,1036.527302864245,0.2305899136283526
Viewpoint 1,5340,1081.803341,0.233791,1087.6854,0.2236408,1100.2311,0.225088,1080.2294571795817,0.2357046093485328
Viewpoint 1,5341,1015.448184,0.227887,1023.1934,0.2194631,1035.0424,0.2208175,1008.568161839538,0.2243076978147654
Viewpoint 1,5342,885.84135,0.211292,891.78741,0.2113479,902.18079,0.2129580045917745,878.1524385983257,0.2115475481457217
Viewpoint 1,5343,692.935903,0.199675,697.42938,0.1999391,705.6062,0.2014190860672979,690.1315819041047,0.2005107238577709
Viewpoint 1,5344,472.098018,0.186712,475.15494,0.1868916,480.73865,0.1882192934634875,465.8095469889643,0.1873430204082522
Viewpoint 1,5345,255.461585,0.173996,257.38739,0.1741086,260.40082,0.1752854224693001,253.39588609868423,0.1748743385139927
Viewpoint 1,5346,75.083373,0.163407,73.598747,0.1633202,74.448456,0.1643699478711091,72.51311332414284,0.1642565197521271
Viewpoint 1,5357,0.0,0.159,0.0,0.159,0.0,0.0,1.6030573843634537e-05,0.1600000009409946
Viewpoint 1,5358,745.434549,0.204495,783.16956,0.2056855,791.05524,0.2064348640823786,741.2171868480806,0.2035094488679823
Viewpoint 1,5359,1755.066874,0.289229,1848.6869,0.2769765,1866.2314,0.2737552,1737.0984922979976,0.2884589416065075
Viewpoint 1,5360,2689.251302,0.339705,2757.1309,0.3323772,2808.1545,0.3308543,2653.803428575696,0.3406466279045258
Viewpoint 1,5361,3594.567186,0.39063,3646.4043,0.3844574,3716.7949,0.3844099,3507.099038964216,0.3887843485880959
Viewpoint 1,5362,4517.916553,0.442517,4475.2134,0.4334569,4564.0513,0.4341924,4397.032237390913,0.4391766079317126
Viewpoint 1,5363,3356.744391,0.379074,3360.8884,0.371231,3398.7634,0.369198,3347.8312454228494,0.3824026830579626
Viewpoint 1,5364,3504.325301,0.387773,3509.1445,0.3801092,3548.0608,0.3781353,3495.937794124168,0.391417088383201
Viewpoint 1,5365,3375.160879,0.380494,3389.3259,0.37323,3426.6057,0.3711928,3347.135653147399,0.3832689623381269
Viewpoint 1,5366,2990.124453,0.358325,3005.123,0.3508645,3037.9724,0.3486259,2959.20849911121,0.361007883581845
Viewpoint 1,5367,2386.991184,0.327223,2403.6226,0.3144136,2429.7593,0.3113219,2376.77115568303,0.3272650761771233
Viewpoint 1,5368,21070.644731,1.0,18142.363,1.0,12751.938,0.9842777,6155.649108119794,0.5927681349327544
Viewpoint 1,5369,931.195434,0.227244,942.37286,0.2143173,952.79315,0.2159289013818513,920.937653446224,0.2279334300390674
Viewpoint 1,5370,264.565374,0.17453,295.13342,0.1763243,298.6348,0.1775298128247245,280.4942685855144,0.1764650135659697
Viewpoint 1,5381,0.0,0.159,0.0,0.159,0.0,0.0,1.6027743313493775e-05,0.1600000009408285
Viewpoint 1,5382,623.270763,0.195613,654.94427,0.1974452,661.86835,0.1988516708995899,629.531511646671,0.1969534997336596
Viewpoint 1,5383,1665.255795,0.283255,1849.7378,0.2761652,1857.6914,0.2718761,1683.0487186052849,0.2848053656854715
Viewpoint 1,5384,2441.772722,0.323491,2513.3865,0.3176619,2578.4407,0.3140277,2406.411077194005,0.3257624354748015
Viewpoint 1,5385,3951.723229,0.41276,3947.9722,0.4048881,3996.0027,0.4033469,3912.878616935393,0.4139655721952611
Viewpoint 1,5386,5017.504422,0.475237,4973.1519,0.4660912,5031.8364,0.4651598,5024.722929325318,0.4793674132049789
Viewpoint 1,5387,5892.741595,0.526347,5792.3105,0.5146646,5856.1055,0.514041,5853.947688117113,0.5285967254409588
Viewpoint 1,5388,5996.6967,0.544463,6023.2969,0.579276,7078.8896,0.5846795,5364.71076603183,0.4945558731573494
Viewpoint 1,5389,9317.419698,0.755875,8967.3789,0.7901681,9904.5771,0.7499925,5986.2862500611,0.5333724000311488
Viewpoint 1,5390,9865.977355,0.802179,9997.0547,0.8197445,10535.591,0.7983904,6001.437226842426,0.5433595038274177
Viewpoint 1,5391,6265.977192,0.554059,6554.3447,0.6439568,9929.585,0.7966316,6186.159541349998,0.570747158648142
Viewpoint 1,5392,3558.622013,0.397621,3610.4058,0.3929268,3644.3604,0.3922899,3485.386370464256,0.4047357620088401
Viewpoint 1,5393,6765.773627,0.762221,4091.96,0.6031517,13724.554,1.0,3407.861323812364,0.4280010511288009
Viewpoint 1,5394,557.145603,0.202398,748.05902,0.2029111,762.46204,0.221173336369444,750.1057657744744,0.2632524188907251
Viewpoint 1,5405,0.0,0.159,0.0,0.159,0.0,0.0,1.602499382911981e-05,0.1600000009406671
Viewpoint 1,5406,646.900556,0.19918,695.10181,0.1998025,701.90363,0.2012017306638873,657.3508275117294,0.1985864935749385
Viewpoint 1,5407,1775.041758,0.284561,1798.1954,0.272743,1819.8115,0.2709252,1766.6007064858131,0.2867564436104499
Viewpoint 1,5408,2958.16694,0.354277,2979.7161,0.3467422,3016.2522,0.3441772,2932.445833250863,0.3559835786797443
Viewpoint 1,5409,3408.662512,0.37734,3551.1528,0.3771906,3628.4084,0.3763784,3206.488531157049,0.3724232704458635
Viewpoint 1,5410,4011.042994,0.410777,3879.8445,0.3936293,4030.3579,0.397929,3465.130652469653,0.3812478389744613
Viewpoint 1,5411,4358.380168,0.42868,4628.4448,0.4368039,4752.439,0.4404843,3938.755721410756,0.4082222958408239
Viewpoint 1,5412,6211.33944,0.573704,5935.4985,0.5908729,7340.2402,0.6019371,5127.503298235245,0.4803815231594931
Viewpoint 1,5413,8558.136157,0.722713,10410.357,0.8684893,8897.2754,0.6918603,5218.26566631548,0.4947432220561037
Viewpoint 1,5414,10043.320048,0.820495,10951.226,0.8707223,10284.126,0.78478,5592.674983075824,0.5191317840233098
Viewpoint 1,5415,5350.503979,0.500821,5440.875,0.4996977,5490.5625,0.4984601,5366.352980562872,0.5121510593148625
Viewpoint 1,5416,49932.388176,1.0,42436.727,1.0,24518.02,1.0,5649.338126242682,0.6081679236488517
Viewpoint 1,5417,5677.295456,0.708732,3274.3142,0.5727909,12888.062,1.0,2586.695759056245,0.3794184593724866
Viewpoint 1,5418,174.808992,0.169261,185.52359,0.1698902,187.64275,0.1710143378243236,178.1707002973963,0.1704586201074571
Viewpoint 1,5429,0.0,0.159,0.0,0.159,0.0,0.0,1.6022328291205012e-05,0.1600000009405106
Viewpoint 1,5430,371.776286,0.180823,400.14343,0.1824884,404.02042,0.1837160044221323,376.8322579464308,0.1821200535414555
Viewpoint 1,5431,1052.711776,0.226997,1176.4261,0.2293388,1173.1613,0.2288646,1089.869654856813,0.2408028074380999
Viewpoint 1,5432,2124.793687,0.30908,2146.9922,0.2947448,2200.9753,0.2898637,2072.3544682851184,0.3107284035506935
Viewpoint 1,5433,2870.573766,0.342586,3085.8535,0.3480268,3124.9001,0.3439829,2635.8981382888715,0.3417338851713455
Viewpoint 1,5434,3826.740791,0.396743,3696.4802,0.3815168,3866.1667,0.3879574,3265.4234889571007,0.369408959190089
Viewpoint 1,5435,4121.556198,0.414545,4289.5664,0.4165381,4408.2559,0.4200761,3621.62537012827,0.3893572735343131
Viewpoint 1,5436,3751.166109,0.444663,3602.7068,0.4640689,4639.2656,0.4442838,3017.8791943862607,0.3536835680799097
Viewpoint 1,5437,8447.7638,0.722248,7945.3721,0.7446023,8573.7832,0.673911,4680.118496188839,0.4643276286864626
Viewpoint 1,5438,9134.375183,0.782307,9857.2051,0.7999962,9005.8115,0.7148352,3934.395277525743,0.4182887577870234
Viewpoint 1,5439,4244.017948,0.432978,4502.833,0.5724294,8834.3799,0.7470195,4011.359911794112,0.4368437316658418
Viewpoint 1,5440,44538.716951,1.0,53596.594,1.0,20887.99,1.0,3747.911708466617,0.5154731537302868
Viewpoint 1,5441,4676.867489,0.649432,2790.9722,0.3377943,12795.514,1.0,2123.7179001028526,0.3495001587777587
Viewpoint 1,5442,131.264895,0.166705,135.27423,0.1669406,136.81287,0.1680305644294382,130.9662217266303,0.1676877172153532
Viewpoint 1,5453,0.0,0.159,0.0,0.159,0.0,0.0,1.6019749631489377e-05,0.1600000009403593
Viewpoint 1,5454,894.045268,0.222051,945.72443,0.2152995,954.88831,0.2161891013156681,892.178653786784,0.2188829218703842
Viewpoint 1,5455,1417.704722,0.264824,1432.3878,0.2485483,1449.3955,0.2488893,1411.7272630281218,0.2640914462159504
Viewpoint 1,5456,3363.329337,0.377513,3445.165,0.371937,3490.2302,0.3704509,3268.022959179641,0.3759523904215363
Viewpoint 1,5457,3385.434551,0.37997,3399.1604,0.3728376,3439.6013,0.370928,3366.248037588374,0.3823588913095143
Viewpoint 1,5458,5950.297767,0.525226,5823.8018,0.511131,5963.2993,0.5151169,5577.237906845681,0.5066834826026545
Viewpoint 1,5459,6950.12303,0.584266,7087.3291,0.5856811,7207.9458,0.5886204,6603.652123621454,0.5668514404339335
Viewpoint 1,5460,5305.810856,0.493126,5272.5771,0.4846732,5328.1528,0.4836262,5287.728123580861,0.4965533755688184
Viewpoint 1,5461,5236.444324,0.489786,5230.2119,0.4827498,5283.873,0.4816096,5196.408804443012,0.4924055241597779
Viewpoint 1,5462,4751.676389,0.462428,4774.5151,0.4569491,4822.5703,0.4554969,4697.149480947194,0.4652665924602095
Viewpoint 1,5463,3875.264718,0.412631,3913.8318,0.4075163,3952.5168,0.4057882,3864.256185967428,0.4190378048302088
Viewpoint 1,5464,2753.953267,0.348351,2787.3337,0.3409171,2814.9214,0.3399933,2702.4369143499885,0.3537481752887393
Viewpoint 1,5465,5646.552758,0.655402,4706.9492,0.4623385,12668.088,1.0,4028.162998453079,0.4575747225750246
Viewpoint 1,5466,388.413031,0.1818,540.75635,0.1907424,550.52509,0.1923157862157347,492.928016244588,0.2300063244433233
Viewpoint 1,5477,0.0,0.159,0.0,0.159,0.0,0.0,1.6017260793927567e-05,0.1600000009402132
Viewpoint 1,5478,368.241807,0.180616,397.48798,0.1823325,401.25165,0.1835534140299503,374.0716187152745,0.1819580040185866
Viewpoint 1,5479,983.809832,0.222067,1131.3718,0.226622,1159.316,0.2280519,1006.6541953216972,0.2315138921413223
Viewpoint 1,5480,2015.070209,0.302485,2041.8267,0.2887849,2067.6655,0.2817523,1915.353993033034,0.3010773207349478
Viewpoint 1,5481,2699.183532,0.332699,2912.8896,0.3378584,2947.7893,0.3335915,2452.7539215636702,0.3304140303100517
Viewpoint 1,5482,3597.143792,0.381709,3538.2278,0.3720974,3705.3779,0.3783371,3070.8839116220493,0.3578332885944525
Viewpoint 1,5483,4083.713632,0.418472,4221.6763,0.4122975,4333.6694,0.4156082,3498.2118823403785,0.3819083819786676
Viewpoint 1,5484,5388.534927,0.560281,4792.96,0.5531014,6641.125,0.5666474,3856.172948507175,0.4037654466321565
Viewpoint 1,5485,9072.684727,0.763063,8998.6094,0.8006049,8920.9131,0.6956633,4526.476122453307,0.4556578214386941
Viewpoint 1,5486,9449.668295,0.805552,10364.744,0.8298945,9289.3037,0.7339671,3766.486286029024,0.4078444470962117
Viewpoint 1,5487,4145.617536,0.425986,4216.1616,0.5672647,8647.9482,0.7378674,3777.3894135609617,0.4225545812944941
Viewpoint 1,5488,53876.880363,1.0,84044.188,1.0,23907.303,1.0,4086.208385688101,0.5392566730124143
Viewpoint 1,5489,3589.878216,0.575929,2628.1423,0.3270363,11921.164,0.9826423,1978.027029536688,0.3404757702141446
Viewpoint 1,5490,117.226457,0.165881,120.67962,0.1660839,122.05045,0.1671640495145327,116.51697479855824,0.1668395464206753
Viewpoint 1,5501,0.0,0.159,0.0,0.159,0.0,0.0,1.6014864748099512e-05,0.1600000009400725
Viewpoint 1,5502,1331.869695,0.264873,1394.6576,0.2459347,1407.4545,0.2461804,1332.344822094605,0.2625325039192748
Viewpoint 1,5503,1515.373157,0.27105,1526.7203,0.2567578,1544.9163,0.2546656,1503.6600494588554,0.2700383998657523
Viewpoint 1,5504,2572.959623,0.33181,2593.0815,0.3232832,2624.3164,0.3204727,2556.502852199971,0.3340989776817507
Viewpoint 1,5505,3658.456932,0.39573,3659.668,0.3880422,3703.6987,0.3863074,3625.136302866964,0.3972792861205645
Viewpoint 1,5506,4649.742223,0.453991,4623.6318,0.4456613,4677.812,0.4444954,4659.523858443256,0.4581799523055556
Viewpoint 1,5507,5434.627096,0.4998,5358.3149,0.489233,5417.4487,0.4883572,5388.475026608818,0.5014977616374093
Viewpoint 1,5508,5838.883922,0.523917,5780.6934,0.5144854,5840.4712,0.5136746,5809.115508450976,0.5269489737814647
Viewpoint 1,5509,5808.926903,0.52321,5794.2583,0.5159902,5852.1558,0.5150834,5758.214167429133,0.5254420276050139
Viewpoint 1,5510,5301.4669,0.495179,5342.9927,0.4907362,5395.1299,0.4894823,5288.571140019772,0.5004585649252019
Viewpoint 1,5511,4358.841229,0.441524,4405.0215,0.4371737,4446.9966,0.4356166,4344.483862831662,0.4487748832359224
Viewpoint 1,5512,52737.541372,1.0,94551.227,1.0,26906.5,1.0,9681.734319617157,0.8141545270028165
Viewpoint 1,5513,7454.528849,0.733719,6719.4521,0.5858362,13570.176,1.0,5917.8754750001945,0.573992971847694
Viewpoint 1,5514,411.833699,0.183175,570.23651,0.1924729,580.66583,0.1940849935485845,586.6019770473677,0.2527807025544243
Viewpoint 1,5525,0.0,0.159,0.0,0.159,0.0,0.0,1.6012564472949548e-05,0.1600000009399375
Viewpoint 1,5526,599.95707,0.194918,660.34857,0.1977625,659.99847,0.1987418330305241,609.2750830493877,0.195764447374999
Viewpoint 1,5527,1690.83956,0.279466,1708.2083,0.2674492,1728.7103,0.2655824,1679.5904306611355,0.2813829408527274
Viewpoint 1,5528,2587.632071,0.333199,2675.8086,0.3273346,2737.2888,0.3233536,2486.7067322801813,0.3327496785500229
Viewpoint 1,5529,2892.838593,0.344979,3140.0837,0.3511478,3183.1377,0.3482565,2654.4075667719103,0.3408061628530019
Viewpoint 1,5530,4502.885379,0.437728,4405.5273,0.4258963,4572.96,0.431504,3992.020478334626,0.4138495873245744
Viewpoint 1,5531,4387.486768,0.43086,4605.6489,0.4354779,4702.7949,0.4376686,3848.490963046839,0.4029916924992783
Viewpoint 1,5532,6250.989077,0.614517,5435.8135,0.5834981,7398.3691,0.6103494,4431.036278001157,0.4380380415289706
Viewpoint 1,5533,10354.194603,0.831504,12950.82,1.0,10240.306,0.7734956,5305.881746602954,0.4996189601335005
Viewpoint 1,5534,10567.553898,0.863921,11292.822,0.8822653,10677.683,0.8146644,23145.131036620045,1.0
Viewpoint 1,5535,6066.360475,0.541176,6474.7979,0.665068,10809.857,0.8534903,5877.5055025974825,0.5507358666238652
Viewpoint 1,5536,3790.053878,0.412187,3839.6062,0.4073445,3874.2871,0.4071693,3726.274666865726,0.4207320554520435
Viewpoint 1,5537,4239.227822,0.576248,3864.0715,0.4084275,11210.029,0.932614,2939.3036348354312,0.4005307300739736
Viewpoint 1,5538,496.516156,0.189894,658.61346,0.1976606,670.54236,0.199360716109378,677.3033794243637,0.2598230358055266
Viewpoint 1,5549,0.0,0.159,0.0,0.159,0.0,0.0,1.6010362898241846e-05,0.1600000009398083
Viewpoint 1,5550,562.806732,0.192052,624.48773,0.1956574,622.65253,0.1965496729072839,573.5471092185579,0.1936672153111293
Viewpoint 1,5551,1459.350384,0.270346,1635.1692,0.2610215,1663.0648,0.2602804,1424.7170459143133,0.2679401305004402
Viewpoint 1,5552,3010.760307,0.357474,3033.0408,0.3498003,3070.5447,0.3472958,2981.509139771283,0.3587013470705088
Viewpoint 1,5553,4264.890969,0.430827,4267.0117,0.4233726,4320.27,0.4225121,4227.502731826428,0.4318917076738641
Viewpoint 1,5554,4514.925213,0.438531,4480.0889,0.4299377,4694.3467,0.4382741,4003.475177999555,0.4143485369095744
Viewpoint 1,5555,4394.455416,0.43091,4657.1929,0.4380491,4752.1572,0.4403469,3878.022764103867,0.40416027927135
Viewpoint 1,5556,7033.526816,0.651934,9291.666,0.7727315,8167.2686,0.6538901,5216.916164541002,0.4852733986855423
Viewpoint 1,5557,10193.590083,0.824648,13886.222,1.0,10315.942,0.7787386,5110.374705477046,0.4884686618760971
Viewpoint 1,5558,11587.860225,0.916258,11013.418,0.8676338,11678.862,0.872081,23577.605815797204,1.0
Viewpoint 1,5559,4901.551501,0.469563,5086.5854,0.6063513,9604.8691,0.7890103,4468.738370817935,0.4651975535576855
Viewpoint 1,5560,51135.730233,1.0,26339.371,1.0,23700.701,1.0,4403.327289024591,0.4780455055792622
Viewpoint 1,5561,3922.435176,0.547574,3427.719,0.3902376,10639.962,0.8986278,2731.9580897270207,0.388306749152804
Viewpoint 1,5573,0.0,0.159,0.0,0.159,0.0,0.0,1.600826278988205e-05,0.160000000939685
Viewpoint 1,5574,1299.818779,0.26178,1379.2015,0.2447555,1382.7667,0.2445141,1297.3205470097537,0.2584973725215361
Viewpoint 1,5575,1455.571167,0.267334,1472.2269,0.2509062,1489.7545,0.2512581,1450.5712055138229,0.2668458669688943
Viewpoint 1,5576,2508.278641,0.328069,2525.2295,0.3192959,2555.6035,0.3164474,2488.3347482244712,0.3301144705158015
Viewpoint 1,5577,3568.394422,0.390676,3578.0659,0.3832568,3621.0359,0.3814739,3543.5641358900634,0.3925131033296656
Viewpoint 1,5578,7990.038,0.64905,7842.0508,0.6308118,8102.5439,0.6413466,7453.131817853754,0.6186014443739771
Viewpoint 1,5579,5304.58793,0.492462,5252.8159,0.4830288,5310.8076,0.482094,5274.502267847336,0.4948161768115811
Viewpoint 1,5580,5719.415897,0.516926,5657.1821,0.507212,5715.7632,0.5063396,5652.164418018047,0.5177700804571843
Viewpoint 1,5581,5666.349875,0.515038,5658.9146,0.5080032,5715.5024,0.5070324,5616.808591047958,0.5170653915920177
Viewpoint 1,5582,5153.191183,0.486369,5202.6562,0.48241,5253.3838,0.4810926,5145.40972474743,0.4918563574757498
Viewpoint 1,5583,4217.991141,0.433234,4274.9565,0.4293811,4315.5981,0.4277596,4212.92852727936,0.4406804461414262
Viewpoint 1,5584,2994.261871,0.372569,3033.2585,0.357535,3062.2537,0.3563918,2957.5665349572564,0.3706347112679516
Viewpoint 1,5585,1637.654604,0.295566,1671.5087,0.2718506,1688.8104,0.2733255,1609.3669798589733,0.293454491634151
Viewpoint 1,5597,0.0,0.159,0.0,0.159,0.0,0.0,1.600626671417125e-05,0.1600000009395678
Viewpoint 1,5598,517.057688,0.189351,558.05511,0.1917578,558.49139,0.1927833861350359,524.461656629062,0.1907858992441259
Viewpoint 1,5599,1434.961213,0.268948,1589.7926,0.2583673,1614.6914,0.2574798,1379.020842459165,0.2651099159195569
Viewpoint 1,5600,2517.336018,0.330408,2630.3379,0.3235987,2671.467,0.3193662,2266.7956187289547,0.3164234138388822
Viewpoint 1,5601,3400.826951,0.376694,3583.2488,0.3785152,3621.4634,0.3760589,3160.292787066632,0.3675546946115763
Viewpoint 1,5602,4433.297598,0.433448,4356.9302,0.4227934,4577.6729,0.4315335,3882.5807917745583,0.4074189308715513
Viewpoint 1,5603,5019.682197,0.469074,5204.917,0.4721544,5280.2686,0.4728955,4449.487801126984,0.4396624439492871
Viewpoint 1,5604,6984.071806,0.633975,6261.2178,0.5995758,7729.0308,0.6252472,5772.035459987759,0.5213047406764765
Viewpoint 1,5605,10923.551006,0.870282,11112.08,0.9051412,11308.826,0.8363607,6047.146784800723,0.5413417876644774
Viewpoint 1,5606,11014.183737,0.874835,12294.508,0.9250389,11227.213,0.8430189,19959.85206287309,1.0
Viewpoint 1,5607,4742.716253,0.464624,4810.7891,0.461787,4854.7393,0.4602694,4734.798938629292,0.4730063964641373
Viewpoint 1,5608,3413.036175,0.389151,3461.3833,0.3840601,3493.2173,0.3834817,3362.793270463921,0.3971909817538461
Viewpoint 1,5609,3761.418085,0.505763,3567.0935,0.3976243,9228.6611,0.8089329,2895.359327558688,0.3960883213747308
Viewpoint 1,5621,0.0,0.159,0.0,0.159,0.0,0.0,1.6004376932835325e-05,0.1600000009394569
Viewpoint 1,5622,637.662287,0.196558,686.99622,0.1993267,688.37439,0.2004075313370971,634.1937310577888,0.1972271720130922
Viewpoint 1,5623,1760.607669,0.290376,1879.9309,0.2783104,1902.3445,0.2751391,1701.5530194536066,0.2856941369172391
Viewpoint 1,5624,2162.179726,0.307958,2175.5767,0.2981657,2201.4043,0.293819,2145.6742339002167,0.3101774301158185
Viewpoint 1,5625,3778.629635,0.399024,3877.7996,0.3960737,3931.6416,0.3948449,3582.074398249741,0.391563890483769
Viewpoint 1,5626,4875.955124,0.460832,4782.4307,0.4496678,4938.144,0.4542041,4551.261200498627,0.4455946434168644
Viewpoint 1,5627,5801.375683,0.516328,5869.0796,0.5135437,5944.1597,0.514114,5464.333249406558,0.4987422672174957
Viewpoint 1,5628,7647.201426,0.651785,7090.2305,0.6202548,8106.2178,0.6448874,6710.079393607875,0.5747811633015945
Viewpoint 1,5629,4743.032042,0.460892,4745.3784,0.4541273,4794.6001,0.4527641,4703.2980276330645,0.4632404861747816
Viewpoint 1,5630,4265.783246,0.433914,4292.0244,0.4282277,4335.6567,0.4266379,4246.103028997487,0.4380043396111834
Viewpoint 1,5631,3439.10224,0.386552,3473.5073,0.3810853,3508.1714,0.3791625,3425.355668170329,0.392059837040123
Viewpoint 1,5632,2398.824644,0.334032,2428.5444,0.3190815,2452.8604,0.3168228,2375.757610090779,0.3328460226073109
Viewpoint 1,5633,3999.683262,0.518578,4092.7517,0.4274591,8686.2559,0.7746518,3412.6280621680803,0.4212541591376629
Viewpoint 1,5645,0.0,0.159,0.0,0.159,0.0,0.0,1.6002595324192697e-05,0.1600000009393523
Viewpoint 1,5646,606.189119,0.194663,655.26508,0.1974641,655.86426,0.1984991805771234,598.0972478986206,0.195108308451649
Viewpoint 1,5647,1718.138879,0.288136,1829.2648,0.2742375,1850.9377,0.2720319,1727.1879694594209,0.286535129853822
Viewpoint 1,5648,2787.830745,0.344304,2859.885,0.3377531,2914.6655,0.3358681,2600.8108202340272,0.335839744465623
Viewpoint 1,5649,3742.847499,0.396668,3856.0784,0.3948443,3891.1125,0.3923191,3516.53674368182,0.3876815354044287
Viewpoint 1,5650,4828.571653,0.458052,4738.3774,0.4468467,4907.563,0.4522145,4476.681568599379,0.4409857401821713
Viewpoint 1,5651,4712.78784,0.458209,4689.9116,0.4500306,4741.9517,0.4487783,4691.328903381142,0.460867394196812
Viewpoint 1,5652,5025.034601,0.476698,5005.0869,0.4689,5057.9766,0.4677184,4983.234990497976,0.4786584104267907
Viewpoint 1,5653,10484.041429,0.818522,13523.531,0.9999809,10850.221,0.8070408,7583.6926910053635,0.6296327346629963
Viewpoint 1,5654,4472.420858,0.446029,4500.1816,0.440679,4545.3452,0.4390961,4449.935940477395,0.4502048338944522
Viewpoint 1,5655,7501.388935,0.627223,7639.1313,0.6990346,10275.033,0.8057147,7366.026635373172,0.6413023755582029
Viewpoint 1,5656,40359.210877,1.0,47512.18,1.0,19715.592,1.0,5780.756978791335,0.5596389891346208
Viewpoint 1,5657,1355.500994,0.275111,1383.6792,0.2497463,1398.0686,0.2519669,1360.8718475843912,0.2745793378785787
Viewpoint 1,5669,0.0,0.159,0.0,0.159,0.0,0.0,1.6000923326544748e-05,0.1600000009392542
Viewpoint 1,5670,49.965085,0.161933,50.162239,0.1619445,50.756359,0.1629792915967339,49.50705456683444,0.1629060641030731
