case,method,n,slope,intercept_lx,R2,MAE_lx,RMSE_lx,MBE_lx,CCC
C1,Jones dcglare,18720,0.8474004425529079,334.0862067871174,0.9120604064445026,325.86302519885254,1418.2338436080497,36.82988182103312,0.9482003264280556
C1,Raytraverse Balanced,18720,0.8645152824979181,260.6711193592112,0.6641899999597302,546.4157455963739,2933.9240646306835,-3.246351225200866,0.8135615799074869
C2,Jones dcglare,18720,1.015003516448842,14.536746851093032,0.9964170891650566,108.78539379128684,292.38465357166046,55.1535477662922,0.9979968390224976
C2,Raytraverse Balanced,18720,0.8484909537568374,143.20745981187068,0.8744391574171556,524.7278054599899,1649.7884983493411,-266.9505714132067,0.9289830219494826
C4,Jones dcglare,18720,0.869092189105796,317.24715235474565,0.9237454926493832,308.2598870214557,1264.5005987616712,76.15424555528152,0.956117109393464
C4,Raytraverse Balanced,18720,0.8868230707856706,264.03119395598384,0.6735353829267778,513.8507034344995,2810.7067593594934,55.593250791754805,0.8181754768922539
