contrast_group,method,n,slope,intercept,R2,MAE,RMSE,MBE,CCC,median_AE,P95_AE,p01,p05,p25,median,p75,p95,p99,mean
Z_ref_lt_0.5,EIGCM (MF1),31930,0.7008589863286738,-0.0083241341669503,0.7371142893443094,0.0492089128347125,0.0896114189197865,-0.0461840073844602,0.7954749632058976,0.0112253527576087,0.1885840860280432,-0.3219200248456195,-0.1862098008776629,-0.0764690352480976,-0.0062522360625,0.0,3.6229152167709533e-07,0.0398077399467723,-0.0461840073844602
Z_ref_lt_0.5,Raytraverse Balanced,31930,0.9856257990714614,0.003607313845942,0.4647508329029443,0.0318810439315061,0.1579141207194125,0.0017880867928592,0.6378585938201093,0.0027590892282546,0.1169140827915806,-0.2089358377108896,-0.0866935678940746,-0.005654212477197,-1.2720869572085716e-07,4.664494016467191e-08,0.0631869321855824,0.1630977033048802,0.0017880867928592
Z_ref_ge_0.5,EIGCM (MF1),1554,1.0671342474526024,-0.1388215983008378,0.8841419910306303,0.278170095406733,0.4619872101628276,-0.026804419124702,0.9325977210325568,0.2067368198999997,0.7025643286046742,-2.36891207958438,-0.5945168371247281,-0.2333795219309783,0.086571131405435,0.1875331789763591,0.4816131547338033,0.6858635420983042,-0.026804419124702
Z_ref_ge_0.5,Raytraverse Balanced,1554,0.7711943767520394,0.2504658817049992,0.5162965659426313,0.4540416824489683,0.9277127804543912,-0.1313088676726496,0.7126180782708706,0.1459713893014695,2.7877755613510216,-3.477485569818101,-2.666339816173283,-0.1280517415019982,0.0550496209785683,0.1559160286505863,0.6948416590964525,1.8813669249058207,-0.1313088676726496
