case,view_id,time_index,reference_DGP_raw,dcglare_Ev,reference_DGP,dcglare_DGPs_raw,dcglare_DGPs
C2,156,1913,0.239602,941.56427002,0.239602,0.215269822650174,0.215269822650174
C2,156,4109,0.15936,6.20003271,0.15936,0.160363941920077,0.160363941920077
C2,156,4110,0.162807,65.78782654,0.162807,0.163861745417898,0.163861745417898
C2,156,4111,0.166919,137.62236023,0.166919,0.168078432545501,0.168078432545501
C2,156,4112,0.17145,215.69300842,0.17145,0.172661179594254,0.172661179594254
C2,156,4113,0.175542,287.33358765,0.175542,0.176866481595055,0.176866481595055
C2,156,4114,0.193503,345.75576782,0.193503,0.180295863571034,0.180295863571034
C2,156,4115,0.201199,385.150177,0.201199,0.1826083153899,0.1826083153899
C2,156,4116,0.202487,396.32620239,0.202487,0.183264348080293,0.183264348080293
C2,156,4117,0.200021,378.1652832,0.200021,0.18219830212384,0.18219830212384
C2,156,4118,0.186311,334.79660034,0.186311,0.179652560439958,0.179652560439958
C2,156,4119,0.174451,267.63223267,0.174451,0.175710012057729,0.175710012057729
C2,156,4120,0.169926,189.62843323,0.169926,0.171131189030601,0.171131189030601
C2,156,4121,0.165543,113.15665436,0.165543,0.166642295610932,0.166642295610932
C2,156,4122,0.161849,49.35982895,0.161849,0.162897421959365,0.162897421959365
C2,156,8527,0.164825,99.25175476,0.164825,0.165826078004412,0.165826078004412
C2,156,8528,0.241098,1305.61743164,0.241098,0.236639743237268,0.236639743237268
C2,156,8529,0.294487,2109.9128418,0.294487,0.28385188381366,0.28385188381366
C2,156,8530,0.399738,3924.07250977,0.399738,0.3903430563234989,0.3903430563234989
C2,156,8531,0.421983,4310.87744141,0.421983,0.413048505810767,0.413048505810767
C2,156,8532,0.463251,4852.50537109,0.463251,0.444842065282983,0.444842065282983
C2,156,8533,0.273873,1789.02355957,0.273873,0.265015682946759,0.265015682946759
C2,156,8534,0.461441,5114.28466797,0.461441,0.460208510009839,0.460208510009839
C2,156,8535,0.414206,4075.40185547,0.414206,0.399226088916089,0.399226088916089
C2,156,8536,0.172356,245.73950195,0.172356,0.174424908764465,0.174424908764465
C2,157,1902,0.174149,268.97799683,0.174149,0.175789008413921,0.175789008413921
C2,157,1903,0.21556,827.61376953,0.21556,0.208580928271411,0.208580928271411
C2,157,1904,0.438848,4511.17382812,0.438848,0.424805903710644,0.424805903710644
C2,157,1905,0.576828,6655.65722656,0.576828,0.550687079199072,0.550687079199072
C2,157,1906,0.372294,3342.77709961,0.372294,0.3562210157471069,0.3562210157471069
C2,157,1907,0.40776,3925.93188477,0.40776,0.390452201635999,0.390452201635999
C2,157,1908,0.425948,4227.39990234,0.425948,0.408148374267358,0.408148374267358
C2,157,1909,0.421793,4161.79345703,0.421793,0.404297275927661,0.404297275927661
C2,157,1910,0.39359,3698.99487305,0.39359,0.377130999048035,0.377130999048035
C2,157,1911,0.343974,2858.07543945,0.343974,0.3277690282957149,0.3277690282957149
C2,157,1912,0.2935,1815.63891602,0.2935,0.266578004370374,0.266578004370374
C2,157,1913,0.299455,2123.03076172,0.299455,0.284621905712964,0.284621905712964
C2,157,4109,0.159804,13.80559349,0.159804,0.160810388337863,0.160810388337863
C2,157,4110,0.167552,147.16113281,0.167552,0.168638358495947,0.168638358495947
C2,157,4111,0.176885,308.44348145,0.176885,0.178105632361115,0.178105632361115
C2,157,4112,0.187039,483.51647949,0.187039,0.188382417346063,0.188382417346063
C2,157,4113,0.196329,643.51434326,0.196329,0.197774291949362,0.197774291949362
C2,157,4114,0.215829,773.22180176,0.215829,0.205388119763312,0.205388119763312
C2,157,4115,0.225884,860.1428833,0.225884,0.21049038724971,0.21049038724971
C2,157,4116,0.228213,885.25469971,0.228213,0.211964450872977,0.211964450872977
C2,157,4117,0.224326,845.85162354,0.224326,0.209651490301798,0.209651490301798
C2,157,4118,0.209244,750.03588867,0.209244,0.204027106664929,0.204027106664929
C2,157,4119,0.193867,600.7555542,0.193867,0.19526435103154,0.19526435103154
C2,157,4120,0.183731,426.74789429,0.183731,0.185050101394823,0.185050101394823
C2,157,4121,0.173856,255.40751648,0.173856,0.174992421217376,0.174992421217376
C2,157,4122,0.16549,111.61571503,0.16549,0.166551842472261,0.166551842472261
C2,157,8527,0.171383,215.9618988,0.171383,0.17267696345956,0.17267696345956
C2,157,8528,0.327218,2862.79150391,0.327218,0.3280458612795169,0.3280458612795169
C2,157,8529,0.428222,4314.78710938,0.428222,0.413278003320606,0.413278003320606
C2,157,8530,0.594653,7106.17919922,0.594653,0.5771327189942139,0.5771327189942139
C2,157,8531,0.648055,8000.05273438,0.648055,0.629603095508106,0.629603095508106
C2,157,8532,0.904951,12584.97363281,0.904951,0.898737952245947,0.898737952245947
C2,157,8533,0.433518,4451.63671875,0.433518,0.4213110753906249,0.4213110753906249
C2,157,8534,1.0,20791.87695312,1.0,1.3804831771481438,1.0
C2,157,8535,1.0,14831.43359375,1.0,1.030605151953125,1.0
C2,157,8536,0.191632,614.17724609,0.191632,0.196052204345483,0.196052204345483
C2,158,1902,0.182407,413.23269653,0.182407,0.184256759286311,0.184256759286311
C2,158,1903,0.242929,1359.3079834,0.242929,0.23979137862558,0.23979137862558
C2,158,1904,0.592776,7000.20410156,0.592776,0.570911980761572,0.570911980761572
C2,158,1905,0.820007,10689.74804688,0.820007,0.787488210351856,0.787488210351856
C2,158,1906,0.51406,5610.828125,0.51406,0.4893556109375,0.4893556109375
C2,158,1907,0.576373,6643.4296875,0.576373,0.54996932265625,0.54996932265625
C2,158,1908,0.60732,7160.75439453,0.60732,0.580336282958911,0.580336282958911
C2,158,1909,0.595643,6966.68457031,0.595643,0.568944384277197,0.568944384277197
C2,158,1910,0.541664,6054.36669922,0.541664,0.5153913252442139,0.5153913252442139
C2,158,1911,0.454324,4583.06542969,0.454324,0.429025940722803,0.429025940722803
C2,158,1912,0.346982,2862.16308594,0.346982,0.328008973144678,0.328008973144678
C2,158,1913,0.35869,2976.28125,0.35869,0.334707709375,0.334707709375
C2,158,4109,0.160318,22.64435577,0.160318,0.161329223683699,0.161329223683699
C2,158,4110,0.173008,241.12095642,0.173008,0.174153800141854,0.174153800141854
C2,158,4111,0.188296,504.6444397,0.188296,0.18962262861039,0.18962262861039
C2,158,4112,0.204849,790.2199707,0.204849,0.20638591228009,0.20638591228009
C2,158,4113,0.22006,1051.47253418,0.22006,0.221721437756366,0.221721437756366
C2,158,4114,0.236279,1264.19714355,0.236279,0.234208372326385,0.234208372326385
C2,158,4115,0.24911,1407.55358887,0.24911,0.242623395666669,0.242623395666669
C2,158,4116,0.25237,1448.42077637,0.25237,0.245022299572919,0.245022299572919
C2,158,4117,0.246763,1383.12683105,0.246763,0.241189544982635,0.241189544982635
C2,158,4118,0.232035,1226.59204102,0.232035,0.232000952807874,0.232000952807874
C2,158,4119,0.216086,983.42596436,0.216086,0.217727104107932,0.217727104107932
C2,158,4120,0.199571,699.54620361,0.199571,0.201063362151907,0.201063362151907
C2,158,4121,0.183366,418.92752075,0.183366,0.184591045468025,0.184591045468025
C2,158,4122,0.169627,182.40298462,0.169627,0.170707055197194,0.170707055197194
C2,158,8527,0.175929,274.50372314,0.175929,0.176113368548318,0.176113368548318
C2,158,8528,0.384413,3527.9621582,0.384413,0.36709137868634,0.36709137868634
C2,158,8529,0.539791,6214.52539062,0.539791,0.524792640429394,0.524792640429394
C2,158,8530,0.821012,11828.6328125,0.821012,0.85434074609375,0.85434074609375
C2,158,8531,1.0,20203.16015625,1.0,1.345925501171875,1.0
C2,158,8532,1.0,30618.01953125,1.0,1.957277746484375,1.0
C2,158,8533,0.633772,7688.42138672,0.633772,0.611310335400464,0.611310335400464
C2,158,8534,1.0,32956.078125,1.0,2.0945217859375,1.0
C2,158,8535,1.0,20894.12695312,1.0,1.386485252148144,1.0
C2,158,8536,0.211578,972.38775635,0.211578,0.217079161297745,0.217079161297745
C2,159,1902,0.179023,358.79446411,0.179023,0.181061235043257,0.181061235043257
C2,159,1903,0.24415,1239.23852539,0.24415,0.232743301440393,0.232743301440393
C2,159,1904,0.539199,6260.58447266,0.539199,0.527496308545142,0.527496308545142
C2,159,1905,0.749818,9819.10644531,0.749818,0.736381548339697,0.736381548339697
C2,159,1906,0.485832,5183.27880859,0.485832,0.464258466064233,0.464258466064233
C2,159,1907,0.54443,6162.71240234,0.54443,0.521751218017358,0.521751218017358
C2,159,1908,0.572804,6647.97314453,0.572804,0.550236023583911,0.550236023583911
C2,159,1909,0.558893,6429.65966797,0.558893,0.5374210225098389,0.5374210225098389
C2,159,1910,0.504484,5524.42578125,0.504484,0.484283793359375,0.484283793359375
C2,159,1911,0.42221,4127.31445312,0.42221,0.4022733583981439,0.4022733583981439
C2,159,1912,0.329398,2550.54760742,0.329398,0.309717144555554,0.309717144555554
C2,159,1913,0.321763,2495.26489258,0.321763,0.306472049194446,0.306472049194446
C2,159,4109,0.160189,20.63336945,0.160189,0.161211178786715,0.161211178786715
C2,159,4110,0.171638,219.57966614,0.171638,0.172889326402418,0.172889326402418
C2,159,4111,0.185394,459.20306396,0.185394,0.186955219854452,0.186955219854452
C2,159,4112,0.200274,718.66577148,0.200274,0.202185680785876,0.202185680785876
C2,159,4113,0.213995,956.21508789,0.213995,0.216129825659143,0.216129825659143
C2,159,4114,0.234103,1150.17504883,0.234103,0.227515275366321,0.227515275366321
C2,159,4115,0.250732,1281.35229492,0.250732,0.235215379711804,0.235215379711804
C2,159,4116,0.254173,1318.4395752,0.254173,0.23739240306424,0.23739240306424
C2,159,4117,0.247824,1258.4744873,0.247824,0.23387245240451,0.23387245240451
C2,159,4118,0.227371,1116.00183105,0.227371,0.2255093074826349,0.2255093074826349
C2,159,4119,0.210431,895.15008545,0.210431,0.212545310015915,0.212545310015915
C2,159,4120,0.195604,637.1920166,0.195604,0.1974031713744199,0.1974031713744199
C2,159,4121,0.180963,381.68856812,0.180963,0.182405118948644,0.182405118948644
C2,159,4122,0.168564,165.84190369,0.168564,0.169734919746603,0.169734919746603
C2,159,8527,0.173408,223.06509399,0.173408,0.173093921017213,0.173093921017213
C2,159,8528,0.338382,2872.25732422,0.338382,0.328601504931714,0.328601504931714
C2,159,8529,0.480513,5189.95800781,0.480513,0.464650535058447,0.464650535058447
C2,159,8530,0.765958,11558.76757812,0.765958,0.838499656835644,0.838499656835644
C2,159,8531,1.0,21540.16796875,1.0,1.424407859765625,1.0
C2,159,8532,1.0,31736.36328125,1.0,2.0229245246093748,1.0
C2,159,8533,0.601482,7208.85791016,0.601482,0.583159959326392,0.583159959326392
C2,159,8534,1.0,29803.55664062,1.0,1.909468774804394,1.0
C2,159,8535,1.0,17370.37890625,1.0,1.179641241796875,1.0
C2,159,8536,0.20555,866.18371582,0.20555,0.210844984118634,0.210844984118634
C2,160,1902,0.168617,175.44998169,0.168617,0.170298913925203,0.170298913925203
C2,160,1903,0.20559,643.9140625,0.20559,0.19779775546875,0.19779775546875
C2,160,1904,0.353724,3092.77001953,0.353724,0.341545600146411,0.341545600146411
C2,160,1905,0.467432,4903.57763672,0.467432,0.4478400072754639,0.4478400072754639
C2,160,1906,0.332989,2717.00561523,0.332989,0.319488229614001,0.319488229614001
C2,160,1907,0.364054,3235.85522461,0.364054,0.349944701684607,0.349944701684607
C2,160,1908,0.378368,3477.15698242,0.378368,0.364109114868054,0.364109114868054
C2,160,1909,0.368884,3326.48925781,0.368884,0.3552649194334469,0.3552649194334469
C2,160,1910,0.338652,2829.6965332,0.338652,0.3261031864988399,0.3261031864988399
C2,160,1911,0.295171,2102.265625,0.295171,0.2834029921875,0.2834029921875
C2,160,1912,0.247698,1295.67590332,0.247698,0.236056175524884,0.236056175524884
C2,160,1913,0.240242,1250.83911133,0.240242,0.2334242558350709,0.2334242558350709
C2,160,4109,0.159614,10.76321316,0.159614,0.160631800612492,0.160631800612492
C2,160,4110,0.165525,114.26839447,0.165525,0.166707554755389,0.166707554755389
C2,160,4111,0.172575,238.63139343,0.172575,0.174007662794341,0.174007662794341
C2,160,4112,0.180262,373.25177002,0.180262,0.181909878900174,0.181909878900174
C2,160,4113,0.187346,496.71878052,0.187346,0.189157392416524,0.189157392416524
C2,160,4114,0.199159,597.88232422,0.199159,0.1950956924317139,0.1950956924317139
C2,160,4115,0.209042,666.55987549,0.209042,0.199127064691263,0.199127064691263
C2,160,4116,0.210983,685.77813721,0.210983,0.2002551766542269,0.2002551766542269
C2,160,4117,0.207373,654.17156982,0.207373,0.198399871148434,0.198399871148434
C2,160,4118,0.194999,579.84063721,0.194999,0.194036645404227,0.194036645404227
C2,160,4119,0.185431,464.93118286,0.185431,0.187291460433882,0.187291460433882
C2,160,4120,0.177804,330.79272461,0.177804,0.179417532934607,0.179417532934607
C2,160,4121,0.170268,197.96899414,0.170268,0.171620779956018,0.171620779956018
C2,160,4122,0.163894,85.86738586,0.163894,0.165040415549982,0.165040415549982
C2,160,8527,0.165703,104.53863525,0.165703,0.166136417889175,0.166136417889175
C2,160,8528,0.247803,1352.83642578,0.247803,0.239411498193286,0.239411498193286
C2,160,8529,0.327854,2615.9128418,0.327854,0.31355408381366,0.31355408381366
C2,160,8530,0.498035,6513.71972656,0.498035,0.5423553479490719,0.5423553479490719
C2,160,8531,0.961453,11898.04980469,0.961453,0.8584155235353029,0.8584155235353029
C2,160,8532,1.0,18159.75,1.0,1.225977325,1.0
C2,160,8533,0.387811,3664.81811523,0.387811,0.375124823364001,0.375124823364001
C2,160,8534,0.808394,11728.98632812,0.808394,0.848491497460644,0.848491497460644
C2,160,8535,0.510369,6175.35839844,0.510369,0.522493537988428,0.522493537988428
C2,160,8536,0.181827,425.55807495,0.181827,0.184980258999565,0.184980258999565
C2,161,1902,0.163083,79.6479187,0.163083,0.16467533282769,0.16467533282769
C2,161,1903,0.172207,242.92970276,0.172207,0.174259973552012,0.174259973552012
C2,161,1904,0.230897,1332.6854248,0.230897,0.2382286344357599,0.2382286344357599
C2,161,1905,0.270546,1867.95202637,0.270546,0.269648783947919,0.269648783947919
C2,161,1906,0.212359,970.88287354,0.212359,0.216990824676798,0.216990824676798
C2,161,1907,0.2218,1134.42614746,0.2218,0.226590814855902,0.226590814855902
C2,161,1908,0.226069,1216.09277344,0.226069,0.231384645800928,0.231384645800928
C2,161,1909,0.224174,1197.97180176,0.224174,0.230320944763312,0.230320944763312
C2,161,1910,0.217476,1074.29125977,0.217476,0.223060896948499,0.223060896948499
C2,161,1911,0.20505,843.16833496,0.20505,0.209493981262152,0.209493981262152
C2,161,1912,0.18797,543.58306885,0.18797,0.191908326141495,0.191908326141495
C2,161,1913,0.196221,699.3538208,0.196221,0.20105206928096,0.20105206928096
C2,161,4109,0.159221,4.05877018,0.159221,0.160238249809566,0.160238249809566
C2,161,4110,0.161375,43.23355484,0.161375,0.162537809669108,0.162537809669108
C2,161,4111,0.163922,90.63323212,0.163922,0.165320170725444,0.165320170725444
C2,161,4112,0.166897,142.14425659,0.166897,0.168343867861833,0.168343867861833
C2,161,4113,0.169459,189.23562622,0.169459,0.171108131259114,0.171108131259114
C2,161,4114,0.1715,227.3591156,0.1715,0.17334598008572,0.17334598008572
C2,161,4115,0.172924,252.83560181,0.172924,0.174841449826247,0.174841449826247
C2,161,4116,0.173047,260.23114014,0.173047,0.175275567926218,0.175275567926218
C2,161,4117,0.1725,248.72158813,0.1725,0.174599957223231,0.174599957223231
C2,161,4118,0.1712,220.53762817,0.1712,0.172945558773579,0.172945558773579
C2,161,4119,0.168549,176.53822327,0.168549,0.170362793705949,0.170362793705949
C2,161,4120,0.165787,125.27381134,0.165787,0.167353572725658,0.167353572725658
C2,161,4121,0.163107,74.90699768,0.163107,0.164397040763816,0.164397040763816
C2,161,4122,0.160773,32.78126526,0.160773,0.161924260270762,0.161924260270762
C2,161,8527,0.162313,68.9631958,0.162313,0.16404813959346,0.16404813959346
C2,161,8528,0.204046,856.42163086,0.204046,0.210271949731482,0.210271949731482
C2,161,8529,0.233363,1421.80297852,0.233363,0.2434598348391239,0.2434598348391239
C2,161,8530,0.282867,2169.46655273,0.282867,0.287347686645251,0.287347686645251
C2,161,8531,0.293179,2327.6953125,0.293179,0.29663571484375,0.29663571484375
C2,161,8532,0.324964,2967.1862793,0.324964,0.33417383459491,0.33417383459491
C2,161,8533,0.225004,1226.72851562,0.225004,0.232008963866894,0.232008963866894
C2,161,8534,0.412344,4878.26025391,0.412344,0.446353876904517,0.446353876904517
C2,161,8535,0.434907,4688.01904297,0.434907,0.435186717822339,0.435186717822339
C2,161,8536,0.168049,182.50138855,0.168049,0.170712831507885,0.170712831507885
C2,162,1902,0.163016,82.08868408,0.163016,0.164818605755496,0.164818605755496
C2,162,1903,0.172222,246.29481506,0.172222,0.174457505644022,0.174457505644022
C2,162,1904,0.230472,1310.99475098,0.230472,0.236955391882526,0.236955391882526
C2,162,1905,0.2697,1867.10388184,0.2697,0.269598997864008,0.269598997864008
C2,162,1906,0.21301,988.75775146,0.21301,0.218040080010702,0.218040080010702
C2,162,1907,0.22253,1158.86645508,0.22253,0.2280254609131959,0.2280254609131959
C2,162,1908,0.226911,1246.00610352,0.226911,0.233140558276624,0.233140558276624
C2,162,1909,0.225487,1227.41809082,0.225487,0.232049441931134,0.232049441931134
C2,162,1910,0.218138,1096.4888916,0.218138,0.22436389793692,0.22436389793692
C2,162,1911,0.205005,855.59942627,0.205005,0.210223686322049,0.210223686322049
C2,162,1912,0.187983,548.75958252,0.187983,0.192212187493924,0.192212187493924
C2,162,1913,0.194592,683.07672119,0.194592,0.200096603533853,0.200096603533853
C2,162,4109,0.159221,4.11199474,0.159221,0.160241374091238,0.160241374091238
C2,162,4110,0.161381,43.82014084,0.161381,0.162572242267308,0.162572242267308
C2,162,4111,0.163948,91.86562347,0.163948,0.165392512097689,0.165392512097689
C2,162,4112,0.166886,144.06082153,0.166886,0.168456370223811,0.168456370223811
C2,162,4113,0.169379,191.77626038,0.169379,0.171257266484306,0.171257266484306
C2,162,4114,0.17148,230.43092346,0.17148,0.173526295207102,0.173526295207102
C2,162,4115,0.172895,256.29476929,0.172895,0.175044502957323,0.175044502957323
C2,162,4116,0.173125,263.78729248,0.173125,0.175484314068576,0.175484314068576
C2,162,4117,0.172579,252.08848572,0.172579,0.174797594111764,0.174797594111764
C2,162,4118,0.171209,223.52467346,0.171209,0.173120898332102,0.173120898332102
C2,162,4119,0.168569,178.97294617,0.168569,0.170505711940179,0.170505711940179
C2,162,4120,0.165808,127.05895996,0.165808,0.167458360949652,0.167458360949652
C2,162,4121,0.163114,76.00691986,0.163114,0.164461606195782,0.164461606195782
C2,162,4122,0.160785,33.24736786,0.160785,0.161951620493382,0.161951620493382
C2,162,8527,0.162183,70.087677,0.162183,0.1641141466399,0.1641141466399
C2,162,8528,0.201792,809.87878418,0.201792,0.207539884631366,0.207539884631366
C2,162,8529,0.229843,1346.26013184,0.229843,0.239025469739008,0.239025469739008
C2,162,8530,0.280186,2108.87475586,0.280186,0.283790948168982,0.283790948168982
C2,162,8531,0.303147,2528.67700195,0.303147,0.308433340014465,0.308433340014465
C2,162,8532,0.351404,3520.6574707,0.351404,0.36666259353009,0.36666259353009
C2,162,8533,0.227154,1275.69689941,0.227154,0.234883407995367,0.234883407995367
C2,162,8534,0.435921,5378.81884766,0.435921,0.475736666357642,0.475736666357642
C2,162,8535,0.431262,5080.5,0.431262,0.45822535,0.45822535
C2,162,8536,0.167997,185.14259338,0.167997,0.170867870231406,0.170867870231406
C2,163,1902,0.162784,73.62282562,0.162784,0.164321659863894,0.164321659863894
C2,163,1903,0.172723,234.25778198,0.172723,0.173750931802226,0.173750931802226
C2,163,1904,0.230095,1260.66943359,0.230095,0.234001295751733,0.234001295751733
C2,163,1905,0.270729,1874.38366699,0.270729,0.2700263212523129,0.2700263212523129
C2,163,1906,0.214455,953.92932129,0.214455,0.215995651159723,0.215995651159723
C2,163,1907,0.223772,1120.34643555,0.223772,0.225764335766785,0.225764335766785
C2,163,1908,0.227941,1202.3380127,0.227941,0.23057724134549,0.23057724134549
C2,163,1909,0.22644,1176.04199219,0.22644,0.229033664941553,0.229033664941553
C2,163,1910,0.219009,1039.04064941,0.219009,0.220991686120367,0.220991686120367
C2,163,1911,0.205897,800.80950928,0.205897,0.207007518194736,0.207007518194736
C2,163,1912,0.189869,508.18661499,0.189869,0.189830554299913,0.189830554299913
C2,163,1913,0.195429,599.37231445,0.195429,0.195183154858215,0.195183154858215
C2,163,4109,0.159217,3.91063786,0.159217,0.160229554442382,0.160229554442382
C2,163,4110,0.161319,41.62084579,0.161319,0.162443143647873,0.162443143647873
C2,163,4111,0.163804,87.16591644,0.163804,0.165116639295028,0.165116639295028
C2,163,4112,0.166577,136.61929321,0.166577,0.168019552511427,0.168019552511427
C2,163,4113,0.169031,181.8911438,0.169031,0.17067701014106,0.17067701014106
C2,163,4114,0.172455,218.69160461,0.172455,0.172837197190607,0.172837197190607
C2,163,4115,0.174544,243.4160614,0.174544,0.17428852280418,0.17428852280418
C2,163,4116,0.174977,250.5042572,0.174977,0.17470459989764,0.17470459989764
C2,163,4117,0.174209,239.25498962,0.174209,0.174044267890694,0.174044267890694
C2,163,4118,0.171365,212.08734131,0.171365,0.172449526934897,0.172449526934897
C2,163,4119,0.168343,169.82907104,0.168343,0.169968966470048,0.169968966470048
C2,163,4120,0.165644,120.58760071,0.165644,0.167078492161677,0.167078492161677
C2,163,4121,0.162994,72.11354065,0.162994,0.164233064836155,0.164233064836155
C2,163,4122,0.160738,31.47121048,0.160738,0.161847360055176,0.161847360055176
C2,163,8527,0.162087,53.20101929,0.162087,0.163122899832323,0.163122899832323
C2,163,8528,0.200812,776.67114258,0.200812,0.205590596069446,0.205590596069446
C2,163,8529,0.230968,1276.83459473,0.230968,0.2349501907106509,0.2349501907106509
C2,163,8530,0.293924,2271.5234375,0.293924,0.29333842578125,0.29333842578125
C2,163,8531,0.331174,2654.89404297,0.331174,0.3158422803223389,0.3158422803223389
C2,163,8532,0.384932,3659.54711914,0.384932,0.3748154158935179,0.3748154158935179
C2,163,8533,0.227315,1231.30688477,0.227315,0.232277714135999,0.232277714135999
C2,163,8534,0.418592,4792.22949219,0.418592,0.441303871191553,0.441303871191553
C2,163,8535,0.366672,3814.66235352,0.366672,0.383920680151624,0.383920680151624
C2,163,8536,0.167414,168.76875305,0.167414,0.169906725804035,0.169906725804035
C2,164,1902,0.164858,106.51318359,0.164858,0.166252323876733,0.166252323876733
C2,164,1903,0.18856,344.37234497,0.18856,0.180214656649739,0.180214656649739
C2,164,1904,0.27761,1955.72595215,0.27761,0.274801113391205,0.274801113391205
C2,164,1905,0.336334,2886.15429688,0.336334,0.329417257226856,0.329417257226856
C2,164,1906,0.252907,1397.84619141,0.252907,0.242053571435767,0.242053571435767
C2,164,1907,0.267644,1638.49975586,0.267644,0.256179935668982,0.256179935668982
C2,164,1908,0.274157,1753.63366699,0.274157,0.262938296252313,0.262938296252313
C2,164,1909,0.272613,1711.91235352,0.272613,0.260489255151624,0.260489255151624
C2,164,1910,0.26203,1512.99536133,0.26203,0.248812827710071,0.248812827710071
C2,164,1911,0.244282,1171.97619629,0.244282,0.228795002722223,0.228795002722223
C2,164,1912,0.221729,748.59197998,0.221729,0.203942349224826,0.203942349224826
C2,164,1913,0.236868,916.6027832,0.236868,0.21380458337384,0.21380458337384
C2,164,4109,0.159334,5.77880239,0.159334,0.160339215700293,0.160339215700293
C2,164,4110,0.162539,61.40661621,0.162539,0.163604568371527,0.163604568371527
C2,164,4111,0.166371,128.55735779,0.166371,0.167546316902273,0.167546316902273
C2,164,4112,0.170582,201.54603577,0.170582,0.171830752299699,0.171830752299699
C2,164,4113,0.174407,268.47784424,0.174407,0.175759649456888,0.175759649456888
C2,164,4114,0.191647,323.00250244,0.191647,0.178960246893228,0.178960246893228
C2,164,4115,0.199091,359.73898315,0.199091,0.181116678310905,0.181116678310905
C2,164,4116,0.200449,370.1925354,0.200449,0.18173030182798,0.18173030182798
C2,164,4117,0.197962,353.28411865,0.197962,0.180737777764755,0.180737777764755
C2,164,4118,0.184883,312.81991577,0.184883,0.178362529055699,0.178362529055699
C2,164,4119,0.173355,250.12214661,0.173355,0.174682170006007,0.174682170006007
C2,164,4120,0.169165,177.29800415,0.169165,0.170407392843605,0.170407392843605
C2,164,4121,0.165097,105.87294006,0.165097,0.166214741581522,0.166214741581522
C2,164,4122,0.161657,46.21555328,0.161657,0.162712852977536,0.162712852977536
C2,164,8527,0.164353,89.14267731,0.164353,0.165232675158097,0.165232675158097
C2,164,8528,0.231694,1211.07775879,0.231694,0.231090264440973,0.231090264440973
C2,164,8529,0.278364,1891.60961914,0.278364,0.271037484643518,0.271037484643518
C2,164,8530,0.36834,3231.83374023,0.36834,0.3497086405515009,0.3497086405515009
C2,164,8531,0.395213,4012.9230957,0.395213,0.3955585857175899,0.3955585857175899
C2,164,8532,0.443417,4953.47070312,0.443417,0.450768730273144,0.450768730273144
C2,164,8533,0.267897,1702.61901855,0.267897,0.259943736388885,0.259943736388885
C2,164,8534,0.467651,4906.12841797,0.467651,0.447989738134839,0.447989738134839
C2,164,8535,0.431135,4217.66113281,0.431135,0.4075767084959469,0.4075767084959469
C2,164,8536,0.171691,237.09526062,0.171691,0.173917491798394,0.173917491798394
C2,165,1902,0.171509,225.4384613,0.171509,0.17323323767831,0.17323323767831
C2,165,1903,0.207998,675.00640869,0.207998,0.199622876190103,0.199622876190103
C2,165,1904,0.389577,3662.65991211,0.389577,0.374998136840857,0.374998136840857
C2,165,1905,0.499487,5359.42480469,0.499487,0.474598236035303,0.474598236035303
C2,165,1906,0.338684,2700.62744141,0.338684,0.318526830810767,0.318526830810767
C2,165,1907,0.367447,3165.99511719,0.367447,0.345843913379053,0.345843913379053
C2,165,1908,0.381635,3409.39599609,0.381635,0.360131544970483,0.360131544970483
C2,165,1909,0.380172,3377.5090332,0.380172,0.35825978024884,0.35825978024884
C2,165,1910,0.360165,3039.36816406,0.360165,0.3384109112303219,0.3384109112303219
C2,165,1911,0.32261,2378.8984375,0.32261,0.29964133828125,0.29964133828125
C2,165,1912,0.272705,1527.54870605,0.272705,0.249667109045135,0.249667109045135
C2,165,1913,0.297658,1898.7890625,0.297658,0.27145891796875,0.27145891796875
C2,165,4109,0.159653,11.27138233,0.159653,0.160661630142771,0.160661630142771
C2,165,4110,0.165952,120.29937744,0.165952,0.167061573455728,0.167061573455728
C2,165,4111,0.173552,252.43280029,0.173552,0.174817805377023,0.174817805377023
C2,165,4112,0.181839,396.02056885,0.181839,0.183246407391495,0.183246407391495
C2,165,4113,0.189404,527.18218994,0.189404,0.190945594549478,0.190945594549478
C2,165,4114,0.209697,633.27545166,0.209697,0.197173269012442,0.197173269012442
C2,165,4115,0.219155,704.1663208,0.219155,0.20133456303096,0.20133456303096
C2,165,4116,0.221171,724.78991699,0.221171,0.202545168127313,0.202545168127313
C2,165,4117,0.217696,692.76489258,0.217696,0.200665299194446,0.200665299194446
C2,165,4118,0.202758,614.31903076,0.202758,0.196060527105612,0.196060527105612
C2,165,4119,0.187389,491.92346191,0.187389,0.188875907214117,0.188875907214117
C2,165,4120,0.179137,349.3203125,0.179137,0.18050510234375,0.18050510234375
C2,165,4121,0.171095,209.09295654,0.171095,0.172273756548898,0.172273756548898
C2,165,4122,0.164296,91.57044983,0.164296,0.165375185405021,0.165375185405021
C2,165,8527,0.169178,167.64350891,0.169178,0.169840673973017,0.169840673973017
C2,165,8528,0.295957,2170.78027344,0.295957,0.287424802050928,0.287424802050928
C2,165,8529,0.378013,3402.56811523,0.378013,0.359730748364001,0.359730748364001
C2,165,8530,0.515362,5656.37353516,0.515362,0.4920291265138919,0.4920291265138919
C2,165,8531,0.539738,6373.37841797,0.539738,0.534117313134839,0.534117313134839
