case,view,time_index,reference_DGP,EIGCM_DGP,Raytraverse_balanced_DGP,reference_Z,EIGCM_Z,Raytraverse_balanced_Z,contrast_valid
C1,V1,182,0.253923,0.2493216,0.2492310328655696,0.1408360269706523,0.0862767283695653,0.1426388256589037,True
C1,V1,183,0.222833,0.2202606,0.222137363076428,0.0967153142456523,0.0643953329130434,0.1285216253331869,True
C1,V1,184,0.190582,0.191258,0.1889743201733387,0.0,3.854239131956985e-07,0.0,True
C1,V1,199,0.168647,0.1698083,0.1686137956592001,1.7556771736909371e-06,0.0,0.0,True
C1,V1,200,0.271881,0.2752822,0.2581931706738564,0.1611777059586954,0.0184600720652173,0.1018857801246335,True
C1,V1,201,0.307202,0.3046157,0.3075569205649848,0.0846696797782606,0.0335304738043477,0.059444250431022,True
C1,V1,202,0.506675,0.4606265,0.4781924270144376,0.4276436502391302,0.0311088476086961,0.1421335107764599,True
C1,V1,203,0.483186,0.4578501,0.4477862717762892,0.4228230945967393,0.0420433010869564,0.125125430964775,True
C1,V1,204,0.343462,0.3383648,0.3335217064824164,0.1495804939771738,0.1017142106521741,0.1549889918623469,True
C1,V1,205,0.351142,0.3475636,0.339729853277306,0.1605220501847828,0.1137091015217389,0.1691952505635473,True
C1,V1,206,0.3297,0.326938,0.3203839871119551,0.1726140043532608,0.127208772173913,0.1914798807852283,True
C1,V1,207,0.281932,0.2794561,0.2762080366599587,0.1874719171880438,0.1356811785869563,0.218092135825012,True
C1,V1,208,0.187899,0.1880375,0.1865213468223833,5.105252173907777e-06,8.950000010434007e-08,0.0,True
C1,V1,223,0.168069,0.1694165,0.1681834236207416,1.8558347826486856e-06,0.0,0.0,True
C1,V1,224,0.243132,0.2405993,0.2282817260923962,0.1770055202684783,0.0,0.0733503753277307,True
C1,V1,225,0.312577,0.3115869,0.3209445724273895,0.0891682355086955,0.0272580569565217,0.093766085921783,True
C1,V1,226,0.291004,0.284029,0.2837117701804211,0.1328314726206521,0.0764766751086955,0.1335823499372968,True
C1,V1,227,0.496912,0.4712582,0.4603759685358218,0.481606281686957,0.0340193789130442,0.1343389992455433,True
C1,V1,228,1.0,1.0,1.0,1.7347472962184778,2.2396792836956525,3.4593758453931667,False
C1,V1,229,1.0,1.0,1.0,0.0,0.0,3.175439763533172,False
C1,V1,230,1.0,1.0,1.0,0.0,0.0,3.541163380990584,False
C1,V1,231,1.0,1.0,1.0,0.0,0.0,4.098271846658739,False
C1,V1,232,0.172716,0.1725538,0.1727220606787872,3.321989130034492e-07,3.374782609163897e-07,0.0,True
C1,V1,247,0.168381,0.1699353,0.1685442382681954,4.072933695623125e-06,0.0,0.0,True
C1,V1,248,0.200275,0.1998205,0.1986803107751877,0.0038910158902174,0.0016453728695652,0.0059654820092693,True
C1,V1,249,0.3161,0.3136677,0.3285847073849579,0.1106476449347827,0.0246636706521741,0.1347958592494146,True
C1,V1,250,0.425054,0.3845557,0.4057866068858905,0.3970737610652174,0.0207339782608697,0.1556653809634955,True
C1,V1,251,0.488652,0.467797,0.4593185618696319,0.4787165805054349,0.022097584456522,0.1524307433563249,True
C1,V1,252,1.0,1.0,1.0,2.1444587041641308,2.160454701086957,3.583453186607568,False
C1,V1,253,1.0,1.0,1.0,0.0,0.0,3.1835491377763923,False
C1,V1,254,1.0,1.0,1.0,0.0,0.0,3.5392654361652047,False
C1,V1,255,1.0,1.0,1.0,0.0,0.0,4.088585455170176,False
C1,V1,256,0.176938,0.1767887,0.1765759463105422,1.9213032611132204e-06,0.0,0.0,True
C1,V1,271,0.161829,0.161823,0.1626180735733198,1.4961076085736071e-06,0.0,0.0,True
C1,V1,272,0.179869,0.179775,0.1794472798819962,0.0,0.0,0.0,True
C1,V1,273,0.199547,0.1993048,0.1980696021581354,0.0031043259597825,0.001602452173913,0.0056014662406051,True
C1,V1,274,0.22455,0.2211525,0.2220090624149175,0.0742382617402173,0.0405367739565215,0.0789274789540212,True
C1,V1,275,0.241526,0.2376819,0.2378460769246792,0.1087092443608697,0.0727076416304348,0.1166438316295008,True
C1,V1,276,0.24857,0.2439475,0.2440702570710528,0.1212935456021742,0.0750061630434785,0.1207111288187462,True
C1,V1,277,0.245145,0.2410955,0.2407266129281166,0.1207560457728263,0.0772294059782608,0.1231509696246405,True
C1,V1,278,0.230272,0.2269339,0.2289699921683912,0.1023079268695652,0.0654639269565217,0.1261816395947589,True
C1,V1,279,0.202832,0.2010408,0.2006463643330336,0.0238315283956522,0.0014242948804348,0.0250427485499592,True
C1,V1,280,0.178512,0.1786735,0.1779983412944329,0.0,0.0,0.0,True
C1,V1,295,0.160014,0.1600113,0.1609386819668225,3.449888043414945e-06,0.0,0.0,True
C1,V1,296,0.16525,0.1652538,0.1658514994691074,2.50977500014455e-06,0.0,0.0,True
C1,V1,297,0.170459,0.1704594,0.170686032520221,3.920259782558036e-06,0.0,0.0,True
C1,V1,298,0.175599,0.1755713,0.1754578788945143,0.0,3.575434785197806e-07,0.0,True
C1,V1,299,0.178787,0.1787616,0.1783205090919573,1.6553739131264715e-06,2.4021738704474078e-09,0.0,True
C1,V1,300,0.179584,0.179575,0.1791687127868597,0.0,9.14021741747701e-08,0.0,True
C1,V1,301,0.178026,0.1780293,0.1776047406962728,0.0,2.3967391296257817e-07,0.0,True
C1,V1,302,0.174233,0.174183,0.1741453750448619,4.518318478119937e-06,5.982608701915953e-08,0.0,True
C1,V1,303,0.169061,0.1690255,0.1692877004031791,0.0,4.4251086943276246e-07,0.0,True
C1,V1,304,0.16353,0.1635162,0.1642293661594872,0.0,0.0,0.0,True
C1,V1,319,0.160481,0.1604783,0.1613718092274773,8.951521740036237e-07,0.0,0.0,True
C1,V1,320,0.170536,0.1705212,0.1707793647574324,0.0,0.0,0.0,True
C1,V1,321,0.18137,0.1813796,0.1808850969828742,5.432052174012354e-06,3.401086957356269e-07,0.0,True
C1,V1,322,0.191504,0.191334,0.1902048945964359,1.8622913045600016e-06,0.0,0.0,True
C1,V1,323,0.197954,0.1977646,0.1961159101646069,0.0010757670347824,0.0,0.0012445616342245,True
C1,V1,324,0.200195,0.1998926,0.1993127650254526,0.0036291092445655,0.0015836545326087,0.0102309702003307,True
C1,V1,325,0.197192,0.1971737,0.1954062534829384,3.755957608638734e-06,1.716304348038957e-07,0.0008392268910521,True
C1,V1,326,0.189902,0.1898639,0.1887152883612832,0.0,3.1880434886202964e-08,0.0,True
C1,V1,327,0.179686,0.1796755,0.1790836306369681,0.0,1.7141304348156086e-07,0.0,True
C1,V1,328,0.168633,0.1686623,0.1689814153662515,4.496168478290466e-06,0.0,0.0,True
C1,V1,343,0.159515,0.1595133,0.1604757067912902,6.024347826150134e-07,0.0,0.0,True
C1,V1,344,0.162513,0.1625076,0.1632826078235101,0.0,1.562173913777945e-07,0.0,True
C1,V1,345,0.165917,0.1659231,0.1664552473840561,1.5354891304697955e-06,2.008478259914966e-07,0.0,True
C1,V1,346,0.16882,0.1688063,0.169144438197628,1.3863119565348392e-06,2.945434780738556e-07,0.0,True
C1,V1,347,0.170694,0.1706702,0.1708143423678636,3.5898521739782203e-06,4.038152173757581e-07,0.0,True
C1,V1,348,0.171055,0.1710518,0.1713338120638372,0.0,0.0,0.0,True
C1,V1,349,0.16999,0.1699733,0.1701514557215172,0.0,3.3893478241400404e-07,0.0,True
C1,V1,350,0.16797,0.1679442,0.1683375071931437,0.0,0.0,0.0,True
C1,V1,351,0.165071,0.1650407,0.1656035627713091,0.0,2.468043477921178e-07,0.0,True
C1,V1,352,0.161767,0.161756,0.1625877219319526,2.086898913038385e-06,0.0,0.0,True
C1,V1,367,0.170307,0.1713602,0.1701879574296164,2.873554347369795e-07,0.0,0.0,True
C1,V1,368,0.192882,0.1927863,0.1916665750473646,0.0,4.716413042121057e-07,0.0,True
C1,V1,369,0.233156,0.2287612,0.230371021918091,0.081783011501087,0.0405126445652174,0.0914398404353854,True
C1,V1,370,0.382648,0.3689976,0.374513403117937,0.1251734073326086,0.041780484891304,0.0932839380315391,True
C1,V1,371,0.468605,0.444683,0.434910528544654,0.3809741449815217,0.0470898710869566,0.1208369325162638,True
C1,V1,372,0.692003,0.7234102,0.689014593515099,1.8572675345000005,2.046289048478261,2.206359863622944,True
C1,V1,373,1.0,1.0,1.0,0.0,0.0,2.952840694312656,False
C1,V1,374,1.0,1.0,1.0,0.0,0.0,3.3744446432236925,False
C1,V1,375,0.259231,0.2541829,0.2541128284332341,0.1701868662391305,0.1010453380434782,0.1840546218655486,True
C1,V1,376,0.27967,0.2749882,0.2778030083831102,0.3065138491260866,0.1826111014130438,0.3498229734963372,True
C1,V1,391,0.159514,0.1595134,0.1604757399799345,0.0,5.681461955487282e-07,0.0,True
C1,V1,392,0.162047,0.1620384,0.1628437823288201,1.9580369566068287e-06,0.0,0.0,True
C1,V1,393,0.164996,0.1649971,0.1655920309194997,2.5079358695455296e-06,3.6380434896505394e-08,0.0,True
C1,V1,394,0.167446,0.167427,0.1678582730514814,1.8590858695483768e-06,0.0,0.0,True
C1,V1,395,0.169304,0.1693033,0.1695476705704974,5.410555434841012e-06,5.754347825531988e-07,0.0,True
C1,V1,396,0.169729,0.1696948,0.1700578918158412,0.0,5.345760868993009e-07,0.0,True
C1,V1,397,0.168635,0.1686253,0.1689049695618078,2.364816304433337e-06,4.315326088616159e-07,0.0,True
C1,V1,398,0.166648,0.1666067,0.1670919430520982,4.8604347599818895e-08,0.0,0.0,True
C1,V1,399,0.164179,0.164159,0.1647873672130795,0.0,0.0,0.0,True
C1,V1,400,0.161331,0.1613207,0.1621805767469998,1.2089793477926027e-06,0.0,0.0,True
C1,V1,415,0.160944,0.1609377,0.1617977949994567,0.0,4.751195632576263e-08,0.0,True
C1,V1,416,0.170107,0.1701037,0.1703895205600663,4.828294565188865e-06,4.251195651544285e-07,0.0,True
C1,V1,417,0.180147,0.1801122,0.1797016837567444,0.0,0.0,0.0,True
C1,V1,418,0.189276,0.1891914,0.1881988940982671,0.0,0.0,0.0,True
C1,V1,419,0.195291,0.195136,0.1935531772695174,2.790905434595756e-06,2.552282609292117e-07,0.0,True
C1,V1,420,0.19721,0.1970354,0.1958961791935534,0.0003844037336956,4.665978261976572e-07,0.0008576796739553,True
C1,V1,421,0.194403,0.1943634,0.1927305794188933,1.4540043477803568e-06,0.0,0.0,True
C1,V1,422,0.187507,0.1874575,0.1864874588468204,0.0,0.0,0.0,True
C1,V1,423,0.178234,0.1781977,0.1777354938535135,0.0,5.67967391113702e-07,0.0,True
C1,V1,424,0.168112,0.1681195,0.1684934328933586,0.0,0.0,0.0,True
C1,V1,439,0.161836,0.161831,0.162625656922765,0.0,0.0,0.0,True
C1,V1,440,0.176489,0.1764706,0.1763513195729912,0.0,2.698586957759221e-07,0.0,True
C1,V1,441,0.19249,0.1924349,0.1912423409466385,0.0,2.4744565213266745e-07,0.0,True
C1,V1,442,0.209092,0.2071141,0.206938870968093,0.0273417369054347,0.0069796776086955,0.0273190743834161,True
C1,V1,443,0.224512,0.2206719,0.2212185508123516,0.0793885292652173,0.0405707602826086,0.0793603257436444,True
C1,V1,444,0.229494,0.2244969,0.2289629966134685,0.0935279457989131,0.0415370515217391,0.117658559423275,True
C1,V1,445,0.225685,0.2215177,0.2229117420397606,0.0870393897880434,0.042001673978261,0.093765644447427,True
C1,V1,446,0.21042,0.2081011,0.2073230683268941,0.0372291440858694,0.0118806873913045,0.0297628069482035,True
C1,V1,447,0.191359,0.1914103,0.189793624411673,4.33509673901076e-06,3.908804349035979e-07,0.0,True
C1,V1,448,0.174833,0.1748852,0.1746566718327964,1.3606902172032074e-06,0.0,0.0,True
C1,V1,463,0.17356,0.1759406,0.173332195540052,5.352293478591201e-07,1.7363043490903826e-07,0.0,True
C1,V1,464,0.263491,0.2595234,0.2465994159244626,0.2060659409347825,0.0019273618478261,0.0871400566792453,True
C1,V1,465,0.363339,0.3482578,0.3761508947152512,0.3093262402445657,0.0294443806521741,0.1665131166347517,True
C1,V1,466,0.43447,0.3955472,0.4110711836892481,0.4066288759891309,0.0335688113043478,0.1355124420310071,True
C1,V1,467,0.507552,0.4788717,0.4676552166615411,0.4701445550086959,0.0338114239130433,0.1348150557190084,True
C1,V1,468,0.371019,0.3665006,0.3605605264109361,0.148967953221739,0.1055591001086957,0.1532189784544956,True
C1,V1,469,0.384575,0.3816719,0.3704835922653741,0.1583962870108697,0.1174643247826088,0.1685822843986135,True
C1,V1,470,1.0,1.0,1.0,0.0,0.0,3.4449014549794463,False
C1,V1,471,1.0,1.0,1.0,0.0,0.0,3.881888953851147,False
C1,V1,472,0.284819,0.2792624,0.2822807195566131,0.3451929559891301,0.186425586956522,0.3734901010575698,True
C1,V1,487,0.160948,0.1609413,0.1618012151924733,3.770804347814965e-06,4.270141305768474e-07,0.0,True
C1,V1,488,0.168814,0.1688146,0.169184172292907,0.0,0.0,0.0,True
C1,V1,489,0.177178,0.1771051,0.1768928386241933,2.4534510869179056e-06,0.0,0.0,True
C1,V1,490,0.184495,0.1844333,0.1837456099697158,4.88797608699074e-06,3.953043478304067e-07,0.0,True
C1,V1,491,0.189459,0.1894383,0.1882492197851881,3.42285869545221e-06,4.237065218609429e-07,0.0,True
C1,V1,492,0.191241,0.191225,0.1903387284413752,4.068735869659477e-06,1.6173913054273253e-07,0.0,True
C1,V1,493,0.188931,0.1888782,0.187654192352195,4.801499999830116e-06,8.066304357548637e-08,0.0,True
C1,V1,494,0.183334,0.1832733,0.1826050567878793,5.226188043318319e-06,2.6185869565704295e-07,0.0,True
C1,V1,495,0.175362,0.1753836,0.1751549371087437,4.73405326081504e-06,0.0,0.0,True
C1,V1,496,0.166709,0.1666893,0.167180986891316,0.0,0.0,0.0,True
C1,V1,511,0.160489,0.1604846,0.1613778347871913,1.1303913029044829e-07,0.0,0.0,True
C1,V1,512,0.167057,0.1670619,0.1675445183784508,2.679913043593023e-06,1.9492391306125365e-07,0.0,True
C1,V1,513,0.174038,0.1740512,0.1740411384714265,1.1244695651666332e-06,0.0,0.0,True
C1,V1,514,0.180544,0.1805011,0.180068413138172,2.4470652255733593e-08,0.0,0.0,True
C1,V1,515,0.184575,0.1846005,0.1837503288205375,1.7271152171470938e-06,2.7509782616148654e-07,0.0,True
C1,V1,516,0.185952,0.1858896,0.1853096965274033,4.4990000001432015e-06,0.0,0.0,True
C1,V1,517,0.183976,0.1839246,0.1830684433539234,0.0,5.364347824639112e-07,0.0,True
C1,V1,518,0.179215,0.1791818,0.1788024350986068,1.1377641304944752e-06,2.210652174601837e-07,0.0,True
C1,V1,519,0.172675,0.1726498,0.1726386482313067,0.0,9.783695653148537e-08,0.0,True
C1,V1,520,0.165344,0.1653223,0.1659160329432797,4.96021739081138e-07,0.0,0.0,True
C1,V1,535,0.161845,0.1618388,0.1626449997462534,2.3826065214985324e-06,4.493913031555291e-08,0.0,True
C1,V1,536,0.174837,0.1748153,0.1748023273287809,4.730899999950061e-06,0.0,0.0,True
C1,V1,537,0.188748,0.1886662,0.1877106089217971,0.0,2.118913043213728e-07,0.0,True
C1,V1,538,0.201499,0.2010202,0.2003773351161908,0.0057630691163045,0.0015816319565217,0.0131931562465728,True
C1,V1,539,0.213532,0.210799,0.210387114852941,0.0393396172141303,0.0115801291739129,0.0348696881267555,True
C1,V1,540,0.21842,0.2149183,0.2169126359728834,0.0624015805858695,0.0257070743804349,0.0700472003963997,True
C1,V1,541,0.213278,0.2105824,0.2108366559329237,0.0405189596271738,0.0118753525978261,0.0445402139050641,True
C1,V1,542,0.2014,0.2007008,0.2001803942082428,0.0077523121108695,0.0015421456304348,0.0168028030760594,True
C1,V1,543,0.186927,0.1869935,0.1857908962622542,2.418818478240905e-06,4.5367391305026084e-07,0.0,True
C1,V1,544,0.172495,0.1725265,0.1725403742912387,1.166566304304687e-06,0.0,0.0,True
C1,V1,559,0.175277,0.1765114,0.1741305386046313,0.0,0.0,0.0,True
C1,V1,560,0.190884,0.1907571,0.1897626629044186,2.635230434832675e-06,0.0,0.0,True
C1,V1,561,0.30545,0.3056894,0.3087633248937647,0.078583301354348,0.0499028045652175,0.0666738939336544,True
C1,V1,562,0.388317,0.3763259,0.3797512825641265,0.1160433702467395,0.0490070743478259,0.0814057130793553,True
C1,V1,563,0.28004,0.2731858,0.2733351794826261,0.1449238484010873,0.0800030668478258,0.1450411102517536,True
C1,V1,564,0.293142,0.2870705,0.2870395760833221,0.1541286169184783,0.0954952901086956,0.1559031560002209,True
C1,V1,565,0.292213,0.2869146,0.2844959801455861,0.1600862693576084,0.1013412503260871,0.1610004567091453,True
C1,V1,566,1.0,1.0,1.0,0.0,0.0,3.2639972067898704,False
C1,V1,567,1.0,1.0,0.9479756252043742,0.8108511467663049,0.8429816923913052,3.885303323106613,False
C1,V1,568,0.309573,0.3070747,0.3074299095890643,0.2956172441195653,0.1765297167391304,0.3520825455583352,True
C1,V1,583,0.173138,0.1739796,0.1723425652299842,0.0,1.7042391320629005e-07,0.0,True
C1,V1,584,0.184763,0.1847291,0.184100500052545,3.2052858697542828e-06,0.0,0.0,True
C1,V1,585,0.209331,0.207241,0.2073396907532412,0.0267473580956521,0.0070788486195653,0.0303207042454659,True
C1,V1,586,0.33231,0.3268931,0.3176009334364034,0.0695591761249999,0.0534508782608694,0.0765602367627619,True
C1,V1,587,0.254647,0.2492555,0.2492934993467648,0.1244431262923914,0.073603165652174,0.1235179527358986,True
C1,V1,588,0.683784,0.7714242,0.7560901849090048,2.0041387080326087,2.887318598695652,2.937005990814455,True
C1,V1,589,1.0,1.0,1.0,1.466994150486957,1.4087558999999994,2.735080509215749,False
C1,V1,590,1.0,1.0,1.0,0.8348575664521746,0.9728924489130428,3.1133612175234124,False
C1,V1,591,0.216132,0.213245,0.2152240367997578,0.0689678898804348,0.0352753259021739,0.0941343811754537,True
C1,V1,592,0.300742,0.2975719,0.2992350285434084,0.2960768637456522,0.1639497555434785,0.33950064481963,True
C1,V1,607,0.183383,0.1858581,0.1809159133438403,0.0002202098217391,2.88369565243604e-07,0.0,True
C1,V1,608,0.201681,0.2013419,0.2001636717671805,0.0054081294043476,0.0037374461521738,0.0084690340305284,True
C1,V1,609,0.362094,0.3554003,0.3741572917130741,0.1934001276760873,0.0463457209782609,0.1328061060255301,True
C1,V1,610,0.494348,0.4571569,0.4429975378252547,0.3793464693434789,0.0474083539130428,0.1305745822009482,True
C1,V1,611,0.321323,0.3149562,0.311705370636853,0.1448459175152178,0.0936221313043481,0.1444981311563081,True
C1,V1,612,0.344481,0.3390616,0.3356162720905187,0.1510043970119564,0.1004530080434786,0.1560583067954054,True
C1,V1,613,0.351861,0.3475359,0.339963532527829,0.1605914018847825,0.1111888993478262,0.1683705266221017,True
C1,V1,614,0.331185,0.3279121,0.320665720932385,0.1737616506467393,0.1222767270652174,0.1910170794690909,True
C1,V1,615,0.638593,0.5431516,0.4716675796452939,1.1410101539130435,0.4390950599999997,0.2304205618979475,True
C1,V1,616,0.230257,0.2210017,0.2271364569508667,0.1886574806239129,0.0741955358695652,0.1974392426477293,True
C1,V1,631,0.176472,0.1793133,0.1745773626081753,9.979206522116373e-07,0.0,0.0,True
C1,V1,632,0.20662,0.2055135,0.2047462415573296,0.0162836049641305,0.0070493062282606,0.0188666038089908,True
C1,V1,633,0.310274,0.3126386,0.329649416113048,0.1210813013858697,0.037635148043478,0.1144734166606923,True
C1,V1,634,0.418058,0.383343,0.3719871247565929,0.3874936468380435,0.0264825046739132,0.1545026542484332,True
C1,V1,635,0.485815,0.4663859,0.4562813602998599,0.4659938557076086,0.0260279435869567,0.1484481966017684,True
C1,V1,636,0.856152,0.9200278,0.6952776325339134,2.774377753683696,3.1725087285869567,2.365660775440308,True
C1,V1,637,1.0,1.0,1.0,0.0,0.0,3.0833908553388945,False
