case,view_id,time_index,reference_DGP,reference_Ev_lx,EIGCM_DGP,EIGCM_Ev_lx,Jones_dcglare_DGP,Jones_dcglare_Ev_lx,Raytraverse_Balanced_DGP,Raytraverse_Balanced_Ev_lx,Raytraverse_High_DGP,Raytraverse_High_Ev_lx
C3,311,4110,0.159087,1.483,0.1591005,1.712184,0.1600886,1.50980723,0.16007927,1.3504083,0.1600788,1.34242606
C3,311,4111,0.15918,3.064,0.1592085,3.5526664,0.16018368,3.12893367,0.16016411,2.79578091,0.16016381,2.790654
C3,311,4112,0.15928,4.763,0.1593245,5.5286975,0.16028563,4.86648846,0.16025481,4.34084675,0.16025496,4.34350382
C3,311,4113,0.15937,6.305,0.1594295,7.3174057,0.16037798,6.43988466,0.16034152,5.81801055,0.16033785,5.75556862
C3,311,4114,0.159441,7.519,0.1595134,8.7456408,0.16045176,7.69673347,0.16040878,6.96383227,0.16040447,6.89041077
C3,311,4115,0.15949,8.354,0.1595679,9.6740646,0.16049968,8.51319695,0.16045159,7.69319562,0.16044867,7.64349937
C3,311,4116,0.159503,8.573,0.1595846,9.9587069,0.16051432,8.76267147,0.16046477,7.91765976,0.16046133,7.85917265
C3,311,4117,0.159485,8.267,0.1595626,9.5836945,0.16049497,8.43297672,0.16044381,7.56066117,0.16044311,7.54871155
C3,311,4118,0.159436,7.433,0.159503,8.5694885,0.16044264,7.54133701,0.16039619,6.749326,0.16039693,6.76197315
C3,311,4119,0.15935,5.967,0.1594059,6.9140449,0.16035717,6.0847683,0.16032201,5.48565508,0.16031954,5.44360611
C3,311,4120,0.159249,4.241,0.1592894,4.9306564,0.16025463,4.33834791,0.16022932,3.90666504,0.16022776,3.88002389
C3,311,4121,0.159149,2.547,0.159173,2.9468288,0.16015208,2.59123421,0.16013647,2.32488585,0.16013629,2.32182291
C3,311,4122,0.159065,1.102,0.1590751,1.2784894,0.16006591,1.12257183,0.16005938,1.01166528,0.16005928,1.00980835
C3,311,8527,0.159148,2.517,0.1591918,3.2673748,0.16015811,2.69327283,0.16011741,2.00014739,0.16011362,1.9355515
C3,311,8528,0.160686,28.716,0.160727,29.420975,0.16304568,51.87369537,0.1613275,22.61497165,0.16135776,23.13049643
C3,311,8529,0.163225,71.978,0.1637678,81.222725,0.16813624,138.60580444,0.162811,47.88762959,0.1629081,49.54180496
C3,311,8530,0.164508,93.84,0.1653808,108.70238,0.16898387,153.0358429,0.18210137,111.6647121,0.21869429,117.81773466
C3,311,8531,0.25359,108.152,0.2555569,106.7861,0.16841539,143.36018372,0.16694348,118.28754622,0.16562716,95.86308982
C3,311,8532,0.163595,76.554,0.1634316,75.495728,0.1652096,88.74641418,0.16432321,73.64924904,0.16419172,71.40914077
C3,311,8533,0.161392,40.742,0.1618794,49.053448,0.16245076,41.75506973,0.16226287,38.5497003,0.16224566,38.25651184
C3,311,8534,0.493992,296.328,0.4905536,329.65735,0.2819249,111.95207214,0.16357575,60.91561055,0.16387524,66.0176589
C3,311,8535,0.487206,165.493,0.4846598,171.22717,0.24733658,110.21163177,0.48806337,117.57065334,0.48985454,114.8448876
C3,311,8536,0.159311,5.305,0.15939,6.6444626,0.16033046,5.6303978,0.1603042,5.18233182,0.16029892,5.09240164
C3,312,1902,0.159166,2.833,0.1591869,3.1847456,0.16016719,2.84877443,0.16012961,2.207968,0.1601284,2.18746805
C3,312,1903,0.159409,6.976,0.1594443,7.5695796,0.16041552,7.07982635,0.16033852,5.76687846,0.16034116,5.81197139
C3,312,1904,0.161468,42.038,0.1617244,46.411579,0.16276612,47.11828613,0.16195415,33.29041241,0.16196436,33.46436813
C3,312,1905,0.163207,61.467,0.1628236,65.137383,0.1636487,62.16218948,0.16304536,51.88010819,0.16297476,50.6772642
C3,312,1906,0.160617,27.549,0.1607693,30.141434,0.1616648,28.36389542,0.1613679,23.30325409,0.16137397,23.40657728
C3,312,1907,0.16082,31.006,0.1609834,33.788216,0.16187078,31.87364769,0.16155837,26.54797767,0.16156111,26.59468202
C3,312,1908,0.160832,31.203,0.161016,34.344494,0.16190448,32.44739914,0.16158423,26.98862132,0.16159874,27.23584432
C3,312,1909,0.160687,28.737,0.1608667,31.800007,0.16176802,30.12275887,0.16147311,25.09553918,0.16148558,25.30804479
C3,312,1910,0.160429,24.342,0.1605758,26.844767,0.16149411,25.45639801,0.16123882,21.10426045,0.16125486,21.37758638
C3,312,1911,0.160066,18.166,0.1601859,20.202501,0.16112089,19.09749985,0.1609379,15.97793473,0.16094719,16.13611362
C3,312,1912,0.159679,11.559,0.1597517,12.806064,0.16070828,12.06717777,0.16059494,10.13520906,0.16059692,10.16894636
C3,312,1913,0.159806,13.737,0.1598504,14.48644,0.16084394,14.37892342,0.16070217,11.96197444,0.1607039,11.99149934
C3,312,4109,0.159007,0.112,0.1590072,0.12189793,0.16000671,0.11454662,0.16000555,0.09456222,0.16000558,0.09502026
C3,312,4110,0.159068,1.166,0.1590748,1.2740544,0.16007031,1.19803357,0.16005795,0.98720025,0.16005833,0.99361426
C3,312,4111,0.159141,2.405,0.1591545,2.6326299,0.16014541,2.47697592,0.1601197,2.03912791,0.16012086,2.05886083
C3,312,4112,0.159219,3.735,0.15924,4.0886164,0.16022588,3.84894753,0.16018576,3.16460767,0.16018773,3.19805351
C3,312,4113,0.15929,4.934,0.1593175,5.4091539,0.16029907,5.09513569,0.16024881,4.23872007,0.16024842,4.2319698
C3,312,4114,0.159346,5.889,0.1593796,6.4672861,0.16035779,6.09628677,0.16029791,5.07512821,0.16029765,5.07067588
C3,312,4115,0.159385,6.557,0.15942,7.1557713,0.1603962,6.75027227,0.16032956,5.61427087,0.16033069,5.63358683
C3,312,4116,0.159392,6.686,0.1594323,7.363956,0.16040773,6.94646025,0.16033909,5.77670001,0.16033964,5.78609616
C3,312,4117,0.15938,6.472,0.1594159,7.0860701,0.16039206,6.67956686,0.16032257,5.49525648,0.16032612,5.55578323
C3,312,4118,0.159343,5.843,0.159372,6.3380508,0.1603504,5.97037983,0.16028975,4.93608022,0.16029224,4.97856353
C3,312,4119,0.159274,4.67,0.1593002,5.1141915,0.16028262,4.81523371,0.16023543,4.01072076,0.1602352,4.00686573
C3,312,4120,0.159194,3.312,0.1592139,3.6437423,0.16020133,3.43018365,0.16016704,2.84565722,0.16016721,2.84854573
C3,312,4121,0.159117,1.992,0.1591275,2.1715717,0.16012002,2.04460526,0.1600994,1.69329758,0.16009985,1.70097844
C3,312,4122,0.15905,0.853,0.1590549,0.93589687,0.16005177,0.88146478,0.16004301,0.73272487,0.1600432,0.73590157
C3,312,8527,0.159131,2.237,0.1591441,2.4556847,0.16012469,2.12471056,0.16009617,1.63829831,0.16009134,1.55598393
C3,312,8528,0.160518,25.868,0.1606165,27.539173,0.16230166,39.21399689,0.16112221,19.11773255,0.16110162,18.76695353
C3,312,8529,0.163071,69.358,0.1636868,79.843727,0.16755013,128.62362671,0.16236837,40.3470712,0.16242644,41.33628995
C3,312,8530,0.164126,85.231,0.1646984,97.076317,0.22162688,154.46333313,0.18586434,97.74161338,0.22851221,104.04425025
C3,312,8531,0.236871,96.012,0.241184,91.720932,0.16778017,132.52781677,0.1657365,97.72571991,0.16462729,78.82945841
C3,312,8532,0.163135,68.34,0.1634496,75.802948,0.16419401,71.45658875,0.1637002,63.0358035,0.16352456,60.04355994
C3,312,8533,0.160814,30.902,0.1610349,34.666809,0.16192843,32.85681915,0.16160687,27.37430749,0.16160952,27.41945229
C3,312,8534,0.43224,76.365,0.4490602,101.49416,0.16468566,79.82023621,0.16245475,41.81860689,0.16303027,51.6229447
C3,312,8535,0.160822,31.035,0.1612622,38.539047,0.16261287,44.51488495,0.16185548,31.60949272,0.16210313,35.8284176
C3,312,8536,0.159218,3.718,0.1592495,4.2505107,0.16023203,3.95377851,0.16019536,3.32813843,0.16019462,3.31548239
C3,313,1902,0.159059,1.0,0.1590538,0.91664863,0.16007413,1.26293766,0.16006477,1.10336814,0.1600651,1.10900173
C3,313,1903,0.159157,2.677,0.1591438,2.4490559,0.16019428,3.30981636,0.16017569,2.99308374,0.16017784,3.02957368
C3,313,1904,0.159839,14.286,0.1602491,21.280121,0.16101177,17.23574638,0.16099081,16.87929065,0.16099834,17.00752755
C3,313,1905,0.160259,21.454,0.1603896,23.672911,0.16149112,25.40018654,0.16153996,26.23440566,0.16150905,25.70785037
C3,313,1906,0.159616,10.491,0.159578,9.8471327,0.16076783,13.07997513,0.16070684,12.0416342,0.16071235,12.13547394
C3,313,1907,0.159687,11.708,0.159657,11.192863,0.16088136,15.01323509,0.160807,13.74795124,0.1608164,13.90796258
C3,313,1908,0.159724,12.335,0.1596771,11.534982,0.1609215,15.69761181,0.1608391,14.29476383,0.16084755,14.43873419
C3,313,1909,0.15967,11.405,0.1596362,10.8386,0.16088388,15.05680084,0.16079046,13.46606532,0.16079825,13.59877664
C3,313,1910,0.159591,10.062,0.1595462,9.3055801,0.16077556,13.21176338,0.16067318,11.46807072,0.16068403,11.65304049
C3,313,1911,0.159451,7.689,0.1594188,7.1350679,0.16060547,10.31449032,0.16051592,8.78910181,0.16052495,8.94289565
C3,313,1912,0.159297,5.067,0.1592712,4.6205859,0.1603961,6.74749327,0.1603321,5.65762493,0.16033609,5.72552742
C3,313,1913,0.159468,7.971,0.1594843,8.2500229,0.16058297,9.9325161,0.16044882,7.64595388,0.16047243,8.0481549
C3,313,4109,0.159003,0.043,0.1590023,0.03989504,0.16000319,0.0544282,0.1600029,0.04938824,0.16000292,0.04977996
C3,313,4110,0.159026,0.447,0.1590247,0.41999462,0.1600338,0.5757913,0.16003011,0.51290577,0.1600307,0.52295719
C3,313,4111,0.159055,0.938,0.1590513,0.87354249,0.16007045,1.19980359,0.1600631,1.07495605,0.16006387,1.08815914
C3,313,4112,0.159086,1.464,0.1590801,1.3641765,0.16010995,1.87276757,0.16009781,1.66620156,0.16009962,1.69714334
C3,313,4113,0.159113,1.933,0.1591064,1.8128422,0.1601458,2.48360443,0.16013067,2.22608623,0.16013168,2.24330323
C3,313,4114,0.159134,2.288,0.1591277,2.1756585,0.16017449,2.97271037,0.16015662,2.66817873,0.16015812,2.69369947
C3,313,4115,0.159149,2.541,0.1591418,2.4149899,0.16019326,3.29258251,0.16017427,2.96881512,0.16017531,2.98661828
C3,313,4116,0.159151,2.577,0.1591459,2.4852717,0.16019897,3.38939595,0.16017932,3.05491312,0.16018086,3.0811462
C3,313,4117,0.159148,2.514,0.15914,2.3842556,0.16019119,3.25662208,0.16017033,2.9017531,0.16017348,2.95535067
C3,313,4118,0.159135,2.298,0.1591247,2.1251297,0.16017065,2.90663171,0.16015344,2.61392103,0.16015473,2.63592237
C3,313,4119,0.159106,1.806,0.1591004,1.7095065,0.16013745,2.34190178,0.16012371,2.10748163,0.16012456,2.12200147
C3,313,4120,0.159075,1.277,0.1590714,1.2159611,0.16009804,1.66986156,0.16008769,1.49383181,0.16008839,1.50580448
C3,313,4121,0.159045,0.771,0.1590426,0.7252683,0.16005868,0.99979132,0.16005246,0.89363229,0.16005292,0.90153438
C3,313,4122,0.15902,0.334,0.1590184,0.3142488,0.16002559,0.43547791,0.16002278,0.388063,0.16002299,0.39159542
C3,313,8527,0.159039,0.662,0.1590681,1.1594021,0.16004408,0.75071043,0.16004556,0.77621933,0.16004513,0.76886991
C3,313,8528,0.159443,7.543,0.1593436,5.8536606,0.16046363,7.8992486,0.16052144,8.88308976,0.16052616,8.96362194
C3,313,8529,0.15993,15.836,0.1597142,12.166902,0.16091035,15.50959682,0.16110718,18.86161755,0.16119914,20.42825204
C3,313,8530,0.161427,41.346,0.1607334,29.529596,0.17860197,54.7194252,0.17815997,46.88363212,0.218125,48.23741996
C3,313,8531,0.161203,37.533,0.1613345,39.769318,0.16341536,58.1526947,0.16250947,42.7507037,0.16209547,35.69799421
C3,313,8532,0.161194,37.369,0.160652,28.142216,0.16191386,32.59662628,0.16242693,41.34456446,0.16220601,37.58105323
C3,313,8533,0.159741,12.619,0.1596714,11.438208,0.16098431,16.76796532,0.16085851,14.62542091,0.16085866,14.62788933
C3,313,8534,0.161387,40.672,0.1609919,33.932907,0.16388145,66.10942078,0.16202205,34.44720716,0.16307468,52.37955041
C3,313,8535,0.160834,28.937,0.1608911,32.215591,0.16339215,57.75312424,0.16183127,31.19711202,0.16204966,34.91754494
C3,313,8536,0.159095,1.614,0.159092,1.5674464,0.16014361,2.4466567,0.1601104,1.88069347,0.16011138,1.89748768
C3,314,1902,0.159038,0.644,0.1590479,0.81547242,0.16005831,0.99340904,0.16004705,0.80146612,0.16004704,0.8014054
C3,314,1903,0.159102,1.745,0.1591278,2.1776953,0.16015301,2.60671711,0.16013393,2.28158133,0.16013261,2.25915609
C3,314,1904,0.15958,8.435,0.1596085,10.367042,0.16072148,12.29160309,0.1606683,11.38495028,0.16066698,11.36254621
C3,314,1905,0.159754,12.843,0.1598874,15.117785,0.16106236,18.09859657,0.16105967,18.05234408,0.16102937,17.53603414
C3,314,1906,0.159396,6.748,0.1594971,8.4688683,0.16059714,10.17351532,0.16053125,9.0503391,0.16052725,8.98207593
C3,314,1907,0.159455,7.749,0.1595768,9.8264618,0.16069234,11.79528236,0.16062032,10.56766251,0.16061099,10.40869975
C3,314,1908,0.15949,8.341,0.1596133,10.447518,0.16073633,12.54468918,0.16065586,11.17307167,0.16064683,11.01920009
C3,314,1909,0.159469,7.992,0.1595984,10.194742,0.16072014,12.26858807,0.16063426,10.80505045,0.16062325,10.61754579
C3,314,1910,0.15942,7.157,0.1595352,9.1169748,0.16064188,10.93580246,0.1605514,9.39358818,0.16054417,9.27040974
C3,314,1911,0.159332,5.663,0.1594275,7.2830849,0.16050382,8.58393669,0.16042941,7.31541145,0.16042355,7.21552489
C3,314,1912,0.15922,3.753,0.1592878,4.902627,0.16033135,5.64544201,0.16027637,4.70811615,0.16027395,4.66694235
C3,314,1913,0.159373,6.347,0.1594941,8.4171515,0.1605656,9.63711166,0.16037551,6.3971601,0.16039529,6.73401443
C3,314,4109,0.159002,0.029,0.1590021,0.03628539,0.16000252,0.04322143,0.16000221,0.03772944,0.16000221,0.03757798
C3,314,4110,0.159018,0.304,0.1590226,0.38574544,0.16002696,0.45968115,0.16002342,0.39897778,0.16002331,0.39705826
C3,314,4111,0.159037,0.634,0.1590474,0.80665034,0.16005638,0.96026069,0.16004923,0.83864147,0.16004867,0.82915297
C3,314,4112,0.159058,0.988,0.1590741,1.2616998,0.16008802,1.49954355,0.16007636,1.30082493,0.16007618,1.29780242
C3,314,4113,0.159077,1.319,0.1590983,1.6744293,0.16011663,1.98694944,0.16010174,1.73320855,0.16010079,1.71696938
C3,314,4114,0.159092,1.569,0.1591176,2.004065,0.16013939,2.3751173,0.1601219,2.07667659,0.1601209,2.05967531
C3,314,4115,0.159101,1.729,0.1591303,2.2196064,0.16015426,2.62818122,0.16013545,2.30746584,0.16013385,2.28028559
C3,314,4116,0.159103,1.762,0.1591342,2.2855761,0.16015883,2.70615888,0.16013941,2.37497341,0.16013823,2.35478932
C3,314,4117,0.159101,1.724,0.1591289,2.1953833,0.16015273,2.60186934,0.16013361,2.2761344,0.16013256,2.25823053
C3,314,4118,0.15909,1.539,0.1591149,1.9575636,0.16013637,2.32359695,0.16011911,2.02921283,0.1601177,2.00513728
C3,314,4119,0.159073,1.237,0.1590925,1.5755469,0.16011001,1.87396657,0.16009596,1.63479472,0.16009494,1.61735803
C3,314,4120,0.159052,0.878,0.1590659,1.1230973,0.1600786,1.33881569,0.16006807,1.15965551,0.16006769,1.153201
C3,314,4121,0.159031,0.529,0.1590395,0.67350113,0.16004719,0.80423105,0.16004089,0.69651287,0.16004071,0.69346042
C3,314,4122,0.159014,0.231,0.1590173,0.29538959,0.16002068,0.35199431,0.16001787,0.30437274,0.16001779,0.30309171
C3,314,8527,0.15902,0.346,0.1590256,0.43578598,0.16002961,0.50463802,0.16002538,0.43236992,0.16002778,0.47332496
C3,314,8528,0.159224,3.816,0.1592961,5.0447893,0.16029333,4.99779034,0.16026806,4.56658459,0.16029896,5.09300126
C3,314,8529,0.159453,7.716,0.1596674,11.369694,0.16057396,9.77869034,0.16062427,10.63486888,0.16072839,12.40877146
C3,314,8530,0.159966,16.465,0.160455,24.787664,0.16208062,35.42617798,0.161647,28.05793207,0.16115223,19.62915237
C3,314,8531,0.161342,23.498,0.160926,32.810261,0.16262551,44.70491028,0.16192017,32.71158643,0.16131553,22.41107321
C3,314,8532,0.160995,28.558,0.16166,45.315201,0.16175165,29.8367157,0.16204472,34.83332092,0.16190293,32.41792804
C3,314,8533,0.159542,9.226,0.1596735,11.473464,0.1608503,14.48690701,0.16072447,12.34189622,0.16070191,11.95758556
C3,314,8534,0.161327,39.645,0.1613864,40.654171,0.16258472,44.02741241,0.16229525,39.10136714,0.16373054,63.55262605
C3,314,8535,0.16058,26.919,0.1602667,21.578993,0.16197394,33.63054276,0.16237557,40.4696802,0.1621034,35.83308458
C3,314,8536,0.159073,1.244,0.1591023,1.7433993,0.16012166,2.07298279,0.16009648,1.6436557,0.16009527,1.62299212
C3,315,1902,0.159045,0.77,0.1590562,0.958242,0.16005829,0.99257815,0.16005731,0.9762429,0.16005661,0.96444794
C3,315,1903,0.15912,2.043,0.1591594,2.7152088,0.16013751,2.34222293,0.16015864,2.7025653,0.16015591,2.65606507
C3,315,1904,0.160253,10.259,0.1597697,13.113002,0.16103146,17.57225037,0.16080675,13.74357768,0.16081427,13.87179918
C3,315,1905,0.15991,15.497,0.1602688,21.615679,0.16110104,18.75782585,0.16126253,21.50821694,0.16122712,20.90488935
C3,315,1906,0.159464,7.898,0.1596365,10.844089,0.16052895,9.01115894,0.16062841,10.70546969,0.16062025,10.56638022
C3,315,1907,0.159536,9.125,0.1597396,12.600296,0.1606075,10.34969234,0.16072895,12.4183118,0.16071448,12.17174751
C3,315,1908,0.159572,9.75,0.1597854,13.380357,0.16064166,10.93147659,0.16076549,13.04074637,0.16075419,12.84822345
C3,315,1909,0.159546,9.293,0.159758,12.913253,0.16062497,10.64737225,0.16074085,12.62096575,0.16072378,12.33016897
C3,315,1910,0.159482,8.204,0.159661,11.26141,0.1605593,9.52832413,0.16064296,10.95336929,0.16062944,10.72300159
C3,315,1911,0.159378,6.439,0.1595062,8.6238222,0.16044556,7.59118223,0.16049764,8.47768757,0.16048646,8.28720942
C3,315,1912,0.159246,4.19,0.1593205,5.4591532,0.16029415,5.01170683,0.16031799,5.41718624,0.16031257,5.32488747
C3,315,1913,0.159353,6.016,0.1593643,6.2060785,0.1604058,6.91358089,0.16038985,6.64141405,0.16039691,6.76158475
C3,315,4109,0.159002,0.034,0.1590026,0.04488657,0.16000227,0.03858904,0.16000262,0.04461754,0.16000259,0.04411097
C3,315,4110,0.159021,0.359,0.1590279,0.47611138,0.16002406,0.40998477,0.16002772,0.47223499,0.16002731,0.46532547
C3,315,4111,0.159044,0.747,0.1590583,0.99258226,0.1600503,0.85666102,0.16005769,0.98277404,0.16005689,0.96919344
C3,315,4112,0.159068,1.157,0.1590909,1.5483854,0.16007861,1.33884239,0.16008971,1.52823687,0.16008893,1.51499803
C3,315,4113,0.159091,1.543,0.1591205,2.0521438,0.16010424,1.77536225,0.16011915,2.02978938,0.16011777,2.0062911
C3,315,4114,0.159108,1.835,0.1591442,2.4565165,0.16012461,2.12300706,0.16014272,2.43126956,0.16014105,2.40288113
C3,315,4115,0.159119,2.026,0.1591599,2.7232594,0.16013786,2.34918904,0.16015872,2.70386367,0.16015619,2.66083312
C3,315,4116,0.159122,2.085,0.1591645,2.8031595,0.160142,2.41887116,0.16016335,2.78286322,0.16016114,2.74514425
C3,315,4117,0.159119,2.021,0.1591579,2.6895216,0.1601365,2.32592082,0.16015707,2.67584824,0.16015459,2.63348109
C3,315,4118,0.159105,1.797,0.1591407,2.3976576,0.16012192,2.07676148,0.16013996,2.38434394,0.16013747,2.34183904
C3,315,4119,0.159085,1.445,0.1591134,1.9313264,0.16009823,1.67378223,0.16011254,1.91727772,0.16011086,1.88853696
C3,315,4120,0.159061,1.037,0.1590809,1.3783486,0.16007012,1.19452751,0.16008014,1.36519104,0.16007925,1.35012017
C3,315,4121,0.159036,0.621,0.1590485,0.8267045,0.16004209,0.71684921,0.1600481,0.81948692,0.16004754,0.80980011
C3,315,4122,0.159016,0.271,0.1590211,0.36000559,0.16001841,0.31387168,0.160021,0.35767603,0.16002075,0.35341888
C3,315,8527,0.159027,0.464,0.15903,0.51050568,0.16002747,0.46780095,0.16003556,0.60587731,0.16003651,0.62199483
C3,315,8528,0.161142,5.213,0.1593127,5.3265276,0.16027281,4.64855719,0.16037065,6.31431291,0.16042265,7.20019621
C3,315,8529,0.159651,11.083,0.1596192,10.548648,0.16052396,8.9273138,0.1608797,14.98642225,0.16109222,18.60675319
C3,315,8530,0.160717,22.32,0.159954,16.25276,0.16078076,13.30267334,0.16210067,35.78651853,0.16158615,27.02134696
C3,315,8531,0.160581,26.938,0.160665,28.363821,0.1609707,16.53925133,0.16220575,37.57673207,0.16143517,24.44922653
C3,315,8532,0.160969,29.151,0.1626703,62.525658,0.16109053,18.58181953,0.16218602,37.24047368,0.16248895,42.40113515
C3,315,8533,0.159626,10.668,0.159906,15.43454,0.16070573,12.02391529,0.1608403,14.31518888,0.16081453,13.87612112
C3,315,8534,0.161144,36.531,0.1629986,68.119637,0.16139004,23.68437004,0.1626753,45.57580692,0.16393603,67.05326324
C3,315,8535,0.160711,27.679,0.1618071,47.821785,0.1625007,42.60443497,0.16309212,52.67672456,0.1623256,39.61841259
C3,315,8536,0.159083,1.414,0.1591122,1.9108933,0.16011042,1.88132024,0.16011073,1.88637124,0.16010896,1.85629623
C3,316,1902,0.159074,1.266,0.1590799,1.3606066,0.16008246,1.40514708,0.16007501,1.27784491,0.16007351,1.25231854
C3,316,1903,0.159186,3.171,0.1591999,3.4057326,0.1601993,3.39599228,0.16020419,3.47851314,0.16019673,3.35144857
C3,316,1904,0.165396,15.949,0.1599574,16.309872,0.16095034,16.19206619,0.16101501,17.29145535,0.16101731,17.33062727
C3,316,1905,0.160506,23.452,0.1603807,23.521288,0.16136716,23.29378128,0.16157386,26.81199197,0.16153722,26.187733
C3,316,1906,0.159707,12.043,0.1597597,12.941204,0.16074634,12.71618652,0.16080003,13.62909327,0.16076821,13.08701899
C3,316,1907,0.159815,13.882,0.1598768,14.937419,0.16086222,14.6906147,0.16092836,15.81532655,0.16088849,15.1360963
C3,316,1908,0.15988,14.988,0.159933,15.893798,0.16092095,15.6918869,0.16097726,16.64831,0.16094618,16.11894236
C3,316,1909,0.161805,14.603,0.1599198,15.669722,0.16091458,15.58289719,0.16096902,16.50797389,0.16092137,15.69625251
C3,316,1910,0.159781,13.3,0.1598402,14.313167,0.16084304,14.36428547,0.1608673,14.77518564,0.16082529,14.05945078
C3,316,1911,0.159649,11.05,0.159688,11.719971,0.16070293,11.97742081,0.16070288,11.97408249,0.16066372,11.30702986
C3,316,1912,0.159458,7.809,0.1594803,8.1817141,0.16050085,8.53369617,0.16047413,8.0772387,0.16045147,7.69118995
C3,316,1913,0.160501,25.573,0.1605181,25.861494,0.16169334,28.85420227,0.16100791,17.17046774,0.1610552,17.9760977
C3,316,4109,0.159003,0.053,0.1590033,0.05706887,0.16000336,0.05709356,0.16000337,0.05737903,0.16000328,0.05592132
C3,316,4110,0.159033,0.567,0.1590356,0.60670346,0.16003569,0.60816664,0.16003593,0.61206962,0.16003483,0.593395
C3,316,4111,0.15907,1.191,0.1590745,1.2697853,0.16007486,1.27515364,0.16007519,1.28089457,0.16007278,1.23982303
C3,316,4112,0.159109,1.855,0.1591167,1.9876895,0.1601173,1.99872947,0.16011707,1.99435621,0.16011411,1.94400862
C3,316,4113,0.159145,2.476,0.1591548,2.6378143,0.16015579,2.65406537,0.16015598,2.65718356,0.16015143,2.57979649
C3,316,4114,0.159173,2.951,0.1591851,3.1535974,0.16018622,3.17279005,0.16018697,3.18519845,0.16018148,3.09159146
C3,316,4115,0.159192,3.264,0.1592047,3.4871008,0.16020583,3.50682783,0.160207,3.52648852,0.16020118,3.42725494
C3,316,4116,0.159197,3.359,0.1592108,3.5917308,0.160212,3.61238813,0.16021311,3.63048957,0.1602075,3.53489633
C3,316,4117,0.159191,3.246,0.1592029,3.4564447,0.16020415,3.47828627,0.16020471,3.48731642,0.16019912,3.39219803
C3,316,4118,0.159169,2.884,0.1591811,3.0859003,0.16018231,3.10669899,0.16018182,3.0975164,0.16017708,3.01667449
C3,316,4119,0.159136,2.321,0.1591458,2.4841316,0.16014681,2.50135875,0.16014622,2.49102309,0.16014249,2.42739747
C3,316,4120,0.159097,1.656,0.1591039,1.7694536,0.16010461,1.7822783,0.16010443,1.77901471,0.16010178,1.73389799
C3,316,4121,0.159058,0.991,0.1590623,1.0605584,0.16006275,1.06916571,0.16006289,1.07131134,0.16006093,1.0380636
C3,316,4122,0.159026,0.437,0.1590274,0.46729505,0.16002774,0.47226554,0.16002762,0.47059664,0.16002676,0.45591261
C3,316,8527,0.159047,0.809,0.1590422,0.71943724,0.16004312,0.73434681,0.16005255,0.89522755,0.16005471,0.93202838
C3,316,8528,0.15997,8.307,0.1593969,6.7610979,0.16039519,6.7335062,0.16052869,9.00666448,0.16059324,10.10628772
C3,316,8529,0.160334,16.883,0.1597291,12.420532,0.16068692,11.70447254,0.16107734,18.35338824,0.16145288,24.75085829
C3,316,8530,0.160917,31.629,0.1601071,18.860071,0.16119222,20.30744743,0.16204657,34.86490191,0.16189902,32.35124307
C3,316,8531,0.160907,32.48,0.1603611,23.186876,0.1617982,30.63042068,0.16217178,36.99792075,0.16157935,26.90540838
C3,316,8532,0.161475,31.713,0.1604466,24.643627,0.1616116,27.45903969,0.16239439,40.79025916,0.16305119,51.97931308
C3,316,8533,0.159888,15.126,0.1599866,16.807835,0.16096541,16.45006943,0.16102558,17.47158274,0.16097658,16.63673079
C3,316,8534,0.161447,41.689,0.1615732,43.835674,0.16179431,30.57318687,0.16307709,52.42060444,0.16353169,60.16511782
C3,316,8535,0.420916,52.689,0.4589535,50.894287,0.16331367,56.45707321,0.41729218,66.24894663,0.4315845,53.94341454
C3,316,8536,0.159146,2.481,0.1591656,2.8217719,0.16018205,3.10187554,0.16016043,2.73300851,0.16015625,2.66179746
C3,317,1902,0.159106,1.807,0.1591202,2.0474815,0.1601272,2.16596293,0.16010508,1.79006298,0.16010356,1.76415216
C3,317,1903,0.159261,4.449,0.1592975,5.0683494,0.16025091,4.27417803,0.16028535,4.86119099,0.16027435,4.67369431
C3,317,1904,0.180125,22.138,0.1604671,24.993908,0.16117216,19.96762657,0.16136133,23.19133779,0.16135811,23.13653151
C3,317,1905,0.161611,32.503,0.1615735,43.841412,0.16187096,31.86497879,0.1621292,36.27253932,0.16208482,35.51655085
C3,317,1906,0.15999,16.86,0.1601228,19.126919,0.16094857,16.15946198,0.1611016,18.76668754,0.16105651,17.99849417
C3,317,1907,0.160147,19.537,0.1603045,22.222929,0.16109777,18.70141983,0.16129112,21.99527737,0.16123037,20.96028482
C3,317,1908,0.160241,21.142,0.1604041,23.919231,0.16117631,20.03932571,0.16136886,23.31963496,0.16132408,22.55680869
C3,317,1909,0.165363,20.919,0.1604055,23.944639,0.16117675,20.04708099,0.16138568,23.60610973,0.16131338,22.37443074
C3,317,1910,0.160134,19.322,0.1603124,22.358265,0.16110014,18.74224663,0.1612649,21.54862396,0.16120463,20.52178422
C3,317,1911,0.159955,16.275,0.1601079,18.87467,0.16092557,15.76853943,0.16105484,17.9699474,0.16099155,16.89185439
C3,317,1912,0.159686,11.695,0.1597969,13.576093,0.16066412,11.31421089,0.16072532,12.35636836,0.16068778,11.71683833
C3,317,1913,0.161353,40.087,0.161848,48.51762,0.1622366,38.11048126,0.16164524,28.02801868,0.16174786,29.77612915
