case,view_id,time_index,reference_DGP,reference_Ev_lx,EIGCM_DGP,EIGCM_Ev_lx,Jones_dcglare_DGP,Jones_dcglare_Ev_lx,Raytraverse_Balanced_DGP,Raytraverse_Balanced_Ev_lx,Raytraverse_High_DGP,Raytraverse_High_Ev_lx
C1,177,1908,0.27445,1672.365,0.2579966,1682.1954,0.2667581,1697.24316406,0.29867339,2123.63409135,0.29896904,2135.05251463
C1,177,1909,0.265657,1540.908,0.2503211,1551.6334,0.2586339,1566.92431641,0.28770023,1955.71791402,0.28835565,1969.66607569
C1,177,1910,0.249143,1292.062,0.2355978,1304.9034,0.2426562,1319.05786133,0.26821017,1640.11696151,0.26860421,1651.47718115
C1,177,1911,0.224764,961.668,0.2162903,975.98462,0.2219993,987.74261475,0.24075592,1220.97723278,0.23992965,1229.12111637
C1,177,1912,0.198031,603.583,0.1949769,612.89502,0.19674473,620.87811279,0.20701239,763.08246253,0.2077502,768.0689435
C1,177,1913,0.209707,666.361,0.1997559,694.30762,0.20093609,697.37982178,0.21539012,814.24403735,0.21715858,819.39234276
C1,177,4109,0.159335,5.707,0.1593373,5.7458963,0.16034068,5.80419636,0.1604266,7.26743206,0.16042864,7.30228379
C1,177,4110,0.162505,59.707,0.1625351,60.222374,0.16357092,60.84109116,0.16446049,75.98790599,0.16448382,76.38537252
C1,177,4111,0.166263,123.734,0.1663396,125.03526,0.1674151,126.332901,0.16918443,156.4639509,0.16930299,158.48367297
C1,177,4112,0.17037,193.699,0.1704649,195.31424,0.17158398,197.35057068,0.17445231,246.20629431,0.17454841,247.84348702
C1,177,4113,0.174143,257.977,0.1742578,259.92896,0.17541664,262.63739014,0.17935493,329.7262017,0.17938185,330.18476341
C1,177,4114,0.177196,309.985,0.1773428,312.48471,0.17853345,315.73287964,0.18306548,392.93832654,0.18336036,397.96185468
C1,177,4115,0.17918,343.79,0.1793838,347.25317,0.18059552,350.86206055,0.1858172,439.8159766,0.18595835,442.22057724
C1,177,4116,0.17975,353.5,0.179969,357.22385,0.1811871,360.94024658,0.18649837,451.42019024,0.1866921,454.72056014
C1,177,4117,0.17893,339.519,0.1790958,342.34753,0.18030373,345.89074707,0.18554,435.09371655,0.18555056,435.27354634
C1,177,4118,0.176712,301.734,0.1768909,304.78564,0.17807393,307.9045105,0.18245518,382.54135028,0.18270573,386.80967157
C1,177,4119,0.173219,242.23,0.1733648,244.71628,0.17450956,247.18508911,0.17806701,307.78549731,0.17822803,310.52854578
C1,177,4120,0.169101,172.075,0.1691844,173.49994,0.17028528,175.22817993,0.17280085,218.07240734,0.17290028,219.76629344
C1,177,4121,0.164986,101.976,0.1650441,102.96518,0.16610359,103.9883728,0.16764778,130.28580294,0.16764256,130.19694607
C1,177,4122,0.16158,43.947,0.1615984,44.26614,0.16262471,44.71891403,0.16328066,55.88853686,0.16328945,56.03832187
C1,177,8527,0.166663,130.552,0.1669781,135.91269,0.25762363,267.46697998,0.1703657,176.58767927,0.16996397,169.74391325
C1,177,8528,0.266391,1343.202,0.2431904,1434.249,0.3355064,2268.51220703,1.0,14101.22168562,1.0,14283.62171108
C1,177,8529,1.0,14239.917,1.0,13637.246,0.709287,8417.89257812,1.0,14877.58516378,1.0,14936.36345398
C1,177,8530,1.0,19476.877,1.0,19299.492,0.8885146,11715.58886719,1.0,25555.05821366,1.0,24441.12312263
C1,177,8531,0.796697,5743.21,0.839856,5852.4141,0.5042788,5493.21728516,0.91202876,7301.99510889,0.87191715,6462.79925713
C1,177,8532,0.34559,2947.796,0.3508279,3259.7927,0.3714156,3549.328125,0.38550103,3668.58694572,0.3857582,3674.94025525
C1,177,8533,0.262057,1520.428,0.2500226,1550.641,0.2584376,1561.34191895,0.2818319,1871.41756024,0.28268133,1894.04211105
C1,177,8534,0.356898,2966.121,0.3316573,2934.4055,0.3470885,3171.33911133,0.36589315,3200.9983602,0.36751315,3234.946722
C1,177,8535,0.301206,1879.858,0.2756582,1987.3628,0.286533,2155.58251953,0.29538319,1983.68331116,0.30401891,2117.19654316
C1,177,8536,0.169929,186.176,0.1703711,193.71629,0.17148596,195.68041992,0.17354053,230.67335467,0.17374938,234.23132572
C1,178,1902,0.163344,73.996,0.1636223,78.744331,0.1652144,88.84358978,0.16470389,80.13435047,0.16454587,77.44233467
C1,178,1903,0.169033,170.92,0.1690738,171.61552,0.17065361,181.49810791,0.17215032,206.99018362,0.17199993,204.42817729
C1,178,1904,0.243106,1133.156,0.2376078,1186.0569,0.2413679,1309.30566406,0.25243066,1334.92998717,0.25320366,1383.54432195
C1,178,1905,0.255967,1531.526,0.2565736,1651.2416,0.2621884,1713.80505371,0.27845247,1919.92087824,0.27557907,1873.43535458
C1,178,1906,0.203043,689.42,0.1993752,687.823,0.2026403,726.41070557,0.21263111,832.69384313,0.21210472,825.91700237
C1,178,1907,0.208772,796.143,0.2054757,791.75037,0.20904502,835.52111816,0.21967072,958.65441745,0.21933494,954.84871682
C1,178,1908,0.210567,834.165,0.2078182,831.65594,0.21150831,877.48571777,0.22211376,1007.67246779,0.2218914,1003.42562102
C1,178,1909,0.207936,795.653,0.2057073,795.69525,0.20937032,841.06286621,0.2193628,963.20235147,0.21917457,960.37434814
C1,178,1910,0.200889,685.85,0.199519,690.27246,0.20289327,730.72131348,0.21206437,842.30944372,0.21145616,833.41528259
C1,178,1911,0.190351,520.098,0.1898559,525.65417,0.19272069,557.42333984,0.19977297,641.62184633,0.19902875,634.78194498
C1,178,1912,0.178174,326.585,0.1784993,332.18506,0.18073119,353.17254639,0.18500465,402.8698096,0.18485464,399.71223804
C1,178,1913,0.183245,374.35,0.1817043,386.78494,0.18471853,421.10073853,0.18771169,445.04343382,0.18833704,447.6977151
C1,178,4109,0.159163,2.769,0.1591627,2.7723308,0.16017217,2.93290973,0.16019831,3.37843138,0.16019706,3.35715047
C1,178,4110,0.16072,29.294,0.1607226,29.345514,0.16182265,31.05236435,0.16210043,35.78241737,0.16208672,35.54888938
C1,178,4111,0.162578,60.949,0.1625953,61.249386,0.16380422,64.8117218,0.16433594,73.86604973,0.16434039,73.94196512
C1,178,4112,0.164625,95.822,0.1646249,95.824829,0.16595088,101.38332367,0.16677844,115.47591148,0.16680239,115.88393369
C1,178,4113,0.166466,127.183,0.1664805,127.43602,0.16791215,134.79510498,0.16919732,156.68347941,0.16905753,154.30204888
C1,178,4114,0.167965,152.721,0.1679822,153.01947,0.1694977,161.80670166,0.17094671,186.48572113,0.17088166,185.37752497
C1,178,4115,0.168942,169.373,0.1689792,170.00258,0.17054882,179.71263123,0.17218723,207.61887246,0.17209638,206.07120742
C1,178,4116,0.16921,173.931,0.1692687,174.93463,0.17085555,184.93508911,0.17257425,214.21216607,0.17245957,212.25850383
C1,178,4117,0.168817,167.245,0.1688311,167.48039,0.17039646,177.11616516,0.17198899,204.24173232,0.17190451,202.80249523
C1,178,4118,0.16768,147.877,0.1677384,148.86523,0.16924434,157.48944092,0.17060299,180.63019495,0.17058654,180.34983117
C1,178,4119,0.165988,119.038,0.1660107,119.43329,0.16741952,126.40419769,0.16853533,145.40601109,0.16848577,144.56161539
C1,178,4120,0.163973,84.721,0.1639787,84.816216,0.16527128,89.80429077,0.16603066,102.73695973,0.16600421,102.28633502
C1,178,4121,0.16196,50.419,0.1619703,50.601986,0.16314608,53.59940338,0.16358833,61.12994624,0.16357773,60.94944396
C1,178,4122,0.160286,21.911,0.1602894,21.966171,0.16136625,23.27633476,0.16156522,26.66473558,0.161557,26.52462085
C1,178,8527,0.162651,62.194,0.209665,74.085373,0.21497848,112.22431946,0.16440561,75.05296319,0.16420103,71.56785914
C1,178,8528,0.230868,871.836,0.2279369,1174.3939,0.2179016,949.83905029,0.64514716,1890.87408468,0.64630906,1949.3215244
C1,178,8529,0.255311,1327.827,0.2408954,1395.1514,0.2473923,1488.7911377,0.26847271,1605.90388202,0.27464986,1730.75441716
C1,178,8530,0.285912,1901.708,0.280441,2068.8408,0.2873294,2169.14428711,0.313209,2460.97081873,0.29304141,2020.47607962
C1,178,8531,0.285166,2008.845,0.2914204,2255.8835,0.3028177,2433.00244141,0.3105637,2451.00228593,0.28261671,2048.62425185
C1,178,8532,0.296517,2168.379,0.3164278,2681.9048,0.3251361,2813.21655273,0.3001362,2286.66454188,0.29874256,2291.38680315
C1,178,8533,0.209106,833.004,0.2089081,850.22369,0.2131404,905.28936768,0.21816008,960.42027365,0.21841861,967.31330942
C1,178,8534,0.361578,2946.905,0.3473156,3208.1028,0.3707768,3590.74169922,0.36787564,3048.524944,0.372334,3255.13439581
C1,178,8535,0.302755,1717.313,0.2708355,1905.205,0.2794385,2034.7244873,0.29120468,1758.23805487,0.29946987,1896.21626216
C1,178,8536,0.164979,101.848,0.1654129,109.24822,0.16688754,117.34070587,0.16721809,122.96583168,0.16728349,124.07988825
C1,179,1902,0.164463,93.064,0.1646949,97.016365,0.16596957,101.70813751,0.16865361,147.42101232,0.16852174,145.17450572
C1,179,1903,0.176103,291.369,0.1759322,288.45367,0.17767097,301.04101562,0.19048142,519.27455798,0.19013136,513.31104385
C1,179,1904,0.249063,1472.658,0.2539687,1606.3539,0.2674732,1817.57055664,0.3013793,2320.83539737,0.3046157,2380.3598275
C1,179,1905,0.289094,2143.087,0.3037373,2449.4946,0.3153775,2625.25683594,0.3692911,3464.47494783,0.365067,3401.14855215
C1,179,1906,0.230949,1148.914,0.226585,1135.8483,0.231565,1183.45825195,0.28478756,2012.23639641,0.28285694,1983.0475517
C1,179,1907,0.242205,1338.436,0.2372515,1317.2278,0.2426195,1370.19506836,0.30371386,2334.74382001,0.30199905,2307.18725563
C1,179,1908,0.247762,1426.029,0.2420845,1398.8141,0.2476534,1454.03112793,0.31271707,2488.88119346,0.31088117,2456.4612801
C1,179,1909,0.248633,1389.583,0.240086,1363.4855,0.2456076,1416.72021484,0.31006588,2435.00782082,0.30769285,2398.97455682
C1,179,1910,0.237406,1232.432,0.2314375,1213.9705,0.2367431,1262.05554199,0.29497023,2177.05972151,0.29282425,2142.07345074
C1,179,1911,0.222256,966.903,0.2165936,957.58569,0.2214297,996.25457764,0.26902733,1728.20461412,0.26702608,1698.24978033
C1,179,1912,0.203411,633.167,0.1964182,630.85339,0.20027994,657.35852051,0.23308718,1128.3198387,0.23320695,1122.25241504
C1,179,1913,0.223369,820.222,0.2146803,812.58246,0.22081081,861.91345215,0.24900204,1326.72996288,0.24993471,1333.60024944
C1,179,4109,0.159292,4.977,0.1592881,4.9080472,0.16030022,5.11501265,0.16053334,9.08591297,0.1605256,8.95398046
C1,179,4110,0.162079,52.448,0.1620447,51.869621,0.16317253,54.05357742,0.16560512,95.48755347,0.1655371,94.32877736
C1,179,4111,0.165426,109.472,0.1653566,108.28963,0.16662353,112.84844208,0.17167237,198.84778815,0.17154104,196.61049381
C1,179,4112,0.169117,172.355,0.1689506,169.51695,0.17036912,176.65660095,0.17807191,307.86899669,0.17806986,307.8340051
C1,179,4113,0.172409,228.438,0.1722366,225.49567,0.17379369,234.99069214,0.18456605,418.50168967,0.18407121,410.07168942
C1,179,4114,0.17508,273.934,0.1748931,270.75055,0.17656098,282.13098145,0.18933397,499.72691533,0.18887875,491.97181933
C1,179,4115,0.176818,303.55,0.1766605,300.8598,0.17840051,313.46932983,0.19247837,553.29414621,0.19218107,548.22943964
C1,179,4116,0.177334,312.337,0.1771805,309.71906,0.17894262,322.70367432,0.19365646,573.36389209,0.19305621,563.13817712
C1,179,4117,0.176627,300.289,0.1763925,296.29422,0.17812455,308.76782227,0.1919981,545.11244966,0.19161158,538.52769749
C1,179,4118,0.174626,266.199,0.1744247,262.77121,0.17607682,273.88360596,0.18812946,479.20716717,0.18799612,476.93560143
C1,179,4119,0.171444,211.997,0.1713334,210.10875,0.17285635,219.02270508,0.18256849,384.47179504,0.18231625,380.1745835
C1,179,4120,0.167855,150.852,0.1677282,148.69252,0.16909836,155.00762939,0.17588807,270.66555444,0.17573809,268.11063512
C1,179,4121,0.164272,89.814,0.1641992,88.573021,0.16541939,92.33409119,0.1694045,160.21294469,0.16937746,159.75236518
C1,179,4122,0.161315,39.432,0.1612804,38.848618,0.16237692,40.49710846,0.16415002,70.69884117,0.16412648,70.29775912
C1,179,8527,0.16429,90.113,0.1651237,104.32238,0.16571948,97.44371796,0.16691943,117.87783375,0.16673268,114.69650079
C1,179,8528,0.265229,1318.673,0.2379341,1344.7041,0.2529065,1582.73352051,0.29018327,1892.18405298,0.2969191,2019.18615975
C1,179,8529,0.289769,1967.092,0.2754989,1983.3397,0.2849786,2129.10400391,0.32745407,2651.72828894,0.33756628,2827.66749025
C1,179,8530,0.335483,2724.925,0.3348939,2994.575,0.3395488,3058.74462891,0.38181296,3587.72402777,0.33883491,2880.769514
C1,179,8531,0.328044,2553.686,0.3361102,3014.9822,0.3396602,3060.64624023,0.33990624,2982.03408925,0.32643165,2787.01247929
C1,179,8532,0.313109,2490.347,0.3408453,3095.1072,0.3469467,3184.60766602,0.34317269,3017.14726674,0.34015004,2968.35555785
C1,179,8533,0.239432,1302.6,0.236096,1299.9362,0.2407985,1350.6003418,0.28527569,2041.5138664,0.28462103,2034.1051456
C1,179,8534,0.382822,3265.314,0.3666334,3534.5496,0.3645814,3484.56713867,0.40315993,3840.40461791,0.41880072,4033.75385861
C1,179,8535,0.292211,1833.351,0.2799779,2055.4263,0.2861317,2148.74975586,0.3111369,2359.18082043,0.31729443,2451.6426825
C1,179,8536,0.169639,181.252,0.1700226,187.77808,0.17149481,195.83209229,0.17807016,307.83925701,0.17813904,309.01254092
C1,180,1902,0.171075,205.708,0.1713869,211.02061,0.17281542,218.32762146,0.17659132,282.64599329,0.17682817,286.68091576
C1,180,1903,0.199136,683.752,0.1990029,681.48029,0.20113924,700.84130859,0.22335525,1079.30571417,0.22390144,1088.61058966
C1,180,1904,0.341437,2947.706,0.3502232,3194.4592,0.3581649,3288.9050293,0.41900924,4257.34415498,0.42486859,4362.05641152
C1,180,1905,0.417067,4220.508,0.4333311,4592.0195,0.4464064,4756.86474609,0.53583334,6232.33157585,0.53527445,6229.04469339
C1,180,1906,0.324773,2650.939,0.3173136,2634.9373,0.3281392,2712.36254883,0.41437706,4180.68715201,0.41535991,4201.84115297
C1,180,1907,0.351991,3109.565,0.3440774,3086.3533,0.3556719,3176.36206055,0.45670907,4901.69921755,0.45876547,4939.32459909
C1,180,1908,0.368307,3378.725,0.3589572,3338.5701,0.3712397,3435.12060547,0.48132345,5319.28564662,0.48242358,5340.61393791
C1,180,1909,0.370536,3382.338,0.3596212,3347.8169,0.3719837,3443.14648438,0.48002941,5293.69539069,0.48225491,5335.77943099
C1,180,1910,0.354416,3127.275,0.3452057,3098.446,0.3571158,3182.66503906,0.45459765,4859.01761923,0.456882,4900.5606068
C1,180,1911,0.32158,2558.188,0.3137377,2555.4297,0.3246769,2620.43066406,0.40039901,3926.91243246,0.40276744,3972.50626261
C1,180,1912,0.274219,1740.954,0.2637399,1743.1318,0.2725302,1783.59472656,0.32169344,2589.09748134,0.32550384,2649.66220703
C1,180,1913,0.360056,3048.024,0.3608989,3085.9009,0.3700754,3115.15966797,0.39894358,3694.00351578,0.40839144,3846.41214108
C1,180,4109,0.159697,11.877,0.1596914,11.778461,0.16071049,12.10565186,0.16111481,18.99167346,0.16112032,19.08547227
C1,180,4110,0.166398,126.03,0.1663541,125.28365,0.16755689,128.75065613,0.17177452,200.58810395,0.17186875,202.19337476
C1,180,4111,0.17444,263.028,0.1744364,262.97144,0.17586146,270.21594238,0.18466558,420.19735149,0.1848729,423.72915199
C1,180,4112,0.183467,416.815,0.1832508,413.13071,0.18491648,424.47262573,0.19844179,654.88576691,0.19903742,665.0327227
C1,180,4113,0.191642,556.075,0.1913114,550.44934,0.19319744,565.54504395,0.21182512,882.88110435,0.21205204,886.74692191
C1,180,4114,0.19795,663.545,0.1978101,661.16077,0.19987571,679.31494141,0.2220458,1056.9983369,0.22253582,1065.34622305
C1,180,4115,0.202207,736.069,0.2021368,734.86932,0.20432365,755.08898926,0.22890518,1173.85310867,0.22967349,1186.94194611
C1,180,4116,0.203763,762.572,0.2034196,756.72253,0.20564099,777.53125,0.23135201,1215.53677918,0.23157783,1219.3837521
C1,180,4117,0.201785,728.869,0.201448,723.13409,0.203613,742.98254395,0.22748827,1149.71507439,0.22837701,1164.8553003
C1,180,4118,0.1968,643.948,0.1965504,639.70038,0.19858123,657.26287842,0.21945629,1012.88400536,0.22043569,1029.56877274
C1,180,4119,0.188938,510.022,0.1889264,509.81989,0.1907496,523.84472656,0.20757944,810.55268077,0.20803461,818.30677744
C1,180,4120,0.180291,362.715,0.1801201,359.79794,0.18170279,369.72506714,0.1935056,570.79394884,0.19381124,576.00075417
C1,180,4121,0.171721,216.714,0.1715801,214.31187,0.17292732,220.23387146,0.17985272,338.20641073,0.1801631,343.493959
C1,180,4122,0.164629,95.899,0.1645653,94.808365,0.16571622,97.39251709,0.16880173,149.94429312,0.16891191,151.8213305
C1,180,8527,0.170182,157.74,0.1690154,170.62061,0.17023123,174.30079651,0.1712166,191.08349818,0.17101278,187.61127476
C1,180,8528,0.31063,2249.377,0.2909532,2247.9243,0.3015786,2411.89697266,0.35905789,3132.92256044,0.37291897,3349.05925407
C1,180,8529,0.367268,3213.32,0.3463944,3192.4087,0.3541207,3306.98413086,0.42630664,4281.48111952,0.43836858,4485.26123905
C1,180,8530,0.422666,4087.162,0.4016106,4112.8408,0.4166259,4371.79589844,0.470597,5039.01837377,0.42132293,4239.06944422
C1,180,8531,0.397351,3564.483,0.3780554,3700.6975,0.3916225,3937.82495117,0.3928096,3856.62731004,0.40509205,4051.37068212
C1,180,8532,0.370824,3437.134,0.3810921,3738.2729,0.391863,3934.56811523,0.42649074,4374.52621382,0.42425333,4339.70666949
C1,180,8533,0.342326,2943.629,0.3347361,2928.9185,0.345096,3016.63671875,0.41998831,4287.24917375,0.42428106,4363.15211534
C1,180,8534,0.441586,4429.699,0.4452817,4837.6528,0.4867268,5427.74365234,0.48325661,5350.95138827,0.49786168,5564.8246578
C1,180,8535,0.348102,2993.189,0.3604375,3366.0032,0.4909573,5142.49804688,0.39725936,3870.27623332,0.39717223,3875.74827753
C1,180,8536,0.186751,472.754,0.1885182,502.86481,0.19023424,515.06518555,0.20108002,699.83005413,0.20218719,718.69152485
C1,181,1902,0.176547,298.926,0.1769272,305.40344,0.17838366,313.18136597,0.18250302,383.35645196,0.18283363,388.98861104
C1,181,1903,0.217813,1001.928,0.2170861,989.54199,0.2193806,1011.59558105,0.24684407,1479.45609614,0.24784186,1496.45409842
C1,181,1904,0.418607,4171.228,0.4244241,4433.1426,0.4275618,4435.43701172,0.49977198,5639.87055208,0.50661015,5760.48257656
C1,181,1905,0.527482,5987.665,0.5269867,6159.3804,0.5426219,6345.90576172,0.6560769,8295.51220902,0.65431566,8264.48306772
C1,181,1906,0.40289,3904.747,0.3886812,3840.5452,0.4020859,3927.41796875,0.5086905,5804.96092176,0.51144611,5850.62556796
C1,181,1907,0.444157,4598.982,0.4296485,4524.3896,0.44358,4626.46972656,0.57138626,6869.45963298,0.57535821,6936.05411642
C1,181,1908,0.47046,5037.968,0.45382,4935.1069,0.4690826,5045.96777344,0.61031086,7529.20412203,0.61397511,7589.63571992
C1,181,1909,0.475432,5082.094,0.4574971,4996.0415,0.4736354,5108.3359375,0.6151241,7607.93463363,0.62064025,7699.18520905
C1,181,1910,0.454183,4740.477,0.4381357,4662.5186,0.4545525,4765.59130859,0.58214728,7038.50981518,0.5884267,7142.80779914
C1,181,1911,0.405105,3890.368,0.3911659,3852.8606,0.4069193,3937.76757812,0.50125712,5648.60932596,0.50804879,5761.58265861
C1,181,1912,0.331496,2630.188,0.3156384,2603.1028,0.3300656,2660.72875977,0.38640248,3680.19278665,0.39233554,3779.93015728
C1,181,1913,0.458238,4570.062,0.458319,4552.418,0.4766639,4674.02880859,0.50237219,5280.62141661,0.51548775,5495.49122176
C1,181,4109,0.160016,17.312,0.159998,17.002195,0.16102037,17.38446236,0.16150844,25.69752346,0.16152212,25.93042819
C1,181,4110,0.169829,184.483,0.1696623,181.64076,0.17090111,185.71517944,0.1760325,273.12602974,0.17623311,276.54358357
C1,181,4111,0.18165,385.852,0.1814305,382.12054,0.1829327,390.67687988,0.19372563,574.54232864,0.19412123,581.2815458
C1,181,4112,0.194914,611.828,0.1942683,600.823,0.19605714,614.26177979,0.21284861,900.31699313,0.21364215,913.8355967
C1,181,4113,0.207002,817.753,0.2059932,800.565,0.20804383,818.46496582,0.23073064,1204.9513015,0.23152073,1218.41115747
C1,181,4114,0.216222,974.825,0.2154337,961.39111,0.2176954,982.88769531,0.24492324,1446.73329151,0.24596596,1464.49680732
C1,181,4115,0.22243,1080.581,0.2217206,1068.4943,0.2241231,1092.38769531,0.25419429,1604.67273141,0.25575126,1631.19701383
C1,181,4116,0.224826,1121.404,0.2235872,1100.2937,0.2260316,1124.90063477,0.25749381,1660.88266578,0.25839808,1676.28761621
C1,181,4117,0.221807,1069.97,0.2207132,1051.3317,0.223094,1074.85632324,0.25240525,1574.19502935,0.25395843,1600.65473045
C1,181,4118,0.214502,945.524,0.2135915,930.00928,0.2158141,950.83874512,0.24144858,1387.53976565,0.24301794,1414.27499841
C1,181,4119,0.203021,749.94,0.2025245,741.47278,0.20450044,758.10113525,0.22510312,1109.08212396,0.22601811,1124.66975705
C1,181,4120,0.190297,533.164,0.18975,523.84973,0.19144022,535.60882568,0.20594417,782.69457525,0.20655686,793.1321164
C1,181,4121,0.17774,319.25,0.1773491,312.59045,0.1787609,319.6088562,0.18736514,466.18631597,0.18781973,473.93074088
C1,181,4122,0.167282,141.082,0.167121,138.34776,0.1683026,141.45288086,0.17213352,206.703912,0.17230154,209.56631507
C1,181,8527,0.192466,198.575,0.172057,222.43605,0.17275653,217.31626892,0.17382554,235.52872685,0.1736967,233.33395834
C1,181,8528,0.348151,2713.133,0.3329134,2962.7495,0.3244474,2801.48071289,0.39104887,3656.30682151,0.40825555,3918.49495206
C1,181,8529,0.421689,4034.703,0.3905582,3943.2043,0.3996805,4082.21826172,0.48168942,5236.31074188,0.49311722,5425.17100328
C1,181,8530,0.480458,5018.607,0.4440698,4815.7212,0.4677241,5240.52246094,0.50141844,5575.88425913,0.47448783,5141.95742454
C1,181,8531,0.467326,4675.744,0.4359349,4656.5166,0.480503,5420.65136719,0.4577111,4938.40851216,0.48413227,5365.83230173
C1,181,8532,1.0,9616.15,1.0,11027.179,0.6052451,7305.79345703,0.53974003,6314.9338333,0.53855689,6294.41568803
C1,181,8533,0.447837,4627.179,0.4321996,4570.1611,0.4478673,4669.10351562,0.56453767,6735.75202799,0.57246229,6869.51859733
C1,181,8534,0.561513,6283.951,0.5439522,6480.5117,0.9816002,13119.07226562,1.0,27707.12518349,1.0,27549.55079385
C1,181,8535,0.639292,4953.437,0.4774494,5324.8242,1.0,15307.96289062,0.54730434,6297.27035151,0.54494544,6255.75537015
C1,181,8536,0.202132,734.793,0.2053505,789.61633,0.20736674,806.93060303,0.22191811,1054.82301102,0.22362431,1083.88947226
C1,182,1902,0.180601,367.998,0.1812121,378.3999,0.18240606,381.70611572,0.18227064,379.3975408,0.18247705,382.91395966
C1,182,1903,0.230277,1214.258,0.2300003,1209.5454,0.2313277,1215.12451172,0.24170238,1391.86330269,0.24290744,1412.39253556
C1,182,1904,0.499716,5623.977,0.5066513,5860.541,0.5121473,5896.75244141,0.51896244,5961.10806985,0.52583776,6082.97206427
C1,182,1905,0.665644,8430.795,0.6741811,8699.6172,0.6824129,8771.65234375,1.0,11018.72383227,1.0,10881.76620376
C1,182,1906,0.45651,4902.235,0.447656,4868.5039,0.4557371,4887.20214844,0.4981507,5612.25125505,0.50178203,5676.42793181
C1,182,1907,0.506532,5749.296,0.4977942,5710.4487,0.5057756,5733.70166016,0.55826792,6631.46475637,0.56268548,6709.28571599
C1,182,1908,0.532293,6185.426,0.5223034,6126.375,0.5314874,6153.34375,0.59276574,7214.06184798,0.596683,7282.6089487
C1,182,1909,0.525918,6059.055,0.5160353,6022.4922,0.5262703,6051.45800781,0.59347469,7220.63751401,0.59887614,7314.87498767
C1,182,1910,0.489533,5449.382,0.4801186,5417.3809,0.4915459,5446.42041016,0.55598058,6575.84030011,0.56256788,6689.09319096
C1,182,1911,0.423176,4317.651,0.4151106,4310.4307,0.4251882,4335.16503906,0.47338443,5163.47494179,0.48057205,5287.64035761
C1,182,1912,0.335179,2823.716,0.3258615,2813.7576,0.3345415,2831.23803711,0.36419742,3301.89576659,0.36891376,3389.00493873
C1,182,1913,0.423916,4180.183,0.4202004,4187.1675,0.4324808,4226.23681641,0.44414849,4443.91010076,0.45281109,4600.15124347
C1,182,4109,0.160206,20.537,0.1601949,20.356237,0.16120083,20.45927238,0.1613866,23.62172665,0.16140461,23.92853524
C1,182,4110,0.171802,218.084,0.1717158,216.6237,0.17278072,217.73538208,0.17474182,251.13841308,0.17499329,255.42236588
C1,182,4111,0.185711,455.049,0.1856376,453.79282,0.18677526,456.13824463,0.19100915,528.26484907,0.19148124,536.30730066
C1,182,4112,0.201113,717.43,0.2007535,711.30377,0.20196929,714.98010254,0.20876821,830.8042239,0.20947444,842.83544107
C1,182,4113,0.215175,956.983,0.2145597,946.50336,0.2158451,951.36547852,0.22495456,1106.55125734,0.22590751,1122.78545339
C1,182,4114,0.22614,1143.775,0.2257242,1136.6986,0.2270638,1142.48535156,0.23801847,1329.1050932,0.23925533,1350.1760386
C1,182,4115,0.233463,1268.542,0.2331788,1263.6929,0.2345536,1270.08032227,0.24654803,1474.41274091,0.24826774,1503.70942451
C1,182,4116,0.236094,1313.36,0.2353614,1300.8749,0.2367479,1307.46191406,0.24938429,1522.73074162,0.25072376,1545.54951871
C1,182,4117,0.2326,1253.84,0.2320056,1243.7073,0.2333768,1250.0333252,0.24514379,1450.49040537,0.24663412,1475.87938019
C1,182,4118,0.224182,1110.418,0.2237299,1102.7247,0.2250595,1108.34057617,0.23506805,1278.84237471,0.23666165,1305.9906008
C1,182,4119,0.211023,886.246,0.2107937,882.34521,0.21205711,886.83496094,0.22019034,1025.38903132,0.22113323,1041.45195683
C1,182,4120,0.196025,630.755,0.1957213,625.57587,0.1969085,628.76593018,0.20260131,725.74638988,0.2032624,737.0085953
C1,182,4121,0.181147,377.296,0.1809314,373.61786,0.18204451,375.546875,0.18544082,433.40410508,0.18587087,440.73030801
C1,182,4122,0.1687,165.249,0.1686089,163.69493,0.16965964,164.57072449,0.17123484,191.39413385,0.17137866,193.84431128
C1,182,8527,0.203128,227.636,0.1739433,254.57034,0.17517015,258.43502808,0.17417477,241.47822436,0.17420937,242.0676786
C1,182,8528,0.348086,3013.206,0.3406172,3088.594,0.3592498,3339.01708984,0.37445825,3431.36125185,0.39135369,3629.47924196
C1,182,8529,0.864608,7280.311,0.90373,7839.0864,0.5919543,7087.92675781,0.93272504,8417.90774356,0.93865849,8536.77149571
C1,182,8530,1.0,23788.881,1.0,23525.799,1.0,16494.18945312,1.0,28996.69356124,1.0,27854.96481232
C1,182,8531,1.0,23349.435,1.0,23668.799,1.0,19495.58007812,1.0,23657.42540356,1.0,22707.4319251
C1,182,8532,1.0,35000.249,1.0,34809.02,1.0,21886.58789062,0.61112531,7442.03249112,0.61194334,7460.76355637
C1,182,8533,0.526831,6071.978,0.5198565,6071.6494,0.5325078,6102.17675781,0.58524442,7026.64887726,0.59334752,7169.04777301
C1,182,8534,0.615217,7356.197,0.6123185,7635.0396,1.0,16617.6953125,1.0,39267.52838869,1.0,39250.65237879
C1,182,8535,0.686732,5347.795,0.5007019,5764.1865,1.0,18673.89453125,0.56214423,6353.89788157,0.56063757,6328.692801
C1,182,8536,0.207861,832.384,0.2112188,889.58759,0.21257771,895.70318604,0.21883841,1002.3579951,0.22030428,1027.33017505
