case,view_id,method,n,RMSE
C3,181,Raytraverse High,36,0.07030771146987515
C3,182,EIGCM (MF1),36,0.005115487619936365
C3,182,Jones dcglare,36,0.09554692765246264
C3,182,Raytraverse Balanced,36,0.07902107994488668
C3,182,Raytraverse High,36,0.0790540535702797
C3,183,EIGCM (MF1),36,0.000877756128970032
C3,183,Jones dcglare,36,0.09479522390586861
C3,183,Raytraverse Balanced,36,0.09176539985373554
C3,183,Raytraverse High,36,0.09140693258593315
C3,184,EIGCM (MF1),36,0.0003699996437685948
C3,184,Jones dcglare,36,0.0854076808688211
C3,184,Raytraverse Balanced,36,0.0885147035062707
C3,184,Raytraverse High,36,0.08809766348667979
C3,185,EIGCM (MF1),36,0.007451511702798595
C3,185,Jones dcglare,36,0.08621786491535088
C3,185,Raytraverse Balanced,36,0.006211879094789314
C3,185,Raytraverse High,36,0.006479355369075647
C3,186,EIGCM (MF1),36,0.0031292049111733013
C3,186,Jones dcglare,36,0.052926850035798514
C3,186,Raytraverse Balanced,36,0.0011003995711684807
C3,186,Raytraverse High,36,0.0010210555336594921
C3,187,EIGCM (MF1),36,0.00039693403629150766
C3,187,Jones dcglare,36,0.0011467557889772223
C3,187,Raytraverse Balanced,36,0.0010795223295024733
C3,187,Raytraverse High,36,0.00104269482877302
C3,188,EIGCM (MF1),36,0.0006455048612003871
C3,188,Jones dcglare,36,0.0013332087828306061
C3,188,Raytraverse Balanced,36,0.001061480525776512
C3,188,Raytraverse High,36,0.0010609905153309452
C3,189,EIGCM (MF1),36,0.00047750605609888356
C3,189,Jones dcglare,36,0.04465339347519591
C3,189,Raytraverse Balanced,36,0.0009942395271834077
C3,189,Raytraverse High,36,0.0009858902781524738
C3,190,EIGCM (MF1),36,0.0010529491187453762
C3,190,Jones dcglare,36,0.06954966431189229
C3,190,Raytraverse Balanced,36,0.0009824969135405317
C3,190,Raytraverse High,36,0.0009419971592520284
C3,191,EIGCM (MF1),36,0.0005164191302184207
C3,191,Jones dcglare,36,0.08833973050402874
C3,191,Raytraverse Balanced,36,0.0010697998147291131
C3,191,Raytraverse High,36,0.0009971013330246049
C3,192,EIGCM (MF1),36,0.000346667501200922
C3,192,Jones dcglare,36,0.0905449531641103
C3,192,Raytraverse Balanced,36,0.0010221861824228095
C3,192,Raytraverse High,36,0.0009829441879303776
C3,193,EIGCM (MF1),36,0.004866156279972017
C3,193,Jones dcglare,36,0.07475982132872318
C3,193,Raytraverse Balanced,36,0.047044231544811396
C3,193,Raytraverse High,36,0.047775041387854475
C3,194,EIGCM (MF1),36,0.0009294647941751809
C3,194,Jones dcglare,36,0.05298921513798426
C3,194,Raytraverse Balanced,36,0.0011749193645014752
C3,194,Raytraverse High,36,0.001048921851778717
C3,195,EIGCM (MF1),36,0.01218987400967158
C3,195,Jones dcglare,36,0.012085690743823872
C3,195,Raytraverse Balanced,36,0.012000848959602005
C3,195,Raytraverse High,36,0.012021718311449445
C3,196,EIGCM (MF1),36,0.012979214161293518
C3,196,Jones dcglare,36,0.01292812029794516
C3,196,Raytraverse Balanced,36,0.012872882051315924
C3,196,Raytraverse High,36,0.012890156227255997
C3,197,EIGCM (MF1),36,0.010872647559255188
C3,197,Jones dcglare,36,0.05528919653848422
C3,197,Raytraverse Balanced,36,0.052350824670264376
C3,197,Raytraverse High,36,0.05230115335851153
C3,198,EIGCM (MF1),36,0.0023502866734719866
C3,198,Jones dcglare,36,0.06771073251350461
C3,198,Raytraverse Balanced,36,0.0718226689932462
C3,198,Raytraverse High,36,0.07192628474665076
C3,199,EIGCM (MF1),36,0.0011780230416535396
C3,199,Jones dcglare,36,0.09072449082198938
C3,199,Raytraverse Balanced,36,0.07604990447404776
C3,199,Raytraverse High,36,0.07616459534917124
C3,200,EIGCM (MF1),36,0.010614837799501333
C3,200,Jones dcglare,36,0.09320934166306229
C3,200,Raytraverse Balanced,36,0.06998094270719728
C3,200,Raytraverse High,36,0.07016986692063495
C3,201,EIGCM (MF1),36,0.000453834224506403
C3,201,Jones dcglare,36,0.0783532734446773
C3,201,Raytraverse Balanced,36,0.08742042536994164
C3,201,Raytraverse High,36,0.08719986374238178
C3,202,EIGCM (MF1),36,0.010523364495321302
C3,202,Jones dcglare,36,0.07513817940186097
C3,202,Raytraverse Balanced,36,0.054099569929124985
C3,202,Raytraverse High,36,0.054156614810664035
C3,203,EIGCM (MF1),36,0.0005458683464597176
C3,203,Jones dcglare,36,0.001245706094803491
C3,203,Raytraverse Balanced,36,0.0011714466296990813
C3,203,Raytraverse High,36,0.0011000548875737958
C3,204,EIGCM (MF1),36,0.006370846701032405
C3,204,Jones dcglare,36,0.02943944398165552
C3,204,Raytraverse Balanced,36,0.00426145908615262
C3,204,Raytraverse High,36,0.005149001852370403
C3,205,EIGCM (MF1),36,0.001440288061851211
C3,205,Jones dcglare,36,0.05866166847985804
C3,205,Raytraverse Balanced,36,0.0015776047088334017
C3,205,Raytraverse High,36,0.001541002033813279
C3,206,EIGCM (MF1),36,0.006350080263884684
C3,206,Jones dcglare,36,0.06203347236556437
C3,206,Raytraverse Balanced,36,0.0654583870541253
C3,206,Raytraverse High,36,0.06534078172258254
C3,207,EIGCM (MF1),36,0.0002687464966179927
C3,207,Jones dcglare,36,0.0940567919613649
C3,207,Raytraverse Balanced,36,0.09047158676253975
C3,207,Raytraverse High,36,0.09028975481496329
C3,208,EIGCM (MF1),36,0.0026835676788455392
C3,208,Jones dcglare,36,0.08029467757146316
C3,208,Raytraverse Balanced,36,0.09721396703828994
C3,208,Raytraverse High,36,0.09703433728872678
C3,209,EIGCM (MF1),36,0.0010587007661384874
C3,209,Jones dcglare,36,0.071867267227701
C3,209,Raytraverse Balanced,36,0.0011165892305289985
C3,209,Raytraverse High,36,0.001060633614264762
C3,210,EIGCM (MF1),36,0.006964702103205056
C3,210,Jones dcglare,36,0.022985637120850107
C3,210,Raytraverse Balanced,36,0.006703146136963929
C3,210,Raytraverse High,36,0.007071245389629824
C3,211,EIGCM (MF1),36,0.00040332176429688657
C3,211,Jones dcglare,36,0.001225933423319191
C3,211,Raytraverse Balanced,36,0.001080369528322499
C3,211,Raytraverse High,36,0.0010369946453882405
C3,212,EIGCM (MF1),36,0.009066842731424697
C3,212,Jones dcglare,36,0.042196734208351926
C3,212,Raytraverse Balanced,36,0.004149233726204421
C3,212,Raytraverse High,36,0.005017547236340787
C3,213,EIGCM (MF1),36,0.002274510285204268
C3,213,Jones dcglare,36,0.0626127831532865
C3,213,Raytraverse Balanced,36,0.002264654097096163
C3,213,Raytraverse High,36,0.002274691189711864
C3,214,EIGCM (MF1),36,0.001508164814250892
C3,214,Jones dcglare,36,0.08706393256451123
C3,214,Raytraverse Balanced,36,0.0015134879637474265
C3,214,Raytraverse High,36,0.0015542655420362115
C3,215,EIGCM (MF1),36,0.0007607488353954628
C3,215,Jones dcglare,36,0.08919596104369949
C3,215,Raytraverse Balanced,36,0.0009814894126940722
C3,215,Raytraverse High,36,0.0009659848840000913
C3,216,EIGCM (MF1),36,0.0055159393281602
C3,216,Jones dcglare,36,0.0829755519451112
C3,216,Raytraverse Balanced,36,0.004749601093982348
C3,216,Raytraverse High,36,0.004936000949551384
C3,217,EIGCM (MF1),36,0.00468369272126409
C3,217,Jones dcglare,36,0.09051446648878102
C3,217,Raytraverse Balanced,36,0.0050659202086477985
C3,217,Raytraverse High,36,0.005987910303413683
C3,218,EIGCM (MF1),36,0.0027837458811025713
C3,218,Jones dcglare,36,0.05529015297810012
C3,218,Raytraverse Balanced,36,0.006916406533519094
C3,218,Raytraverse High,36,0.006101044117601023
C3,219,EIGCM (MF1),36,0.00036244054416628913
C3,219,Jones dcglare,36,0.0010163861557116103
C3,219,Raytraverse Balanced,36,0.0010515083087509211
C3,219,Raytraverse High,36,0.0010268449018568683
C3,220,EIGCM (MF1),36,0.005525925620452903
C3,220,Jones dcglare,36,0.04231535497013124
C3,220,Raytraverse Balanced,36,0.004152001718585067
C3,220,Raytraverse High,36,0.004842694552125806
C3,221,EIGCM (MF1),36,0.003161235841934818
C3,221,Jones dcglare,36,0.055540613313355934
C3,221,Raytraverse Balanced,36,0.0031436294940098025
C3,221,Raytraverse High,36,0.0031384375374959913
C3,222,EIGCM (MF1),36,0.009368382359786914
C3,222,Jones dcglare,36,0.08421372276718533
C3,222,Raytraverse Balanced,36,0.0012937631091026647
C3,222,Raytraverse High,36,0.0012869987284214119
C3,223,EIGCM (MF1),36,0.000939423825928548
C3,223,Jones dcglare,36,0.09970804334591901
C3,223,Raytraverse Balanced,36,0.000995002668324172
C3,223,Raytraverse High,36,0.0009466142126547624
C3,224,EIGCM (MF1),36,0.0008013133632425697
C3,224,Jones dcglare,36,0.09485344333867407
C3,224,Raytraverse Balanced,36,0.0010551589294153772
C3,224,Raytraverse High,36,0.0010055599284934096
C3,225,EIGCM (MF1),36,0.0034645995278033996
C3,225,Jones dcglare,36,0.0757200449051457
C3,225,Raytraverse Balanced,36,0.056278677791979516
C3,225,Raytraverse High,36,0.05617965831389621
C3,226,EIGCM (MF1),36,0.0006197530370594769
C3,226,Jones dcglare,36,0.0010667060888717734
C3,226,Raytraverse Balanced,36,0.061713282007657404
C3,226,Raytraverse High,36,0.060892426296032816
C3,227,EIGCM (MF1),36,0.00026271653291459594
C3,227,Jones dcglare,36,0.0010526533354298865
C3,227,Raytraverse Balanced,36,0.0011237646392038669
C3,227,Raytraverse High,36,0.001105885673299156
C3,228,EIGCM (MF1),36,0.0014300839574227001
C3,228,Jones dcglare,36,0.0015553464907260637
C3,228,Raytraverse Balanced,36,0.04647289625450148
C3,228,Raytraverse High,36,0.04720904747242031
C3,229,EIGCM (MF1),36,0.0037182853997358646
C3,229,Jones dcglare,36,0.04805930747944024
C3,229,Raytraverse Balanced,36,0.07519544215181743
C3,229,Raytraverse High,36,0.07509975784073755
C3,230,EIGCM (MF1),36,0.001206964562791024
C3,230,Jones dcglare,36,0.0793781586994832
C3,230,Raytraverse Balanced,36,0.07968565636490701
C3,230,Raytraverse High,36,0.07939512273589343
C3,231,EIGCM (MF1),36,0.0006707832886095027
C3,231,Jones dcglare,36,0.08437619632921423
C3,231,Raytraverse Balanced,36,0.09253500902242648
C3,231,Raytraverse High,36,0.09213534376707376
C3,232,EIGCM (MF1),36,0.0003959302958434286
C3,232,Jones dcglare,36,0.07907219265487034
C3,232,Raytraverse Balanced,36,0.07453505082656703
C3,232,Raytraverse High,36,0.07426212534254421
C3,233,EIGCM (MF1),36,0.0079463231013015
C3,233,Jones dcglare,36,0.0614308769604629
C3,233,Raytraverse Balanced,36,0.005915519572969576
C3,233,Raytraverse High,36,0.006285002902996543
C3,234,EIGCM (MF1),36,0.0001912712137835234
C3,234,Jones dcglare,36,0.0010387356966564379
C3,234,Raytraverse Balanced,36,0.0010853353427461427
C3,234,Raytraverse High,36,0.0011075183908004
C3,235,EIGCM (MF1),36,0.00041773987453650884
C3,235,Jones dcglare,36,0.0011537684776069465
C3,235,Raytraverse Balanced,36,0.0010936757831238979
C3,235,Raytraverse High,36,0.001054314927682114
C3,236,EIGCM (MF1),36,0.0018332566529418494
C3,236,Jones dcglare,36,0.001894902395114616
C3,236,Raytraverse Balanced,36,0.0018878844487621
C3,236,Raytraverse High,36,0.0018664429637808976
C3,237,EIGCM (MF1),36,0.0029172515774935973
C3,237,Jones dcglare,36,0.043638475510703593
C3,237,Raytraverse Balanced,36,0.002920938063936444
C3,237,Raytraverse High,36,0.0029802484224725288
C3,238,EIGCM (MF1),36,0.0007686267839826724
C3,238,Jones dcglare,36,0.0659864500205986
C3,238,Raytraverse Balanced,36,0.0012019893551941264
C3,238,Raytraverse High,36,0.0012125318683692825
C3,239,EIGCM (MF1),36,0.00042140096635442925
C3,239,Jones dcglare,36,0.06794459357232756
C3,239,Raytraverse Balanced,36,0.001030089930912188
C3,239,Raytraverse High,36,0.0010632051812757856
C3,240,EIGCM (MF1),36,0.00048261964693857026
C3,240,Jones dcglare,36,0.07031089315397772
C3,240,Raytraverse Balanced,36,0.0010250701495087475
C3,240,Raytraverse High,36,0.001058356585484727
C3,241,EIGCM (MF1),36,0.000333833488933234
C3,241,Jones dcglare,36,0.0010246297679419516
C3,241,Raytraverse Balanced,36,0.07356592731361859
C3,241,Raytraverse High,36,0.07393358199525683
C3,242,EIGCM (MF1),36,0.0004967522361969457
C3,242,Jones dcglare,36,0.0012541317307614784
C3,242,Raytraverse Balanced,36,0.0011639302423816294
C3,242,Raytraverse High,36,0.0011568422510197507
C3,243,EIGCM (MF1),36,0.0004370097100370511
C3,243,Jones dcglare,36,0.001055081006005383
C3,243,Raytraverse Balanced,36,0.001111185054952593
C3,243,Raytraverse High,36,0.0010699698670030137
C3,244,EIGCM (MF1),36,0.0017343330890832057
C3,244,Jones dcglare,36,0.0019388578120392327
C3,244,Raytraverse Balanced,36,0.0019189054653116155
C3,244,Raytraverse High,36,0.0018737627775503873
C3,245,EIGCM (MF1),36,0.002806774554785067
C3,245,Jones dcglare,36,0.06178605034295784
C3,245,Raytraverse Balanced,36,0.051981375799039845
C3,245,Raytraverse High,36,0.05197132035856648
C3,246,EIGCM (MF1),36,0.0006942705750562217
C3,246,Jones dcglare,36,0.05587464127436307
C3,246,Raytraverse Balanced,36,0.08497910465662702
C3,246,Raytraverse High,36,0.08496317538285343
C3,247,EIGCM (MF1),36,0.0006361114059921667
C3,247,Jones dcglare,36,0.06002610082967534
C3,247,Raytraverse Balanced,36,0.09190215064762591
C3,247,Raytraverse High,36,0.09184661585207977
C3,248,EIGCM (MF1),36,0.0062794882526586325
C3,248,Jones dcglare,36,0.05591131091614451
C3,248,Raytraverse Balanced,36,0.0852854262209061
C3,248,Raytraverse High,36,0.08530522169112074
C3,249,EIGCM (MF1),36,0.0004788690933972585
C3,249,Jones dcglare,36,0.0011826752271439527
C3,249,Raytraverse Balanced,36,0.0012026796242499964
C3,249,Raytraverse High,36,0.0013725264072029526
C3,250,EIGCM (MF1),36,0.0002783118060537306
C3,250,Jones dcglare,36,0.0009944003514555948
C3,250,Raytraverse Balanced,36,0.0011044165589677774
C3,250,Raytraverse High,36,0.0013095118140148457
C3,251,EIGCM (MF1),36,0.0005617043894355047
C3,251,Jones dcglare,36,0.001019093286657857
C3,251,Raytraverse Balanced,36,0.001050555775124396
C3,251,Raytraverse High,36,0.001127971339669883
C3,252,EIGCM (MF1),36,0.006983055223141539
C3,252,Jones dcglare,36,0.029021150445235625
C3,252,Raytraverse Balanced,36,0.004742910251369638
C3,252,Raytraverse High,36,0.005121434682133616
C3,253,EIGCM (MF1),36,0.0030922251566990085
C3,253,Jones dcglare,36,0.05834247237494399
C3,253,Raytraverse Balanced,36,0.0029319378765317776
C3,253,Raytraverse High,36,0.002932982908662366
C3,254,EIGCM (MF1),36,0.0014417506324295839
C3,254,Jones dcglare,36,0.0566432499680027
C3,254,Raytraverse Balanced,36,0.0014456209409829178
C3,254,Raytraverse High,36,0.0014354802729361655
C3,255,EIGCM (MF1),36,0.000586610868795393
C3,255,Jones dcglare,36,0.06442378733067898
C3,255,Raytraverse Balanced,36,0.001027227991962944
C3,255,Raytraverse High,36,0.0010754764112514677
C3,256,EIGCM (MF1),36,0.008842767174991719
C3,256,Jones dcglare,36,0.040606817830199676
C3,256,Raytraverse Balanced,36,0.003455944267975508
C3,256,Raytraverse High,36,0.003052863471335825
C3,257,EIGCM (MF1),36,0.00041720687514309595
C3,257,Jones dcglare,36,0.011314934137887684
C3,257,Raytraverse Balanced,36,0.056971482299746655
C3,257,Raytraverse High,36,0.05683712883003301
C3,258,EIGCM (MF1),36,0.0006468653889248407
C3,258,Jones dcglare,36,0.0010924008037485825
C3,258,Raytraverse Balanced,36,0.0510924140173953
C3,258,Raytraverse High,36,0.051107371134391455
C3,259,EIGCM (MF1),36,0.0006788365365338931
C3,259,Jones dcglare,36,0.001255545598262629
C3,259,Raytraverse Balanced,36,0.001054702210621033
C3,259,Raytraverse High,36,0.0010523483504366177
C3,260,EIGCM (MF1),36,0.007466729172803844
C3,260,Jones dcglare,36,0.03693519659593697
C3,260,Raytraverse Balanced,36,0.016956761905351763
C3,260,Raytraverse High,36,0.017156358475229387
C3,261,EIGCM (MF1),36,0.0024031604326386516
C3,261,Jones dcglare,36,0.07015812967088399
C3,261,Raytraverse Balanced,36,0.0306533735491624
C3,261,Raytraverse High,36,0.030739119986464773
C3,262,EIGCM (MF1),36,0.0049223769793611365
C3,262,Jones dcglare,36,0.07359956793674478
C3,262,Raytraverse Balanced,36,0.03597751221342538
C3,262,Raytraverse High,36,0.035994789680462276
C3,263,EIGCM (MF1),36,0.0013515550933194602
C3,263,Jones dcglare,36,0.07160295598596969
C3,263,Raytraverse Balanced,36,0.05621424458983694
C3,263,Raytraverse High,36,0.055991678217384246
C3,264,EIGCM (MF1),36,0.007272618453391531
C3,264,Jones dcglare,36,0.03907415464841697
C3,264,Raytraverse Balanced,36,0.05897864968907891
C3,264,Raytraverse High,36,0.05890641991987593
C3,265,EIGCM (MF1),36,0.0007160847441702256
C3,265,Jones dcglare,36,0.05655304116196765
C3,265,Raytraverse Balanced,36,0.0011968290048545397
C3,265,Raytraverse High,36,0.0012205836568409479
C3,266,EIGCM (MF1),36,0.003250949868329083
C3,266,Jones dcglare,36,0.05251489646768979
C3,266,Raytraverse Balanced,36,0.0019025721963925896
C3,266,Raytraverse High,36,0.001902919877173409
C3,267,EIGCM (MF1),36,0.0010524342374546108
C3,267,Jones dcglare,36,0.0014279361514544526
C3,267,Raytraverse Balanced,36,0.0013020666112344918
C3,267,Raytraverse High,36,0.0013081026333417278
C3,268,EIGCM (MF1),36,0.009780523683207245
C3,268,Jones dcglare,36,0.041111870999998384
C3,268,Raytraverse Balanced,36,0.02653791149583073
C3,268,Raytraverse High,36,0.026703552918258374
C3,269,EIGCM (MF1),36,0.014053925573394077
C3,269,Jones dcglare,36,0.08227297286833901
C3,269,Raytraverse Balanced,36,0.04427686162503416
C3,269,Raytraverse High,36,0.04435801824860075
C3,270,EIGCM (MF1),36,0.006616008239783929
C3,270,Jones dcglare,36,0.07514325228494884
C3,270,Raytraverse Balanced,36,0.04694295428907395
C3,270,Raytraverse High,36,0.04695024689713714
C3,271,EIGCM (MF1),36,0.001861495595915043
C3,271,Jones dcglare,36,0.09262602895903517
C3,271,Raytraverse Balanced,36,0.027282607595869778
C3,271,Raytraverse High,36,0.027256894836729894
C3,272,EIGCM (MF1),36,0.005369758624748003
C3,272,Jones dcglare,36,0.07046544542804378
C3,272,Raytraverse Balanced,36,0.006034781209966204
C3,272,Raytraverse High,36,0.005899021544670921
C3,273,EIGCM (MF1),36,0.008903319764575326
C3,273,Jones dcglare,36,0.08307851466397055
C3,273,Raytraverse Balanced,36,0.05691634886102555
C3,273,Raytraverse High,36,0.056929636130472305
C3,274,EIGCM (MF1),36,0.021811593880096843
C3,274,Jones dcglare,36,0.052883604902253536
C3,274,Raytraverse Balanced,36,0.06108642494356286
C3,274,Raytraverse High,36,0.05936166338858756
C3,275,EIGCM (MF1),36,0.0008960409726805039
C3,275,Jones dcglare,36,0.0011765082068054447
C3,275,Raytraverse Balanced,36,0.0012822711295588014
C3,275,Raytraverse High,36,0.0013105174501265202
C3,276,EIGCM (MF1),36,0.005519128023117019
C3,276,Jones dcglare,36,0.039678774549013605
C3,276,Raytraverse Balanced,36,0.014497062556469553
C3,276,Raytraverse High,36,0.014047358283233955
C3,277,EIGCM (MF1),36,0.001949636102014367
C3,277,Jones dcglare,36,0.061110654505199806
C3,277,Raytraverse Balanced,36,0.027664723389783288
C3,277,Raytraverse High,36,0.02766248673872073
C3,278,EIGCM (MF1),36,0.0015480991228492588
C3,278,Jones dcglare,36,0.05615910692074491
C3,278,Raytraverse Balanced,36,0.02974205363718602
C3,278,Raytraverse High,36,0.029740675019197475
C3,279,EIGCM (MF1),36,0.007269901909738689
C3,279,Jones dcglare,36,0.08792445624520547
C3,279,Raytraverse Balanced,36,0.0487616084397153
C3,279,Raytraverse High,36,0.04875993404997756
C3,280,EIGCM (MF1),36,0.008942889591907949
C3,280,Jones dcglare,36,0.0843116863953111
C3,280,Raytraverse Balanced,36,0.05811115969063863
C3,280,Raytraverse High,36,0.05811260259804156
C3,281,EIGCM (MF1),36,0.0016135888916910905
C3,281,Jones dcglare,36,0.06559910289947309
C3,281,Raytraverse Balanced,36,0.056624970578488955
C3,281,Raytraverse High,36,0.05661562658717998
C3,282,EIGCM (MF1),36,0.00987999699132602
C3,282,Jones dcglare,36,0.0745871767415736
C3,282,Raytraverse Balanced,36,0.05336962338162626
C3,282,Raytraverse High,36,0.053114143747108995
C3,283,EIGCM (MF1),36,0.0004601160312597488
C3,283,Jones dcglare,36,0.001131193711865432
C3,283,Raytraverse Balanced,36,0.0011732112476115404
C3,283,Raytraverse High,36,0.0011972340156365536
C3,284,EIGCM (MF1),36,0.009658714110253553
C3,284,Jones dcglare,36,0.03840657450930461
C3,284,Raytraverse Balanced,36,0.016423954312220043
C3,284,Raytraverse High,36,0.015980783395748484
C3,285,EIGCM (MF1),36,0.0008923673653390859
C3,285,Jones dcglare,36,0.06471455085857199
C3,285,Raytraverse Balanced,36,0.02903587398123245
C3,285,Raytraverse High,36,0.02903544549584506
C3,286,EIGCM (MF1),36,0.00711750504318207
C3,286,Jones dcglare,36,0.07315800302446679
C3,286,Raytraverse Balanced,36,0.03158390136427624
C3,286,Raytraverse High,36,0.03158313860965258
C3,287,EIGCM (MF1),36,0.0011556169290325696
C3,287,Jones dcglare,36,0.09178304794338833
C3,287,Raytraverse Balanced,36,0.04937202078238053
C3,287,Raytraverse High,36,0.049369034326225095
C3,288,EIGCM (MF1),36,0.0006375292368023447
C3,288,Jones dcglare,36,0.08232634446712034
C3,288,Raytraverse Balanced,36,0.05841648490395287
C3,288,Raytraverse High,36,0.05841270646442112
C3,289,EIGCM (MF1),36,0.0006548015763912351
C3,289,Jones dcglare,36,0.056919066989286934
C3,289,Raytraverse Balanced,36,0.05614264461721754
C3,289,Raytraverse High,36,0.05613016915639366
C3,290,EIGCM (MF1),36,0.005001753657885062
C3,290,Jones dcglare,36,0.030825777120461615
C3,290,Raytraverse Balanced,36,0.05396809203326412
C3,290,Raytraverse High,36,0.05396581902778172
C3,291,EIGCM (MF1),36,0.0004166475598952506
C3,291,Jones dcglare,36,0.0010688623834583298
C3,291,Raytraverse Balanced,36,0.001119025162630402
C3,291,Raytraverse High,36,0.0010695429585354552
C3,292,EIGCM (MF1),36,0.0008662822910447729
C3,292,Jones dcglare,36,0.001140154656051829
C3,292,Raytraverse Balanced,36,0.001123192544049476
C3,292,Raytraverse High,36,0.001104752977507241
C3,293,EIGCM (MF1),36,0.0012845215411670682
C3,293,Jones dcglare,36,0.042466279803960214
C3,293,Raytraverse Balanced,36,0.05194797170313892
C3,293,Raytraverse High,36,0.051981657604696946
C3,294,EIGCM (MF1),36,0.011765828812308789
C3,294,Jones dcglare,36,0.04331898636433724
C3,294,Raytraverse Balanced,36,0.05821385739606925
C3,294,Raytraverse High,36,0.058267690922187435
C3,295,EIGCM (MF1),36,0.0006478993536808015
C3,295,Jones dcglare,36,0.06686998304384671
C3,295,Raytraverse Balanced,36,0.07635679272635378
C3,295,Raytraverse High,36,0.07635844804578339
C3,296,EIGCM (MF1),36,0.003964224305375941
C3,296,Jones dcglare,36,0.07067226442681611
C3,296,Raytraverse Balanced,36,0.07461994193807882
C3,296,Raytraverse High,36,0.07456739568484216
C3,297,EIGCM (MF1),36,0.016024228269257715
C3,297,Jones dcglare,36,0.05505740374850172
C3,297,Raytraverse Balanced,36,0.05543746869641893
C3,297,Raytraverse High,36,0.05615608259038362
C3,298,EIGCM (MF1),36,0.028616591101744533
C3,298,Jones dcglare,36,0.0010338434387275513
C3,298,Raytraverse Balanced,36,0.0010971637327230532
C3,298,Raytraverse High,36,0.0010923467733177903
C3,299,EIGCM (MF1),36,0.00024530307671214065
C3,299,Jones dcglare,36,0.00124929818616405
C3,299,Raytraverse Balanced,36,0.0011271055861290632
C3,299,Raytraverse High,36,0.0010896551313527313
C3,300,EIGCM (MF1),36,0.0024819826695495805
C3,300,Jones dcglare,36,0.03238376845084149
C3,300,Raytraverse Balanced,36,0.04132236889008593
C3,300,Raytraverse High,36,0.041417623127382085
C3,301,EIGCM (MF1),36,0.002229508300114125
C3,301,Jones dcglare,36,0.07037666647119617
C3,301,Raytraverse Balanced,36,0.07651802851121745
C3,301,Raytraverse High,36,0.07657821469148333
C3,302,EIGCM (MF1),36,0.009999286847153984
C3,302,Jones dcglare,36,0.05855644188520902
C3,302,Raytraverse Balanced,36,0.08418565927457897
C3,302,Raytraverse High,36,0.08442933624703224
C3,303,EIGCM (MF1),36,0.02155272630701276
C3,303,Jones dcglare,36,0.09208184536119066
C3,303,Raytraverse Balanced,36,0.0934388107810479
C3,303,Raytraverse High,36,0.09395612771766754
C3,304,EIGCM (MF1),36,0.01991088005950935
C3,304,Jones dcglare,36,0.07293324066328369
C3,304,Raytraverse Balanced,36,0.07452555501862414
C3,304,Raytraverse High,36,0.07530903668929596
C3,305,EIGCM (MF1),36,0.00798896171448803
C3,305,Jones dcglare,36,0.013529267031786129
C3,305,Raytraverse Balanced,36,0.008331771347670052
C3,305,Raytraverse High,36,0.012320304182371974
C3,306,EIGCM (MF1),36,0.0003354660315640497
C3,306,Jones dcglare,36,0.0010095060099168972
C3,306,Raytraverse Balanced,36,0.0010784552648979541
C3,306,Raytraverse High,36,0.0010839183581609537
C3,307,EIGCM (MF1),36,0.0004824585828510715
C3,307,Jones dcglare,36,0.0009074931440451164
C3,307,Raytraverse Balanced,36,0.0011494107743728718
C3,307,Raytraverse High,36,0.0011408713311434383
C3,308,EIGCM (MF1),36,0.007179212076776486
C3,308,Jones dcglare,36,0.04206320884196158
C3,308,Raytraverse Balanced,36,0.0012551842437655229
C3,308,Raytraverse High,36,0.0029545796419259565
C3,309,EIGCM (MF1),36,0.0030010151581960107
C3,309,Jones dcglare,36,0.05869626412354004
C3,309,Raytraverse Balanced,36,0.052461902747198266
C3,309,Raytraverse High,36,0.05247388639387247
C3,310,EIGCM (MF1),36,0.0014646240368928964
C3,310,Jones dcglare,36,0.071492836058314
C3,310,Raytraverse Balanced,36,0.05978415480611887
C3,310,Raytraverse High,36,0.05998757554602609
C3,311,EIGCM (MF1),36,0.0008749270658492379
C3,311,Jones dcglare,36,0.05523845701177755
C3,311,Raytraverse Balanced,36,0.057013601083907614
C3,311,Raytraverse High,36,0.057659126162232094
C3,312,EIGCM (MF1),36,0.002900970891931414
C3,312,Jones dcglare,36,0.04705878515097467
C3,312,Raytraverse Balanced,36,0.04664940532833094
C3,312,Raytraverse High,36,0.047686574451913176
C3,313,EIGCM (MF1),36,0.00018327173359067975
C3,313,Jones dcglare,36,0.0031154127358224964
C3,313,Raytraverse Balanced,36,0.002977507555622471
C3,313,Raytraverse High,36,0.009509836570251883
C3,314,EIGCM (MF1),36,0.00017864055779382278
C3,314,Jones dcglare,36,0.0011561553684650493
C3,314,Raytraverse Balanced,36,0.0011035697367747107
C3,314,Raytraverse High,36,0.001128471699282069
C3,315,EIGCM (MF1),36,0.0005807486705394442
C3,315,Jones dcglare,36,0.0009953973138665665
C3,315,Raytraverse Balanced,36,0.0011673319809363003
C3,315,Raytraverse High,36,0.0011705342840973188
C3,316,EIGCM (MF1),36,0.0064177444798689896
C3,316,Jones dcglare,36,0.042949936677163514
C3,316,Raytraverse Balanced,36,0.001376858555711555
C3,316,Raytraverse High,36,0.0021790952709260327
C3,317,EIGCM (MF1),36,0.0036188961638107886
C3,317,Jones dcglare,36,0.055719975616353064
C3,317,Raytraverse Balanced,36,0.0033972888705362477
C3,317,Raytraverse High,36,0.0033731650990732084
C3,318,EIGCM (MF1),36,0.000977510098555389
