case,view_id,method,n,RMSE
C1,509,Jones dcglare,36,0.03973292750971014
C1,509,Raytraverse Balanced,36,0.0246581338825107
C1,509,Raytraverse High,36,0.011815192783825451
C1,510,EIGCM (MF1),36,0.018734332605821743
C1,510,Jones dcglare,36,0.04884343381522032
C1,510,Raytraverse Balanced,36,0.03053441702924837
C1,510,Raytraverse High,36,0.017220620210669765
C1,511,EIGCM (MF1),36,0.013712530020224411
C1,511,Jones dcglare,36,0.03209826551943354
C1,511,Raytraverse Balanced,36,0.02657784049145965
C1,511,Raytraverse High,36,0.020510871766836438
C1,512,EIGCM (MF1),36,0.0076615428314080495
C1,512,Jones dcglare,36,0.0134767343988529
C1,512,Raytraverse Balanced,36,0.021801019140479928
C1,512,Raytraverse High,36,0.020591620666431693
C1,513,EIGCM (MF1),36,0.005958085218447096
C1,513,Jones dcglare,36,0.006925950071503226
C1,513,Raytraverse Balanced,36,0.008039930396043206
C1,513,Raytraverse High,36,0.004756682381937076
C1,514,EIGCM (MF1),36,0.007896202886971822
C1,514,Jones dcglare,36,0.00847967367079866
C1,514,Raytraverse Balanced,36,0.011718283141264767
C1,514,Raytraverse High,36,0.008904920264801025
C1,515,EIGCM (MF1),36,0.008529738920275073
C1,515,Jones dcglare,36,0.010307890960443438
C1,515,Raytraverse Balanced,36,0.01650952924684189
C1,515,Raytraverse High,36,0.010959802968913895
C1,516,EIGCM (MF1),36,0.006549297039059485
C1,516,Jones dcglare,36,0.010574598560993806
C1,516,Raytraverse Balanced,36,0.015622813892028402
C1,516,Raytraverse High,36,0.008217018493325129
C1,517,EIGCM (MF1),36,0.014404001457108677
C1,517,Jones dcglare,36,0.026986223607096838
C1,517,Raytraverse Balanced,36,0.015588949689429225
C1,517,Raytraverse High,36,0.006264792406200172
C1,518,EIGCM (MF1),36,0.013857061777203066
C1,518,Jones dcglare,36,0.045077153134547195
C1,518,Raytraverse Balanced,36,0.014310793464193287
C1,518,Raytraverse High,36,0.005181831056752522
C1,519,EIGCM (MF1),36,0.00990736317334795
C1,519,Jones dcglare,36,0.030513445905780576
C1,519,Raytraverse Balanced,36,0.009088869919749682
C1,519,Raytraverse High,36,0.0031176122061853054
C1,520,EIGCM (MF1),36,0.0050657123470500744
C1,520,Jones dcglare,36,0.00823378358462408
C1,520,Raytraverse Balanced,36,0.006047329079215928
C1,520,Raytraverse High,36,0.0020785890397040465
C2,1,EIGCM (MF1),36,0.00917705625662293
C2,1,Jones dcglare,36,0.013975337400679973
C2,1,Raytraverse Balanced,36,0.040616394246065744
C2,2,EIGCM (MF1),36,0.012935028481940457
C2,2,Jones dcglare,36,0.01829863768657056
C2,2,Raytraverse Balanced,36,0.036822645104877524
C2,3,EIGCM (MF1),36,0.01057189685856117
C2,3,Jones dcglare,36,0.00860935486085581
C2,3,Raytraverse Balanced,36,0.03194042659767364
C2,4,EIGCM (MF1),36,0.01674423811722673
C2,4,Jones dcglare,36,0.02020288515881663
C2,4,Raytraverse Balanced,36,0.03206740767278636
C2,5,EIGCM (MF1),36,0.018973571546034757
C2,5,Jones dcglare,36,0.027483750180690554
C2,5,Raytraverse Balanced,36,0.03154458367017109
C2,6,EIGCM (MF1),36,0.011482459410734563
C2,6,Jones dcglare,36,0.029600004590466193
C2,6,Raytraverse Balanced,36,0.036811624244919225
C2,7,EIGCM (MF1),36,0.011272817377915485
C2,7,Jones dcglare,36,0.022019859892418267
C2,7,Raytraverse Balanced,36,0.03922864630259901
C2,8,EIGCM (MF1),36,0.013538824612223752
C2,8,Jones dcglare,36,0.012370969781710059
C2,8,Raytraverse Balanced,36,0.04011710087853479
C2,9,EIGCM (MF1),36,0.009429623420620897
C2,9,Jones dcglare,36,0.011932320274282484
C2,9,Raytraverse Balanced,36,0.05742135641410061
C2,10,EIGCM (MF1),36,0.01444456159035296
C2,10,Jones dcglare,36,0.020678765844039285
C2,10,Raytraverse Balanced,36,0.024369970087685107
C2,11,EIGCM (MF1),36,0.008635387436749886
C2,11,Jones dcglare,36,0.006360999260507346
C2,11,Raytraverse Balanced,36,0.02996570941373086
C2,12,EIGCM (MF1),36,0.015764944719358975
C2,12,Jones dcglare,36,0.008108604241656906
C2,12,Raytraverse Balanced,36,0.06286360775343049
C2,13,EIGCM (MF1),36,0.022197786049789347
C2,13,Jones dcglare,36,0.0174805737347391
C2,13,Raytraverse Balanced,36,0.09984854274360418
C2,14,EIGCM (MF1),36,0.010270686079796336
C2,14,Jones dcglare,36,0.007255901260434873
C2,14,Raytraverse Balanced,36,0.22740298420598126
C2,15,EIGCM (MF1),36,0.006901426443798891
C2,15,Jones dcglare,36,0.007470782671421268
C2,15,Raytraverse Balanced,36,0.2363776325027231
C2,16,EIGCM (MF1),36,0.012665519874106575
C2,16,Jones dcglare,36,0.010649628864777525
C2,16,Raytraverse Balanced,36,0.1390711346712839
C2,17,EIGCM (MF1),36,0.013050562496668269
C2,17,Jones dcglare,36,0.018880820100751716
C2,17,Raytraverse Balanced,36,0.04333899762295261
C2,18,EIGCM (MF1),36,0.013152279351873667
C2,18,Jones dcglare,36,0.016020302193039654
C2,18,Raytraverse Balanced,36,0.038548086353290795
C2,19,EIGCM (MF1),36,0.00727436575748093
C2,19,Jones dcglare,36,0.007050831491216521
C2,19,Raytraverse Balanced,36,0.028194881090091863
C2,20,EIGCM (MF1),36,0.011742893345551614
C2,20,Jones dcglare,36,0.01813270179759762
C2,20,Raytraverse Balanced,36,0.033209615750610426
C2,21,EIGCM (MF1),36,0.006734211174851886
C2,21,Jones dcglare,36,0.01094518574233554
C2,21,Raytraverse Balanced,36,0.027974736263711397
C2,22,EIGCM (MF1),36,0.009302402528304757
C2,22,Jones dcglare,36,0.0057965428453111345
C2,22,Raytraverse Balanced,36,0.022651877880890892
C2,23,EIGCM (MF1),36,0.006092545543667825
C2,23,Jones dcglare,36,0.006229078782819509
C2,23,Raytraverse Balanced,36,0.016900315992654867
C2,24,EIGCM (MF1),36,0.007336190506167206
C2,24,Jones dcglare,36,0.0077774719926102034
C2,24,Raytraverse Balanced,36,0.02381389100935937
C2,25,EIGCM (MF1),36,0.01689935103197588
C2,25,Jones dcglare,36,0.024714365495162195
C2,25,Raytraverse Balanced,36,0.17280378309204958
C2,26,EIGCM (MF1),36,0.005791337257250887
C2,26,Jones dcglare,36,0.005283514088869047
C2,26,Raytraverse Balanced,36,0.020696128074773563
C2,27,EIGCM (MF1),36,0.008155594060333336
C2,27,Jones dcglare,36,0.004736333935716178
C2,27,Raytraverse Balanced,36,0.019052891267220592
C2,28,EIGCM (MF1),36,0.016538675948775686
C2,28,Jones dcglare,36,0.018694878441652085
C2,28,Raytraverse Balanced,36,0.03150183049569518
C2,29,EIGCM (MF1),36,0.01029471227812826
C2,29,Jones dcglare,36,0.011706222446708147
C2,29,Raytraverse Balanced,36,0.029120078313032854
C2,30,EIGCM (MF1),36,0.010628919838882447
C2,30,Jones dcglare,36,0.008864204489194326
C2,30,Raytraverse Balanced,36,0.016770689736393264
C2,31,EIGCM (MF1),36,0.01627401158134411
C2,31,Jones dcglare,36,0.01143930224598001
C2,31,Raytraverse Balanced,36,0.09592380700824968
C2,32,EIGCM (MF1),36,0.015359068734156885
C2,32,Jones dcglare,36,0.012099328365433948
C2,32,Raytraverse Balanced,36,0.14950374544834033
C2,33,EIGCM (MF1),36,0.012782871119001398
C2,33,Jones dcglare,36,0.005266598778423738
C2,33,Raytraverse Balanced,36,0.0425854196684275
C2,34,EIGCM (MF1),36,0.007828222796288654
C2,34,Jones dcglare,36,0.004473216337637337
C2,34,Raytraverse Balanced,36,0.020802021312204586
C2,35,EIGCM (MF1),36,0.00760358120765399
C2,35,Jones dcglare,36,0.0062539586658733855
C2,35,Raytraverse Balanced,36,0.029420974847493158
C2,36,EIGCM (MF1),36,0.01158327905388961
C2,36,Jones dcglare,36,0.010602291243185095
C2,36,Raytraverse Balanced,36,0.07938489492802157
C2,37,EIGCM (MF1),36,0.01357210092383146
C2,37,Jones dcglare,36,0.01791860729566955
C2,37,Raytraverse Balanced,36,0.17386919427540262
C2,38,EIGCM (MF1),36,0.014308616478774835
C2,38,Jones dcglare,36,0.012111521625848899
C2,38,Raytraverse Balanced,36,0.19174808333975718
C2,39,EIGCM (MF1),36,0.01311449694400987
C2,39,Jones dcglare,36,0.015403913540772323
C2,39,Raytraverse Balanced,36,0.13218747246376322
C2,40,EIGCM (MF1),36,0.00915773627304623
C2,40,Jones dcglare,36,0.005536147990017268
C2,40,Raytraverse Balanced,36,0.04514550207957692
C2,41,EIGCM (MF1),36,0.013988309506175344
C2,41,Jones dcglare,36,0.01613761561737307
C2,41,Raytraverse Balanced,36,0.03323953098286875
C2,42,EIGCM (MF1),36,0.012422189357836422
C2,42,Jones dcglare,36,0.009826570991912415
C2,42,Raytraverse Balanced,36,0.03220207897112208
C2,43,EIGCM (MF1),36,0.00742413482856944
C2,43,Jones dcglare,36,0.006934088843499111
C2,43,Raytraverse Balanced,36,0.027682827755169465
C2,44,EIGCM (MF1),36,0.009914683407353743
C2,44,Jones dcglare,36,0.014180021911712234
C2,44,Raytraverse Balanced,36,0.03232263990343168
C2,45,EIGCM (MF1),36,0.017664210832947884
C2,45,Jones dcglare,36,0.02612443570027633
C2,45,Raytraverse Balanced,36,0.03714374095891868
C2,46,EIGCM (MF1),36,0.012653049959902076
C2,46,Jones dcglare,36,0.013226858332554192
C2,46,Raytraverse Balanced,36,0.034284936825787524
C2,47,EIGCM (MF1),36,0.012728928450678792
C2,47,Jones dcglare,36,0.008666771868636016
C2,47,Raytraverse Balanced,36,0.03295910288518097
C2,48,EIGCM (MF1),36,0.01366771358545996
C2,48,Jones dcglare,36,0.01844667917222298
C2,48,Raytraverse Balanced,36,0.03262285929905551
C2,49,EIGCM (MF1),36,0.012805021882101997
C2,49,Jones dcglare,36,0.010802007882868865
C2,49,Raytraverse Balanced,36,0.04383240758792403
C2,50,EIGCM (MF1),36,0.014113163793453024
C2,50,Jones dcglare,36,0.015949172022682548
C2,50,Raytraverse Balanced,36,0.035198050873181286
C2,51,EIGCM (MF1),36,0.008616936425097192
C2,51,Jones dcglare,36,0.006640133548755916
C2,51,Raytraverse Balanced,36,0.028149241310009388
C2,52,EIGCM (MF1),36,0.0132122510275922
C2,52,Jones dcglare,36,0.017447720260749283
C2,52,Raytraverse Balanced,36,0.027694857143386403
C2,53,EIGCM (MF1),36,0.08503014343325711
C2,53,Jones dcglare,36,0.09431633829851817
C2,53,Raytraverse Balanced,36,0.09894973489630049
C2,54,EIGCM (MF1),36,0.021069762965496844
C2,54,Jones dcglare,36,0.018686245897608464
C2,54,Raytraverse Balanced,36,0.026555309355786396
C2,55,EIGCM (MF1),36,0.011084949705368791
C2,55,Jones dcglare,36,0.007489525828610219
C2,55,Raytraverse Balanced,36,0.020675081920650807
C2,56,EIGCM (MF1),36,0.009706021388450347
C2,56,Jones dcglare,36,0.010373556834244062
C2,56,Raytraverse Balanced,36,0.024650534658575907
C2,57,EIGCM (MF1),36,0.012355232231191235
C2,57,Jones dcglare,36,0.01433811847596643
C2,57,Raytraverse Balanced,36,0.03178195728454345
C2,58,EIGCM (MF1),36,0.017894687232170955
C2,58,Jones dcglare,36,0.015031971257820138
C2,58,Raytraverse Balanced,36,0.02774764022304825
C2,59,EIGCM (MF1),36,0.01374734196992479
C2,59,Jones dcglare,36,0.009188624789620172
C2,59,Raytraverse Balanced,36,0.028685131147875298
C2,60,EIGCM (MF1),36,0.01594979888949317
C2,60,Jones dcglare,36,0.01756515183233299
C2,60,Raytraverse Balanced,36,0.03546215552258684
C2,61,EIGCM (MF1),36,0.013647718024016164
C2,61,Jones dcglare,36,0.013784280422474413
C2,61,Raytraverse Balanced,36,0.20396823889806373
C2,62,EIGCM (MF1),36,0.014964731506528956
C2,62,Jones dcglare,36,0.0053602688750378925
C2,62,Raytraverse Balanced,36,0.2171200054552317
C2,63,EIGCM (MF1),36,0.005506130496899702
C2,63,Jones dcglare,36,0.0061438139242728455
C2,63,Raytraverse Balanced,36,0.17517413411784336
C2,64,EIGCM (MF1),36,0.009833904411369087
C2,64,Jones dcglare,36,0.008556668651857972
C2,64,Raytraverse Balanced,36,0.08031344922774133
C2,65,EIGCM (MF1),36,0.013535245800717228
C2,65,Jones dcglare,36,0.022868425898832537
C2,65,Raytraverse Balanced,36,0.03270343644280448
C2,66,EIGCM (MF1),36,0.015589687854538481
C2,66,Jones dcglare,36,0.008274524483705657
C2,66,Raytraverse Balanced,36,0.028837233672225602
C2,67,EIGCM (MF1),36,0.009872928769099993
C2,67,Jones dcglare,36,0.006185138669797334
C2,67,Raytraverse Balanced,36,0.026243200148020257
C2,68,EIGCM (MF1),36,0.02726907571029153
C2,68,Jones dcglare,36,0.026470188963532378
C2,68,Raytraverse Balanced,36,0.034617144523619116
C2,69,EIGCM (MF1),36,0.010567746669478673
C2,69,Jones dcglare,36,0.015068981249657897
C2,69,Raytraverse Balanced,36,0.028235069086337366
C2,70,EIGCM (MF1),36,0.012298542704027075
C2,70,Jones dcglare,36,0.008266549738557304
C2,70,Raytraverse Balanced,36,0.019982328805572137
C2,71,EIGCM (MF1),36,0.005468016520386731
C2,71,Jones dcglare,36,0.006484689017063359
C2,71,Raytraverse Balanced,36,0.010119185502849817
C2,72,EIGCM (MF1),36,0.004074364276621703
C2,72,Jones dcglare,36,0.008237797914519628
C2,72,Raytraverse Balanced,36,0.018624887561433684
C2,73,EIGCM (MF1),36,0.012013965093520677
C2,73,Jones dcglare,36,0.018989883394104283
C2,73,Raytraverse Balanced,36,0.2098070458112529
C2,74,EIGCM (MF1),36,0.005986932738403419
C2,74,Jones dcglare,36,0.00694311605359762
C2,74,Raytraverse Balanced,36,0.02329286322769958
C2,75,EIGCM (MF1),36,0.00779885644450163
C2,75,Jones dcglare,36,0.0032529732082575893
C2,75,Raytraverse Balanced,36,0.017980219570750057
C2,76,EIGCM (MF1),36,0.015407194800229599
C2,76,Jones dcglare,36,0.02393019468519799
C2,76,Raytraverse Balanced,36,0.026903489801035768
C2,77,EIGCM (MF1),36,0.01331890788112273
C2,77,Jones dcglare,36,0.012259091689639416
C2,77,Raytraverse Balanced,36,0.023407986119252832
C2,78,EIGCM (MF1),36,0.009488347645226056
C2,78,Jones dcglare,36,0.006401254063777487
C2,78,Raytraverse Balanced,36,0.045942961500912274
C2,79,EIGCM (MF1),36,0.009120919826695113
C2,79,Jones dcglare,36,0.0074139107391033255
C2,79,Raytraverse Balanced,36,0.15600651446630157
C2,80,EIGCM (MF1),36,0.015842439423595027
C2,80,Jones dcglare,36,0.029297109167705344
C2,80,Raytraverse Balanced,36,0.22371110591173274
C2,81,EIGCM (MF1),36,0.006136341590000239
C2,81,Jones dcglare,36,0.0019231916249666003
C2,81,Raytraverse Balanced,36,0.02548746543962547
C2,82,EIGCM (MF1),36,0.006577012911818112
C2,82,Jones dcglare,36,0.004557035068093129
C2,82,Raytraverse Balanced,36,0.02477493167928958
C2,83,EIGCM (MF1),36,0.0070712682848152065
C2,83,Jones dcglare,36,0.0039298597868128
C2,83,Raytraverse Balanced,36,0.022554135889263506
C2,84,EIGCM (MF1),36,0.017022061064999015
C2,84,Jones dcglare,36,0.015804951076016843
C2,84,Raytraverse Balanced,36,0.026453390736910273
C2,85,EIGCM (MF1),36,0.01707783475298547
C2,85,Jones dcglare,36,0.02271414783847834
C2,85,Raytraverse Balanced,36,0.029905839265568668
C2,86,EIGCM (MF1),36,0.017488879723929016
C2,86,Jones dcglare,36,0.020286790716152806
C2,86,Raytraverse Balanced,36,0.02840856967414185
C2,87,EIGCM (MF1),36,0.011768521929211562
C2,87,Jones dcglare,36,0.011805008471383969
C2,87,Raytraverse Balanced,36,0.026205681978406895
C2,88,EIGCM (MF1),36,0.002518975855878729
C2,88,Jones dcglare,36,0.009774116702099109
C2,88,Raytraverse Balanced,36,0.025213895052122553
C2,89,EIGCM (MF1),36,0.011848445707946966
C2,89,Jones dcglare,36,0.019154979237997322
C2,89,Raytraverse Balanced,36,0.07953657524636926
C2,90,EIGCM (MF1),36,0.01297462646748774
C2,90,Jones dcglare,36,0.018560295360730537
C2,90,Raytraverse Balanced,36,0.04957038167089626
C2,91,EIGCM (MF1),36,0.01218438663965988
C2,91,Jones dcglare,36,0.010014471218742929
C2,91,Raytraverse Balanced,36,0.03700199021391413
C2,92,EIGCM (MF1),36,0.011640251753327053
C2,92,Jones dcglare,36,0.02723852676725332
C2,92,Raytraverse Balanced,36,0.029202863794037397
C2,93,EIGCM (MF1),36,0.006905796267407873
C2,93,Jones dcglare,36,0.009471069984567327
C2,93,Raytraverse Balanced,36,0.04525683920592855
C2,94,EIGCM (MF1),36,0.006749820067087394
C2,94,Jones dcglare,36,0.01953059532283188
C2,94,Raytraverse Balanced,36,0.04615178369022587
C2,95,EIGCM (MF1),36,0.010542146046148927
C2,95,Jones dcglare,36,0.020307061186661972
C2,95,Raytraverse Balanced,36,0.024257404797255498
C2,96,EIGCM (MF1),36,0.012738103783258148
C2,96,Jones dcglare,36,0.02066403967945575
C2,96,Raytraverse Balanced,36,0.061691044291028944
C2,97,EIGCM (MF1),36,0.011471258498961653
C2,97,Jones dcglare,36,0.02317901397255368
C2,97,Raytraverse Balanced,36,0.047842958454818445
C2,98,EIGCM (MF1),36,0.10181711311173741
C2,98,Jones dcglare,36,0.10193054326106056
C2,98,Raytraverse Balanced,36,0.10602427354320682
C2,99,EIGCM (MF1),36,0.007290679472773589
C2,99,Jones dcglare,36,0.006029860179394023
C2,99,Raytraverse Balanced,36,0.019999805861974564
C2,100,EIGCM (MF1),36,0.006736024227448848
C2,100,Jones dcglare,36,0.01932210751863042
C2,100,Raytraverse Balanced,36,0.07573575400048375
C2,101,EIGCM (MF1),36,0.013313575252298355
C2,101,Jones dcglare,36,0.009752553365203052
C2,101,Raytraverse Balanced,36,0.08104616419975043
C2,102,EIGCM (MF1),36,0.005811015225342872
C2,102,Jones dcglare,36,0.0053893733350311125
C2,102,Raytraverse Balanced,36,0.02735833081141358
C2,103,EIGCM (MF1),36,0.013616709575350596
C2,103,Jones dcglare,36,0.013788015164788843
C2,103,Raytraverse Balanced,36,0.07364920300546007
C2,104,EIGCM (MF1),36,0.016326767574395527
C2,104,Jones dcglare,36,0.016200896533961392
C2,104,Raytraverse Balanced,36,0.098468593502042
C2,105,EIGCM (MF1),36,0.013947170009380245
C2,105,Jones dcglare,36,0.022797435080293523
C2,105,Raytraverse Balanced,36,0.07590128519479317
C2,106,EIGCM (MF1),36,0.006566013990364826
C2,106,Jones dcglare,36,0.009760429402788987
C2,106,Raytraverse Balanced,36,0.019929738425668617
C2,107,EIGCM (MF1),36,0.005378119899855545
C2,107,Jones dcglare,36,0.005512061881088092
C2,107,Raytraverse Balanced,36,0.031211601290412214
C2,108,EIGCM (MF1),36,0.009741162783404145
C2,108,Jones dcglare,36,0.011915386536752604
C2,108,Raytraverse Balanced,36,0.030961670900097462
C2,109,EIGCM (MF1),36,0.00977438578047519
C2,109,Jones dcglare,36,0.01871459563626752
C2,109,Raytraverse Balanced,36,0.056495026944365916
C2,110,EIGCM (MF1),36,0.00965174946792893
C2,110,Jones dcglare,36,0.008263399357131693
C2,110,Raytraverse Balanced,36,0.06448864278532693
C2,111,EIGCM (MF1),36,0.008106154212215697
C2,111,Jones dcglare,36,0.011194582784040383
C2,111,Raytraverse Balanced,36,0.09225288825880103
C2,112,EIGCM (MF1),36,0.0171373443945606
C2,112,Jones dcglare,36,0.01812571948219702
C2,112,Raytraverse Balanced,36,0.10388352830108633
C2,113,EIGCM (MF1),36,0.012757719468663324
C2,113,Jones dcglare,36,0.017534928459127817
C2,113,Raytraverse Balanced,36,0.04245481217907486
C2,114,EIGCM (MF1),36,0.0034099594998816757
C2,114,Jones dcglare,36,0.007167995041645771
C2,114,Raytraverse Balanced,36,0.021404866976801613
C2,115,EIGCM (MF1),36,0.005779346593185661
C2,115,Jones dcglare,36,0.004609595101019659
C2,115,Raytraverse Balanced,36,0.019184575268515275
C2,116,EIGCM (MF1),36,0.009374006154447046
C2,116,Jones dcglare,36,0.012558167912428767
C2,116,Raytraverse Balanced,36,0.020271625048447168
C2,117,EIGCM (MF1),36,0.009387196388373304
C2,117,Jones dcglare,36,0.014457813517526013
C2,117,Raytraverse Balanced,36,0.04714219391409903
C2,118,EIGCM (MF1),36,0.007386111680922212
C2,118,Jones dcglare,36,0.0047587102758187925
C2,118,Raytraverse Balanced,36,0.01966429588892992
C2,119,EIGCM (MF1),36,0.00992669768627624
C2,119,Jones dcglare,36,0.0065316178774623805
C2,119,Raytraverse Balanced,36,0.03899524674132427
C2,120,EIGCM (MF1),36,0.012438377869543748
C2,120,Jones dcglare,36,0.031510902803769184
C2,120,Raytraverse Balanced,36,0.06580711392755721
C2,121,EIGCM (MF1),36,0.007691808172876731
C2,121,Jones dcglare,36,0.012539474191014307
C2,121,Raytraverse Balanced,36,0.07185198191934586
C2,122,EIGCM (MF1),36,0.009552418521418192
C2,122,Jones dcglare,36,0.013964151182233762
C2,122,Raytraverse Balanced,36,0.033454229685635536
C2,123,EIGCM (MF1),36,0.003852491492924491
C2,123,Jones dcglare,36,0.0065226755223321145
C2,123,Raytraverse Balanced,36,0.02403386912620951
C2,124,EIGCM (MF1),36,0.011787327298216412
C2,124,Jones dcglare,36,0.015599350927705915
C2,124,Raytraverse Balanced,36,0.03938072535240198
C2,125,EIGCM (MF1),36,0.010122736156187105
C2,125,Jones dcglare,36,0.014647918174394637
C2,125,Raytraverse Balanced,36,0.07604004227772546
C2,126,EIGCM (MF1),36,0.008592415283292328
C2,126,Jones dcglare,36,0.00934890970231274
C2,126,Raytraverse Balanced,36,0.06913999516441413
C2,127,EIGCM (MF1),36,0.009305699748780016
C2,127,Jones dcglare,36,0.018656853024289457
C2,127,Raytraverse Balanced,36,0.1353451008671837
C2,128,EIGCM (MF1),36,0.012430549482804228
C2,128,Jones dcglare,36,0.019986340596345905
C2,128,Raytraverse Balanced,36,0.1613335814492663
C2,129,EIGCM (MF1),36,0.011453448495989216
C2,129,Jones dcglare,36,0.020471505111877734
C2,129,Raytraverse Balanced,36,0.04736562269611411
C2,130,EIGCM (MF1),36,0.009278918844108698
C2,130,Jones dcglare,36,0.00883362312668068
C2,130,Raytraverse Balanced,36,0.03339949548571609
C2,131,EIGCM (MF1),36,0.00682128877624228
C2,131,Jones dcglare,36,0.0038682320577001932
C2,131,Raytraverse Balanced,36,0.02278400508054304
C2,132,EIGCM (MF1),36,0.012352777950188642
C2,132,Jones dcglare,36,0.01865631244874059
C2,132,Raytraverse Balanced,36,0.03230202230030885
C2,133,EIGCM (MF1),36,0.019948077692028932
C2,133,Jones dcglare,36,0.027388448789519616
C2,133,Raytraverse Balanced,36,0.03547800803821981
C2,134,EIGCM (MF1),36,0.01638656041905141
C2,134,Jones dcglare,36,0.0255935452667826
C2,134,Raytraverse Balanced,36,0.0608291803407847
C2,135,EIGCM (MF1),36,0.008931221701020401
C2,135,Jones dcglare,36,0.024325996371366048
C2,135,Raytraverse Balanced,36,0.1017772006491308
C2,136,EIGCM (MF1),36,0.008752321138497419
C2,136,Jones dcglare,36,0.034114087040244157
C2,136,Raytraverse Balanced,36,0.06400401571241429
C2,137,EIGCM (MF1),36,0.014436898806299546
C2,137,Jones dcglare,36,0.014103627361162658
C2,137,Raytraverse Balanced,36,0.06163687588256795
C2,138,EIGCM (MF1),36,0.011277786530400269
C2,138,Jones dcglare,36,0.007391756805032326
C2,138,Raytraverse Balanced,36,0.027066659405272062
C2,139,EIGCM (MF1),36,0.0063193302805756215
C2,139,Jones dcglare,36,0.00536705795705721
C2,139,Raytraverse Balanced,36,0.02045273324946156
C2,140,EIGCM (MF1),36,0.010736597966599516
C2,140,Jones dcglare,36,0.015641895332787797
C2,140,Raytraverse Balanced,36,0.017513976964945974
C2,141,EIGCM (MF1),36,0.01667020369764902
C2,141,Jones dcglare,36,0.028133283121639634
C2,141,Raytraverse Balanced,36,0.07159743906579583
C2,142,EIGCM (MF1),36,0.010261740047867124
C2,142,Jones dcglare,36,0.014509150063879619
C2,142,Raytraverse Balanced,36,0.12044820073594492
C2,143,EIGCM (MF1),36,0.012092928600942783
C2,143,Jones dcglare,36,0.01836161313819451
C2,143,Raytraverse Balanced,36,0.13181385501144588
C2,144,EIGCM (MF1),36,0.016044392124612675
C2,144,Jones dcglare,36,0.01999064229132067
C2,144,Raytraverse Balanced,36,0.12377541287913554
C2,145,EIGCM (MF1),36,0.006982648195089658
C2,145,Jones dcglare,36,0.0233723528796964
C2,145,Raytraverse Balanced,36,0.07170682863232732
C2,146,EIGCM (MF1),36,0.0073488222421653655
C2,146,Jones dcglare,36,0.006341234135988002
C2,146,Raytraverse Balanced,36,0.025500085427107445
C2,147,EIGCM (MF1),36,0.01009826120139832
C2,147,Jones dcglare,36,0.005752289186550717
C2,147,Raytraverse Balanced,36,0.025504178179050555
C2,148,EIGCM (MF1),36,0.016513148018801053
C2,148,Jones dcglare,36,0.015065266624642757
C2,148,Raytraverse Balanced,36,0.03385700883349594
C2,149,EIGCM (MF1),36,0.01509695423236643
C2,149,Jones dcglare,36,0.014802817346402998
C2,149,Raytraverse Balanced,36,0.08763023493524084
C2,150,EIGCM (MF1),36,0.010634239778057584
C2,150,Jones dcglare,36,0.009144249026849396
C2,150,Raytraverse Balanced,36,0.10922732240438623
C2,151,EIGCM (MF1),36,0.008154194206664451
C2,151,Jones dcglare,36,0.009628090073002242
C2,151,Raytraverse Balanced,36,0.12552138395876275
C2,152,EIGCM (MF1),36,0.0103655385469379
C2,152,Jones dcglare,36,0.0145275902523328
C2,152,Raytraverse Balanced,36,0.10885130135194568
C2,153,EIGCM (MF1),36,0.005377335153395632
C2,153,Jones dcglare,36,0.008688650367352328
C2,153,Raytraverse Balanced,36,0.0438034357206969
C2,154,EIGCM (MF1),36,0.004959227497358397
C2,154,Jones dcglare,36,0.005626973464323921
C2,154,Raytraverse Balanced,36,0.02630223422359993
C2,155,EIGCM (MF1),36,0.004719139504689623
C2,155,Jones dcglare,36,0.0036994206702637925
C2,155,Raytraverse Balanced,36,0.018966836900433538
C2,156,EIGCM (MF1),36,0.013862132598487705
C2,156,Jones dcglare,36,0.012189331232597538
C2,156,Raytraverse Balanced,36,0.029244930237341614
C2,157,EIGCM (MF1),36,0.009678585596735368
C2,157,Jones dcglare,36,0.010507398709034619
C2,157,Raytraverse Balanced,36,0.1143731591352254
C2,158,EIGCM (MF1),36,0.013304948412485062
C2,158,Jones dcglare,36,0.011145234587097328
C2,158,Raytraverse Balanced,36,0.07951915235842057
C2,159,EIGCM (MF1),36,0.013762168691723132
C2,159,Jones dcglare,36,0.019161759609862137
C2,159,Raytraverse Balanced,36,0.08897395754103699
C2,160,EIGCM (MF1),36,0.008677588834207092
C2,160,Jones dcglare,36,0.020806533315616483
C2,160,Raytraverse Balanced,36,0.09911335339058833
C2,161,EIGCM (MF1),36,0.00522565299021727
C2,161,Jones dcglare,36,0.0070166902697269265
C2,161,Raytraverse Balanced,36,0.02120705865881052
C2,162,EIGCM (MF1),36,0.0069309461610591126
C2,162,Jones dcglare,36,0.009309669156941829
C2,162,Raytraverse Balanced,36,0.025445702628340908
C2,163,EIGCM (MF1),36,0.007957338711302223
C2,163,Jones dcglare,36,0.005974882504832904
C2,163,Raytraverse Balanced,36,0.02319785375921984
C2,164,EIGCM (MF1),36,0.011446362971328007
C2,164,Jones dcglare,36,0.01404844978660467
C2,164,Raytraverse Balanced,36,0.033190541291332996
C2,165,EIGCM (MF1),36,0.011843017946394026
C2,165,Jones dcglare,36,0.01168835401614074
C2,165,Raytraverse Balanced,36,0.05626831948549971
C2,166,EIGCM (MF1),36,0.013769678099450984
C2,166,Jones dcglare,36,0.012252564662526215
